trip_id,date,shift,mode,site_id,vendor_id,driver_id,vehicle_id,direction,scheduled_at,actual_at,planned_km,actual_km,seats,occupancy,status,night_escort
T001078,1787443200000,S3,cab,SITE4,V07,D0330,KA01AB1803,logout,1787441400000,1787441760000,22.09,23.15,4,3,closed,true
T001079,1785888000000,S1,nodal,SITE1,V01,D0194,KA01AB0589,login,1785897000000,1785897060000,42.44,44.70,12,2,closed,true
T001080,1785888000000,S1,cab,SITE3,V09,D0136,KA01AB0356,logout,1785929400000,1785929640000,36.11,40.17,4,3,closed,true
T001081,1782777600000,S3,shuttle,SITE2,V12,D0220,KA01AB1122,logout,1782775800000,1782776040000,30.87,32.63,24,23,closed,true
T001082,1783468800000,S2,shuttle,SITE1,V10,D0277,KA01AB1007,login,1783499400000,1783499640000,36.44,36.94,24,15,closed,true
T001083,1781222400000,S1,shuttle,SITE3,V07,D0272,KA01AB1863,login,1781231400000,1781232900000,25.34,26.84,24,22,closed,true
T001084,1782864000000,S3,cab,SITE4,V02,D0341,KA01AB1304,logout,1782862200000,1782862320000,27.60,28.05,4,1,closed,true
T001085,1786233600000,S1,shuttle,SITE2,V05,D0199,KA01AB0380,logout,1786275000000,1786275000000,21.47,21.01,24,18,closed,true
T001086,1786579200000,S2,cab,SITE2,V08,D0046,KA01AB1318,login,1786609800000,1786611000000,30.91,32.10,4,2,closed,true
T001087,1783728000000,S1,shuttle,SITE2,V07,D0178,KA01AB1363,logout,1783769400000,1783769640000,29.24,29.09,24,11,closed,true
T001088,1781481600000,S3,cab,SITE4,V04,D0349,KA01AB1307,login,1781537400000,1781537460000,11.97,12.20,4,3,closed,true
T001089,1787788800000,S2,nodal,SITE3,V08,D0022,KA01AB0035,login,1787819400000,1787819460000,22.18,25.07,12,9,closed,true
T001090,1782864000000,S3,nodal,SITE4,V11,D0345,KA01AB1825,login,1782919800000,1782919980000,22.59,23.95,12,3,closed,true
T001091,1784592000000,S3,nodal,SITE4,V08,D0056,KA01AB1785,login,1784647800000,1784647860000,22.04,24.74,12,10,closed,true
T001092,1782777600000,S3,cab,SITE1,V07,D0054,KA01AB0113,login,1782833400000,1782833520000,16.51,16.39,4,4,closed,true
T001093,1787616000000,S1,nodal,SITE2,V03,D0151,KA01AB0782,login,1787625000000,1787625060000,10.61,11.07,12,4,closed,true
T001094,1781740800000,S1,shuttle,SITE4,V09,D0042,KA01AB1132,logout,1781782200000,1781783700000,38.33,40.28,24,22,closed,true
T001095,1787184000000,S2,nodal,SITE2,V03,D0306,KA01AB0036,logout,1787247000000,1787247720000,10.12,10.52,12,4,closed,true
T001096,1786752000000,S2,cab,SITE1,V12,D0361,KA01AB0546,logout,1786815000000,1786816800000,10.09,9.63,4,4,closed,true
T001097,1781568000000,S2,shuttle,SITE4,V06,D0359,KA01AB0387,login,1781598600000,1781598600000,42.27,40.53,24,7,closed,true
T001098,1785801600000,S1,shuttle,SITE4,V01,D0312,KA01AB0389,logout,1785843000000,1785844500000,36.05,36.65,24,2,closed,true
T001099,1781568000000,S3,shuttle,SITE1,V01,D0327,KA01AB0859,logout,1781566200000,1781566440000,10.73,12.28,24,10,closed,true
T001100,1785369600000,S1,nodal,SITE2,V08,D0022,KA01AB0393,logout,1785411000000,1785411000000,8.24,9.29,12,11,closed,true
T001101,1782518400000,S2,cab,SITE1,V05,D0341,KA01AB0564,logout,1782581400000,1782581760000,18.77,19.86,4,3,closed,true
T001102,1787097600000,S2,nodal,SITE3,V03,D0293,KA01AB1185,login,1787128200000,1787128440000,39.38,45.24,12,12,closed,true
T001103,1783296000000,S3,cab,SITE1,V04,D0356,KA01AB1175,login,1783351800000,1783352040000,13.84,14.70,4,2,closed,true
T001104,1787097600000,S2,cab,SITE4,V01,D0271,KA01AB0101,login,1787128200000,1787130360000,26.52,28.09,4,2,closed,true
T001105,1787184000000,S2,nodal,SITE1,V11,D0156,KA01AB1366,logout,1787247000000,1787247240000,26.09,26.38,12,9,closed,true
T001106,1786665600000,S2,nodal,SITE3,V08,D0031,KA01AB1412,login,1786696200000,1786696380000,31.99,36.25,12,7,closed,true
T001107,1784678400000,S1,nodal,SITE4,V02,D0156,KA01AB1054,login,1784687400000,1784687520000,33.64,35.42,12,12,closed,true
T001108,1788048000000,S2,cab,SITE4,V10,D0205,KA01AB0232,login,1788078600000,1788078780000,18.27,19.68,4,2,closed,true
T001109,1782691200000,S2,nodal,SITE4,V10,D0340,KA01AB1752,login,1782721800000,1782721980000,30.45,29.67,12,10,closed,true
T001110,1783382400000,S3,shuttle,SITE4,V07,D0041,KA01AB0355,logout,1783380600000,1783380600000,20.53,21.10,24,11,closed,false
T001111,1782172800000,S2,cab,SITE1,V04,D0192,KA01AB1888,logout,1782235800000,1782235920000,41.28,47.29,4,1,closed,true
T001112,1782777600000,S2,nodal,SITE4,V11,D0148,KA01AB1899,logout,1782840600000,1782842760000,16.93,18.57,12,2,closed,true
T001113,1787097600000,S1,shuttle,SITE4,V05,D0340,KA01AB0748,login,1787106600000,1787106840000,28.40,32.04,24,5,closed,true
T001114,1787443200000,S3,nodal,SITE4,V12,D0244,KA01AB0205,logout,1787441400000,1787441640000,20.34,20.43,12,12,closed,true
T001115,1785715200000,S3,nodal,SITE3,V10,D0323,KA01AB0918,logout,1785713400000,1785713640000,40.35,39.20,12,10,closed,true
T001116,1786924800000,S1,cab,SITE2,V01,D0387,KA01AB0249,logout,1786966200000,1786966440000,40.69,43.57,4,3,closed,true
T001117,1781481600000,S3,nodal,SITE1,V01,D0316,KA01AB1704,logout,1781479800000,1781482380000,21.13,24.23,12,2,closed,true
T001118,1786924800000,S2,nodal,SITE4,V10,D0078,KA01AB1502,login,1786955400000,1786955520000,28.74,31.81,12,5,closed,true
T001119,1787961600000,S3,shuttle,SITE4,V09,D0148,KA01AB1866,login,1788017400000,1788018360000,37.53,37.36,24,15,closed,true
T001120,1781308800000,S2,shuttle,SITE2,V07,D0347,KA01AB0384,logout,1781371800000,1781372040000,33.02,31.60,24,4,closed,true
T001121,1786924800000,S3,nodal,SITE3,V01,D0087,KA01AB1298,logout,1786923000000,1786923180000,30.00,28.69,12,1,closed,true
T001122,1780963200000,S3,shuttle,SITE3,V01,D0126,KA01AB1494,logout,1780961400000,1780961400000,17.59,17.31,24,4,closed,true
T001123,1782777600000,S3,nodal,SITE2,V08,D0038,KA01AB1194,logout,1782775800000,1782777540000,42.48,45.18,12,3,closed,true
T001124,1782864000000,S1,nodal,SITE4,V02,D0348,KA01AB1627,logout,1782905400000,1782905580000,11.21,11.80,12,1,closed,true
T001125,1783123200000,S3,nodal,SITE1,V05,D0165,KA01AB1021,login,1783179000000,1783179120000,14.64,14.25,12,11,closed,true
T001126,1781827200000,S3,shuttle,SITE4,V11,D0192,KA01AB1404,login,1781883000000,1781885340000,37.01,37.13,24,19,closed,true
T001127,1781049600000,S3,shuttle,SITE4,V07,D0158,KA01AB1790,logout,1781047800000,1781048040000,36.03,40.95,24,12,closed,true
T001128,1785628800000,S2,shuttle,SITE4,V04,D0300,KA01AB1577,logout,1785691800000,1785692040000,10.29,10.48,24,9,closed,true
T001129,1781136000000,S1,cab,SITE1,V07,D0389,KA01AB1271,logout,1781177400000,1781177580000,29.94,33.17,4,3,closed,true
T001130,1783900800000,S2,cab,SITE3,V12,D0003,KA01AB0096,logout,1783963800000,1783964160000,17.99,19.06,4,1,closed,true
T001131,1784851200000,S3,shuttle,SITE4,V09,D0146,KA01AB1876,logout,1784849400000,1784849460000,42.37,46.81,24,4,closed,true
T001132,1781568000000,S2,nodal,SITE2,V06,D0312,KA01AB0629,login,1781598600000,1781600280000,17.91,18.49,12,12,closed,true
T001133,1784505600000,S2,shuttle,SITE1,V11,D0373,KA01AB0283,login,1784536200000,1784536200000,19.32,21.36,24,12,closed,true
T001134,1783296000000,S2,cab,SITE2,V10,D0134,KA01AB1171,logout,1783359000000,1783359240000,19.83,20.32,4,3,closed,true
T001135,1781136000000,S3,shuttle,SITE3,V01,D0221,KA01AB1485,login,1781191800000,1781191860000,22.04,24.93,24,13,closed,true
T001136,1785110400000,S2,cab,SITE4,V12,D0116,KA01AB0954,logout,1785173400000,1785173640000,40.20,45.58,4,4,closed,true
T001137,1784764800000,S2,shuttle,SITE3,V07,D0292,KA01AB1718,login,1784795400000,1784795580000,41.04,42.06,24,19,closed,true
T001138,1785369600000,S3,shuttle,SITE1,V08,D0130,KA01AB1787,login,1785425400000,1785425460000,10.91,11.78,24,19,closed,true
T001139,1785024000000,S1,cab,SITE4,V02,D0138,KA01AB0258,logout,1785065400000,1785066720000,28.70,32.44,4,1,closed,true
T001140,1783814400000,S3,nodal,SITE2,V04,D0241,KA01AB1241,login,1783870200000,1783870200000,31.48,31.72,12,1,closed,true
T001141,1782950400000,S2,nodal,SITE2,V03,D0111,KA01AB1837,login,1782981000000,1782981060000,31.14,34.26,12,12,closed,true
T001142,1788220800000,S1,nodal,SITE3,V09,D0073,KA01AB1528,login,1788229800000,1788230040000,15.18,14.77,12,3,closed,true
T001143,1783555200000,S3,cab,SITE4,V10,D0010,KA01AB1413,login,1783611000000,1783611060000,24.40,27.11,4,3,closed,true
T001144,1785542400000,S3,shuttle,SITE3,V09,D0335,KA01AB0766,logout,1785540600000,1785540720000,38.27,39.61,24,20,closed,true
T001145,1787097600000,S3,cab,SITE1,V03,D0159,KA01AB1992,login,1787153400000,1787153640000,18.14,20.76,4,3,closed,true
T001146,1784851200000,S2,nodal,SITE3,V09,D0326,KA01AB0496,logout,1784914200000,1784914440000,38.64,40.88,12,6,closed,true
T001147,1788480000000,S3,cab,SITE1,V01,D0198,KA01AB1703,logout,1788478200000,1788478200000,9.26,10.29,4,1,closed,true
T001148,1783728000000,S3,cab,SITE4,V01,D0303,KA01AB1151,login,1783783800000,1783783800000,41.10,45.95,4,3,closed,true
T001149,1787702400000,S3,nodal,SITE1,V02,D0149,KA01AB1289,login,1787758200000,1787758200000,26.17,27.16,12,7,closed,true
T001150,1785369600000,S1,nodal,SITE1,V03,D0191,KA01AB0323,login,1785378600000,1785378660000,28.83,32.82,12,1,closed,true
T001151,1788220800000,S1,cab,SITE3,V06,D0254,KA01AB1392,logout,1788262200000,1788262440000,18.37,17.89,4,4,closed,true
T001152,1784246400000,S2,shuttle,SITE1,V04,D0248,KA01AB0913,logout,1784309400000,1784309520000,9.80,9.70,24,5,closed,false
T001153,1782259200000,S2,cab,SITE3,V05,D0036,KA01AB1342,login,1782289800000,1782290040000,25.17,27.41,4,4,closed,true
T001154,1784419200000,S3,shuttle,SITE2,V01,D0313,KA01AB1354,login,1784475000000,1784475000000,32.98,34.58,24,2,closed,true
T001155,1786924800000,S3,shuttle,SITE1,V02,D0008,KA01AB0644,login,1786980600000,1786980840000,42.57,41.21,24,6,closed,true
T001156,1782604800000,S3,nodal,SITE2,V06,D0063,KA01AB0397,login,1782660600000,1782663120000,11.76,12.10,12,4,closed,true
T001157,1787961600000,S3,shuttle,SITE2,V07,D0104,KA01AB0038,logout,1787959800000,1787960280000,36.24,36.23,24,17,closed,true
T001158,1785283200000,S3,cab,SITE4,V08,D0267,KA01AB1517,login,1785339000000,1785339180000,21.63,22.23,4,4,closed,true
T001159,1786233600000,S1,nodal,SITE2,V04,D0134,KA01AB0081,login,1786242600000,1786242660000,33.09,37.69,12,2,closed,true
T001160,1786838400000,S2,nodal,SITE2,V02,D0320,KA01AB0593,login,1786869000000,1786869180000,11.08,11.20,12,4,closed,true
T001161,1787616000000,S3,nodal,SITE4,V05,D0135,KA01AB0795,login,1787671800000,1787673600000,13.14,14.16,12,2,closed,true
T001162,1787184000000,S3,cab,SITE2,V04,D0281,KA01AB0427,logout,1787182200000,,41.02,39.91,4,3,open,true
T001163,1783209600000,S2,cab,SITE2,V02,D0142,KA01AB0472,logout,1783272600000,1783272720000,16.96,17.79,4,4,closed,true
T001164,1784764800000,S3,nodal,SITE3,V12,D0387,KA01AB1398,login,1784820600000,1784820720000,31.70,30.36,12,4,closed,true
T001165,1785283200000,S1,cab,SITE4,V09,D0208,KA01AB1827,login,1785292200000,1785292320000,18.10,18.18,4,3,closed,true
T001166,1787875200000,S3,nodal,SITE2,V06,D0264,KA01AB1480,login,1787931000000,1787931240000,27.05,29.15,12,9,closed,true
T001167,1787356800000,S3,cab,SITE4,V07,D0181,KA01AB1874,logout,1787355000000,1787357700000,11.67,12.98,4,4,closed,true
T001168,1785801600000,S1,cab,SITE2,V01,D0310,KA01AB0931,logout,1785843000000,1785843180000,13.53,13.49,4,4,closed,true
T001169,1784937600000,S1,shuttle,SITE1,V01,D0313,KA01AB1483,logout,1784979000000,1784979180000,31.15,34.15,24,9,closed,true
T001170,1784937600000,S2,cab,SITE4,V11,D0225,KA01AB0326,logout,1785000600000,1785000720000,42.95,48.16,4,3,closed,true
T001171,1782172800000,S2,nodal,SITE4,V05,D0301,KA01AB0287,logout,1782235800000,1782236040000,41.66,43.40,12,4,closed,true
T001172,1781913600000,S1,cab,SITE2,V01,D0254,KA01AB0575,logout,1781955000000,1781955060000,11.00,11.54,4,3,closed,true
T001173,1781222400000,S3,nodal,SITE3,V02,D0125,KA01AB0399,logout,1781220600000,1781220780000,8.60,8.91,12,7,closed,true
T001174,1781308800000,S2,shuttle,SITE1,V09,D0338,KA01AB0216,logout,1781371800000,1781372040000,16.09,17.62,24,10,closed,true
T001175,1783900800000,S3,cab,SITE3,V06,D0205,KA01AB1854,logout,1783899000000,1783900980000,16.33,17.53,4,3,closed,true
T001176,1787788800000,S2,shuttle,SITE3,V10,D0206,KA01AB0185,login,1787819400000,1787819520000,40.75,39.33,24,20,closed,true
T001177,1781308800000,S1,shuttle,SITE1,V06,D0214,KA01AB1459,login,1781317800000,1781317980000,42.44,48.57,24,11,closed,true
T001178,1787356800000,S1,shuttle,SITE4,V06,D0150,KA01AB0934,login,1787365800000,1787366040000,29.65,30.04,24,11,closed,true,UNEXPECTED_EXTRA_FIELD
T001179,1785974400000,S1,shuttle,SITE2,V01,D0355,KA01AB1493,login,1785983400000,1785983400000,20.13,20.12,24,4,closed,true
T001180,1787270400000,S2,shuttle,SITE3,V05,D0383,KA01AB1547,logout,1787333400000,1787333400000,25.73,27.41,24,11,closed,true
T001181,1784678400000,S2,nodal,SITE1,V05,D0126,KA01AB0480,login,1784709000000,1784709000000,24.94,24.89,12,4,closed,true
T001182,1787011200000,S3,cab,SITE3,V03,D0204,KA01AB1820,logout,1787009400000,1787009640000,32.20,35.31,4,4,closed,true
T001183,1787097600000,S2,shuttle,SITE4,V01,D0348,KA01AB0383,login,1787128200000,1787128260000,21.27,24.18,24,2,closed,true
T001184,1782691200000,S2,shuttle,SITE3,V04,D0095,KA01AB0370,logout,1782754200000,1782756420000,30.30,31.96,24,16,closed,true
T001185,1780876800000,S2,nodal,SITE2,V07,D0012,KA01AB1344,login,1780907400000,1780907520000,29.79,28.90,12,3,closed,true
T001186,1783382400000,S3,shuttle,SITE3,V01,D0324,KA01AB0622,login,1783438200000,1783439100000,22.92,26.25,24,14,closed,true
T001187,1781654400000,S1,shuttle,SITE4,V12,D0136,KA01AB0115,login,1781663400000,1781664900000,8.82,8.89,24,13,closed,true
T001188,1781136000000,S1,cab,SITE2,V11,D0331,KA01AB0299,login,1781145000000,1781145240000,25.96,27.29,4,4,closed,true
T001189,1780790400000,S1,cab,SITE2,V03,D0114,KA01AB0535,login,1780799400000,1780799580000,13.41,14.73,4,4,closed,true
T001190,1783555200000,S2,cab,SITE2,V01,D0214,KA01AB1222,logout,1783618200000,1783618260000,40.59,39.66,4,3,closed,true
T001191,1787011200000,S2,shuttle,SITE4,V03,D0067,KA01AB1473,logout,1787074200000,1787074320000,42.58,48.14,24,9,closed,true
T001192,1787875200000,S2,cab,SITE1,V04,D0192,KA01AB0954,login,1787905800000,1787905920000,20.22,21.33,4,2,closed,true
T001193,1782691200000,S1,nodal,SITE3,V05,D0197,KA01AB1848,login,1782700200000,1782700380000,10.21,11.65,12,5,closed,true
T001194,1783123200000,S1,cab,SITE3,V11,D0031,KA01AB0313,logout,1783164600000,1783166280000,35.38,38.28,4,1,closed,true
T001195,1788134400000,S2,cab,SITE2,V03,D0337,KA01AB0790,login,1788165000000,1788165240000,32.96,31.40,4,4,closed,true
T001196,1784592000000,S1,cab,SITE3,V01,D0066,KA01AB1145,logout,1784633400000,1784633400000,36.11,38.47,4,4,closed,true
T001197,1785715200000,S2,nodal,SITE2,V11,D0338,KA01AB0305,login,1785745800000,1785745980000,13.53,13.38,12,2,closed,true
T001198,1780876800000,S1,cab,SITE1,V07,D0185,KA01AB0014,login,1780885800000,1780886040000,10.64,10.32,4,2,closed,true
T001199,1787270400000,S3,nodal,SITE1,V12,D0140,KA01AB1590,logout,1787268600000,1787268720000,10.96,12.53,12,11,closed,true
T001200,1781481600000,S2,shuttle,SITE4,V01,D0068,KA01AB0010,login,1781512200000,1781512200000,19.86,20.88,24,14,closed,true
T001201,1784160000000,S2,shuttle,SITE1,V02,D0054,KA01AB1834,login,1784190600000,1784190660000,10.61,11.34,24,11,closed,true
T001202,1782432000000,S2,nodal,SITE2,V07,D0107,KA01AB0615,logout,1782495000000,1782495180000,9.49,9.46,12,7,closed,true
T001203,1787011200000,S3,nodal,SITE4,V09,D0072,KA01AB1532,logout,1787009400000,1787009400000,38.37,39.97,12,2,closed,true
T001204,1785110400000,S2,shuttle,SITE1,V10,D0337,KA01AB0814,login,1785141000000,1785141120000,36.35,41.02,24,18,closed,true
T001205,1784246400000,S2,shuttle,SITE4,V04,D0054,KA01AB1801,login,1784277000000,1784277240000,25.74,28.14,24,15,closed,true
T001206,1788048000000,S3,shuttle,SITE4,V07,D0134,KA01AB1464,logout,1788046200000,1788048840000,15.47,16.83,24,2,closed,false
T001207,1785974400000,S1,cab,SITE2,V03,D0067,KA01AB0642,logout,1786015800000,1786017900000,33.38,37.35,4,2,closed,true
T001208,1782691200000,S1,cab,SITE2,V08,D0315,KA01AB0956,logout,1782732600000,1782732720000,34.15,35.69,4,3,closed,true
T001209,1785110400000,S3,nodal,SITE4,V11,D0093,KA01AB0820,logout,1785108600000,1785108840000,20.28,22.10,12,9,closed,true
T001210,1787875200000,S3,shuttle,SITE3,V11,D0316,KA01AB0982,logout,1787873400000,1787873520000,35.38,34.73,24,2,closed,true
T001211,1788480000000,S2,shuttle,SITE4,V12,D0018,KA01AB0025,login,1788510600000,1788510780000,12.06,13.50,24,20,closed,true
T001212,1783209600000,S3,cab,SITE1,V08,D0183,KA01AB0482,login,1783265400000,1783265580000,40.01,38.10,4,2,closed,true
T001213,1788480000000,S2,cab,SITE3,V10,D0069,KA01AB1468,login,1788510600000,1788510600000,14.29,15.12,4,3,closed,true,UNEXPECTED_EXTRA_FIELD
T001214,1786924800000,S2,cab,SITE2,V06,D0398,KA01AB1978,login,1786955400000,1786955640000,36.34,38.39,4,1,closed,true
T001215,1780790400000,S2,nodal,SITE3,V05,D0049,KA01AB1979,login,1780821000000,1780821120000,26.50,26.38,12,9,closed,true
T001216,1781308800000,S1,nodal,SITE4,V01,D0172,KA01AB1888,login,1781317800000,1781320260000,20.80,23.36,12,12,closed,true
T001217,1787702400000,S2,shuttle,SITE1,V05,D0115,KA01AB0497,login,1787733000000,1787733000000,21.21,21.97,24,4,closed,true
T001218,1782432000000,S3,cab,SITE3,V04,D0223,KA01AB0634,logout,1782430200000,1782430380000,20.72,23.57,4,2,closed,true
T001219,1783900800000,S1,cab,SITE3,V08,D0278,KA01AB1417,login,1783909800000,1783909920000,31.91,34.12,4,1,closed,true
T001220,1787011200000,S2,cab,SITE3,V07,D0107,KA01AB0631,logout,1787074200000,1787074440000,18.08,18.28,4,1,closed,true
T001221,1782518400000,S2,cab,SITE3,V03,D0150,KA01AB0543,login,1782549000000,,38.18,42.20,4,4,open,true
T001222,1781740800000,S1,nodal,SITE1,V09,D0077,KA01AB0978,login,1781749800000,1781749980000,27.02,30.17,12,12,closed,true
T001223,1781308800000,S2,nodal,SITE1,V05,D0271,KA01AB1844,login,1781339400000,1781339640000,29.20,31.14,12,7,closed,true
T001224,1788220800000,S2,nodal,SITE2,V01,D0083,KA01AB0402,logout,1788283800000,1788284040000,9.16,9.37,12,5,closed,true
T001225,1786665600000,S2,cab,SITE3,V08,D0270,KA01AB1154,logout,1786728600000,1786728780000,8.99,9.43,4,4,closed,true
T001226,1787788800000,S1,cab,SITE2,V12,D0156,KA01AB1842,login,1787797800000,1787797860000,19.42,21.26,4,2,closed,true
T001227,1780876800000,S1,nodal,SITE2,V04,D0297,KA01AB1869,login,1780885800000,1780885800000,11.73,12.52,12,9,closed,true
T001228,1788220800000,S3,shuttle,SITE3,V02,D0117,KA01AB1751,logout,1788219000000,1788219000000,17.63,19.46,24,1,closed,true
T001229,1783468800000,S3,cab,SITE4,V08,D0135,KA01AB1772,login,1783524600000,1783524720000,11.99,13.27,4,3,closed,true
T001230,1781913600000,S2,nodal,SITE1,V10,D0225,KA01AB0489,logout,1781976600000,1781976720000,9.97,9.90,12,12,closed,true
T001231,1787443200000,S3,cab,SITE3,V08,D0249,KA01AB1468,logout,1787441400000,1787441580000,9.35,10.02,4,1,closed,true
T001232,1783728000000,S3,shuttle,SITE2,V09,D0225,KA01AB0654,logout,1783726200000,1783727700000,32.58,34.42,24,13,closed,true
T001233,1785283200000,S1,cab,SITE3,V07,D0086,KA01AB0121,login,1785292200000,1785292440000,22.40,23.72,4,2,closed,true
T001234,1783814400000,S1,cab,SITE2,V09,D0396,KA01AB0079,logout,1783855800000,1783855800000,17.38,19.59,4,2,closed,true
T001235,1786060800000,S2,nodal,SITE3,V09,D0043,KA01AB1407,login,1786091400000,1786091580000,42.33,43.10,12,9,closed,true
T001236,1780790400000,S3,shuttle,SITE3,V06,D0007,KA01AB1452,logout,1780788600000,1780788840000,17.44,16.83,24,23,closed,false
T001237,1785110400000,S1,cab,SITE2,V09,D0073,KA01AB1824,logout,1785151800000,1785152040000,24.50,25.97,4,1,closed,true
T001238,1786060800000,S3,nodal,SITE2,V09,D0142,KA01AB0778,logout,1786059000000,1786059240000,13.02,13.93,12,11,closed,true
T001239,1784937600000,S1,shuttle,SITE2,V09,D0135,KA01AB1241,login,1784946600000,1784946600000,33.22,37.92,24,21,closed,true
T001240,1781308800000,S2,cab,SITE4,V02,D0093,KA01AB1674,login,1781339400000,1781339460000,27.92,27.00,4,3,closed,true
T001241,1782691200000,S1,cab,SITE3,V02,D0210,KA01AB0414,logout,1782732600000,1782732780000,39.17,37.73,4,3,closed,true
T001242,1788480000000,S1,cab,SITE3,V07,D0259,KA01AB1997,logout,1788521400000,1788521400000,30.06,29.56,4,3,closed,true
T001243,1783036800000,S3,nodal,SITE4,V08,D0114,KA01AB1841,logout,1783035000000,1783035240000,25.40,26.46,12,5,closed,true
T001244,1784851200000,S3,nodal,SITE2,V06,D0174,KA01AB0507,logout,1784849400000,1784850660000,26.53,28.44,12,12,closed,true
T001245,1782864000000,S1,shuttle,SITE3,V12,D0331,KA01AB1635,logout,1782905400000,1782905580000,42.07,44.83,24,14,closed,true
T001246,1782345600000,S2,nodal,SITE4,V02,D0021,KA01AB1577,login,1782376200000,1782376320000,8.90,9.10,12,5,closed,true
T001247,1786838400000,S2,nodal,SITE3,V04,D0008,KA01AB1751,login,1786869000000,1786869180000,26.79,29.35,12,5,closed,true
T001248,1781740800000,S2,nodal,SITE3,V12,D0334,KA01AB1797,login,1781771400000,1781771580000,41.00,42.89,12,12,closed,true
T001249,1785801600000,S1,shuttle,SITE3,V02,D0139,KA01AB1838,logout,1785843000000,1785843240000,42.82,48.96,24,19,closed,true
T001250,1787788800000,S2,nodal,SITE1,V02,D0389,KA01AB1247,login,1787819400000,1787820240000,16.19,18.39,12,5,closed,true
T001251,1785369600000,S1,nodal,SITE2,V07,D0197,KA01AB1026,logout,1785411000000,1785411240000,28.22,30.27,12,12,closed,true
T001252,1783209600000,S1,cab,SITE4,V06,D0256,KA01AB0623,logout,1783251000000,1783251600000,34.46,33.41,4,2,closed,true
T001253,1787529600000,S3,nodal,SITE3,V04,D0156,KA01AB1237,login,1787585400000,1787585580000,10.69,10.70,12,4,closed,true
T001254,1781222400000,S1,shuttle,SITE3,V12,D0072,KA01AB1917,logout,1781263800000,1781263860000,14.11,13.66,24,14,closed,true
T001255,1781222400000,S2,nodal,SITE2,V08,D0223,KA01AB0722,logout,1781285400000,1781285460000,21.77,23.06,12,7,closed,true
T001256,1785801600000,S2,cab,SITE1,V09,D0363,KA01AB0053,logout,1785864600000,1785864600000,23.62,23.34,4,1,closed,true
T001257,1780876800000,S3,cab,SITE3,V09,D0197,KA01AB1109,login,1780932600000,1780932600000,20.86,22.79,4,1,closed,true
T001258,1783900800000,S3,shuttle,SITE3,V08,D0351,KA01AB0531,login,1783956600000,1783956660000,30.56,34.03,24,18,closed,true
T001259,1783987200000,S3,cab,SITE4,V03,D0309,KA01AB0635,login,1784043000000,1784043480000,41.28,41.47,4,1,closed,true
T001260,1786406400000,S3,nodal,SITE2,V04,D0226,KA01AB1033,login,1786462200000,1786462260000,8.23,7.89,12,7,closed,true
T001261,1781395200000,S2,nodal,SITE2,V04,D0290,KA01AB0944,logout,1781458200000,1781458320000,29.14,29.76,12,1,closed,true
T001262,1781654400000,S2,cab,SITE1,V07,D0224,KA01AB1986,logout,1781717400000,1781717580000,37.11,41.12,4,1,closed,false
T001263,1783814400000,S3,nodal,SITE2,V07,D0120,KA01AB0581,logout,1783812600000,1783812780000,37.54,40.89,12,12,closed,true
T001264,1787875200000,S3,cab,SITE2,V09,D0127,KA01AB0963,logout,1787873400000,1787873580000,29.70,29.03,4,4,closed,true
T001265,1781308800000,S2,shuttle,SITE1,V01,D0037,KA01AB0596,login,1781339400000,1781339460000,22.39,23.29,24,12,closed,true
T001266,1781654400000,S3,cab,SITE4,V10,D0036,KA01AB1512,login,1781710200000,1781710440000,34.01,33.15,4,4,closed,true
T001267,1781481600000,S3,cab,SITE1,V12,D0240,KA01AB1103,login,1781537400000,1781537580000,35.86,37.44,4,3,closed,true
T001268,1787097600000,S3,nodal,SITE4,V12,D0253,KA01AB0697,login,1787153400000,1787153640000,20.88,22.01,12,12,closed,true
T001269,1782777600000,S2,nodal,SITE4,V09,D0049,KA01AB1064,login,1782808200000,1782808440000,10.66,10.44,12,4,closed,true
T001270,1785715200000,S3,nodal,SITE2,V08,D0390,KA01AB0044,logout,1785713400000,1785713520000,31.84,30.90,12,9,closed,false
T001271,1782691200000,S3,cab,SITE4,V09,D0104,KA01AB1243,logout,1782689400000,1782689640000,17.52,18.47,4,2,closed,true
T001272,1787702400000,S1,shuttle,SITE1,V08,D0144,KA01AB1866,login,1787711400000,1787711520000,24.69,27.56,24,17,closed,true
T001273,1783900800000,S1,shuttle,SITE3,V06,D0019,KA01AB0226,login,1783909800000,1783909800000,30.91,32.34,24,2,closed,true
T001274,1787011200000,S2,shuttle,SITE1,V02,D0184,KA01AB1279,logout,1787074200000,1787074320000,14.81,16.48,24,8,closed,true
T001275,1783641600000,S2,nodal,SITE4,V08,D0229,KA01AB0778,logout,1783704600000,1783704840000,23.02,21.97,12,9,closed,true
T001276,1787356800000,S3,cab,SITE3,V09,D0166,KA01AB0010,logout,1787355000000,1787355000000,13.13,15.02,4,2,closed,true
T001277,1783987200000,S3,nodal,SITE2,V07,D0272,KA01AB1138,login,1784043000000,1784043060000,36.50,40.98,12,11,closed,true
T001278,1781049600000,S1,shuttle,SITE1,V05,D0335,KA01AB0635,logout,1781091000000,1781091240000,8.29,9.25,24,3,closed,true
T001279,1782259200000,S2,nodal,SITE3,V03,D0325,KA01AB1336,login,1782289800000,1782289800000,25.61,26.79,12,7,closed,true
T001280,1785283200000,S3,shuttle,SITE4,V03,D0097,KA01AB0686,login,1785339000000,1785339180000,40.48,44.79,24,10,closed,true
