trip_id,reason_code,minutes,recorded_at
T004506,TRAFFIC,15,1782344700000
T004514,WEATHER,27,1781956620000
T004519,WEATHER,34,1788005040000
T004542,DRIVER_LATE,16,1782603960000
T004545,GATE_HOLD,12,1786362120000
T004552,DRIVER_LATE,29,1785513540000
T004554,GATE_HOLD,25,1784429700000
T004555,TRAFFIC,33,1787140980000
T004566,VEHICLE_BREAKDOWN,7,1784687820000
T004568,VEHICLE_BREAKDOWN,6,1780799760000
T004583,GATE_HOLD,18,1786578480000
T004593,VEHICLE_BREAKDOWN,17,1787766420000
T004597,VEHICLE_BREAKDOWN,16,1783100760000
T004620,GATE_HOLD,25,1781740500000
T004629,TRAFFIC,17,1781696820000
T004647,WEATHER,30,1780963200000
T004648,GATE_HOLD,35,1786644300000
T004659,DRIVER_LATE,39,1788221340000
T004660,TRAFFIC,18,1784159280000
T004664,GATE_HOLD,43,1783123980000
T004670,VEHICLE_BREAKDOWN,29,1783295940000
T004686,VEHICLE_BREAKDOWN,18,1782604080000
T004698,VEHICLE_BREAKDOWN,30,1782144000000
T004712,TRAFFIC,42,1785035520000
T004736,WEATHER,36,1787195160000
T004737,WEATHER,25,1784505300000
T004739,TRAFFIC,40,1787940600000
T004751,TRAFFIC,26,1783068960000
T004754,WEATHER,19,1787528940000
T004762,WEATHER,34,1784045040000
T004792,GATE_HOLD,6,1781858160000
T004794,TRAFFIC,12,1785692520000
T004807,WEATHER,45,1787789700000
T004809,WEATHER,18,1782377280000
T004814,WEATHER,27,1782403020000
T004815,TRAFFIC,9,1782635940000
T004818,GATE_HOLD,13,1788046980000
T004820,WEATHER,27,1783479420000
T004831,GATE_HOLD,30,1782205200000
T004844,DRIVER_LATE,26,1787140560000
T004863,VEHICLE_BREAKDOWN,26,1786611360000
T004864,DRIVER_LATE,45,1783070100000
T004868,TRAFFIC,12,1786981320000
T004876,GATE_HOLD,43,1784463180000
T004881,TRAFFIC,27,1784721420000
T004882,TRAFFIC,6,1783672560000
T004891,GATE_HOLD,34,1787846640000
T004894,DRIVER_LATE,6,1783240560000
T004930,GATE_HOLD,13,1781538180000
T004937,GATE_HOLD,37,1786406820000
T004940,VEHICLE_BREAKDOWN,41,1786320660000
T004950,DRIVER_LATE,8,1785627480000
T004971,TRAFFIC,17,1781106420000
T004977,GATE_HOLD,25,1786276500000
T004984,DRIVER_LATE,37,1784344020000
T004986,GATE_HOLD,22,1784483520000
T004995,TRAFFIC,10,1784536800000
T005000,DRIVER_LATE,40,1782616200000
T005002,TRAFFIC,30,1784217600000
T005016,TRAFFIC,40,1781406600000
T005032,GATE_HOLD,40,1788480600000
T005033,GATE_HOLD,20,1783219800000
T005038,GATE_HOLD,8,1786696680000
T005042,WEATHER,17,1782874020000
T005053,TRAFFIC,31,1787475660000
T005068,GATE_HOLD,15,1787787900000
T005072,DRIVER_LATE,23,1784073180000
T005076,DRIVER_LATE,38,1781107680000
T005087,GATE_HOLD,7,1782689820000
T005089,VEHICLE_BREAKDOWN,16,1788349560000
T005108,WEATHER,34,1783181040000
T005122,TRAFFIC,45,1781892900000
T005130,VEHICLE_BREAKDOWN,26,1785574560000
T005139,WEATHER,18,1781200080000
T005148,DRIVER_LATE,6,1782646560000
T005162,GATE_HOLD,8,1787240280000
T005166,WEATHER,32,1786406520000
T005170,GATE_HOLD,20,1784505000000
T005181,TRAFFIC,17,1780973220000
T005195,TRAFFIC,21,1787507460000
T005196,DRIVER_LATE,38,1787627280000
T005198,VEHICLE_BREAKDOWN,11,1786146060000
T005200,WEATHER,42,1784895120000
T005201,VEHICLE_BREAKDOWN,44,1786212840000
T005205,DRIVER_LATE,29,1785945540000
T005217,TRAFFIC,35,1783501500000
T005219,GATE_HOLD,29,1788512340000
T005223,GATE_HOLD,34,1787043840000
T005225,WEATHER,44,1784625240000
T005226,VEHICLE_BREAKDOWN,24,1784105640000
T005227,GATE_HOLD,16,1782182760000
T005239,DRIVER_LATE,10,1782927600000
T005259,GATE_HOLD,10,1783338000000
T005262,VEHICLE_BREAKDOWN,41,1781687460000
T005269,TRAFFIC,22,1782960720000
T005294,VEHICLE_BREAKDOWN,43,1781892780000
T005317,TRAFFIC,9,1780907940000
T005334,GATE_HOLD,21,1781686260000
T005338,GATE_HOLD,35,1784635500000
T005343,TRAFFIC,44,1787649240000
T005344,GATE_HOLD,28,1787043480000
T005346,VEHICLE_BREAKDOWN,45,1786785300000
T005349,GATE_HOLD,40,1781525400000
T005362,TRAFFIC,8,1785346680000
T005365,WEATHER,20,1788177000000
T005373,WEATHER,12,1786642920000
T005377,GATE_HOLD,8,1781797080000
T005381,WEATHER,6,1782786960000
T005384,DRIVER_LATE,24,1784483640000
T005386,VEHICLE_BREAKDOWN,13,1785066180000
T005393,WEATHER,22,1783381920000
T005395,WEATHER,29,1783814340000
T005398,VEHICLE_BREAKDOWN,12,1782960120000
T005400,WEATHER,36,1781568360000
T005401,DRIVER_LATE,44,1782346440000
T005412,DRIVER_LATE,26,1784735760000
T005413,VEHICLE_BREAKDOWN,33,1781946180000
T005417,TRAFFIC,17,1782143220000
T005422,WEATHER,17,1781567220000
T005438,WEATHER,43,1783944780000
T005441,TRAFFIC,39,1785499740000
T005447,DRIVER_LATE,20,1786449000000
T005453,VEHICLE_BREAKDOWN,30,1781179200000
T005456,DRIVER_LATE,33,1786190580000
T005462,GATE_HOLD,14,1785455040000
T005470,VEHICLE_BREAKDOWN,23,1781797980000
T005476,WEATHER,7,1783597020000
T005491,GATE_HOLD,7,1784417820000
T005497,GATE_HOLD,24,1783698840000
T005506,TRAFFIC,39,1786450140000
T005509,GATE_HOLD,43,1782184380000
T005514,DRIVER_LATE,24,1788317640000
T005520,WEATHER,27,1787475420000
T005531,GATE_HOLD,40,1787141400000
T005532,WEATHER,12,1786635720000
T005544,VEHICLE_BREAKDOWN,19,1787042940000
T005553,DRIVER_LATE,12,1784936520000
T005589,GATE_HOLD,22,1782809520000
T005605,WEATHER,44,1782497640000
T005615,DRIVER_LATE,41,1781806260000
T005620,WEATHER,28,1782183480000
T005628,DRIVER_LATE,12,1783294920000
T005632,GATE_HOLD,16,1788489960000
T005635,WEATHER,23,1781956380000
T005652,VEHICLE_BREAKDOWN,7,1780940220000
T005653,VEHICLE_BREAKDOWN,23,1781092380000
T005654,GATE_HOLD,8,1785865080000
T005661,GATE_HOLD,36,1781600760000
T005664,TRAFFIC,43,1784117580000
T005681,DRIVER_LATE,11,1787240460000
T005689,WEATHER,27,1786795020000
T005693,WEATHER,19,1786438140000
T005700,TRAFFIC,23,1781437980000
T005701,WEATHER,8,1784741880000
T005705,DRIVER_LATE,20,1783900200000
T005707,TRAFFIC,12,1786880520000
T005712,TRAFFIC,9,1784396340000
T005713,WEATHER,14,1784504640000
T005715,WEATHER,10,1788219600000
T005728,GATE_HOLD,10,1784288400000
T005733,VEHICLE_BREAKDOWN,33,1781319780000
T005761,GATE_HOLD,43,1782864780000
T005763,WEATHER,22,1785142320000
T005764,VEHICLE_BREAKDOWN,7,1785339420000
T005771,DRIVER_LATE,30,1781308800000
T005780,VEHICLE_BREAKDOWN,25,1787972100000
T005784,GATE_HOLD,34,1785931440000
T005790,DRIVER_LATE,14,1781538240000
T005796,GATE_HOLD,28,1787453880000
T005803,GATE_HOLD,42,1781147520000
T005813,GATE_HOLD,43,1784808780000
T005828,TRAFFIC,26,1783252560000
T005832,TRAFFIC,35,1780790700000
T005850,DRIVER_LATE,12,1782906120000
T005864,VEHICLE_BREAKDOWN,8,1787506680000
T005883,DRIVER_LATE,8,1787301480000
T005885,DRIVER_LATE,45,1785921300000
T005899,TRAFFIC,16,1785260760000
T005901,VEHICLE_BREAKDOWN,41,1785748260000
T005912,TRAFFIC,14,1782722640000
T005924,TRAFFIC,29,1785945540000
T005941,TRAFFIC,32,1781319720000
T005952,TRAFFIC,37,1786277220000
T005965,TRAFFIC,34,1787328240000
T005967,WEATHER,21,1784742660000
T005968,DRIVER_LATE,36,1783760760000
T005970,TRAFFIC,14,1784882640000
T005971,WEATHER,18,1785520080000
T005975,DRIVER_LATE,6,1785810960000
T005985,GATE_HOLD,44,1788221640000
T005987,TRAFFIC,36,1788404760000
T005988,WEATHER,40,1782151800000
T005991,VEHICLE_BREAKDOWN,43,1784052780000
T005999,TRAFFIC,16,1786502760000
T006007,TRAFFIC,45,1787616900000
T006010,WEATHER,11,1782128460000
T006024,WEATHER,22,1784343120000
T006039,VEHICLE_BREAKDOWN,23,1787413980000
T006058,TRAFFIC,23,1787586780000
T006063,WEATHER,14,1787625840000
T006072,VEHICLE_BREAKDOWN,30,1784160000000
T006077,TRAFFIC,22,1785671520000
T006088,DRIVER_LATE,8,1786102680000
T006089,WEATHER,7,1781199420000
T006092,GATE_HOLD,7,1781685420000
T006097,WEATHER,16,1782056760000
T006108,DRIVER_LATE,12,1783824120000
T006113,GATE_HOLD,43,1782475980000
T006118,GATE_HOLD,18,1787615280000
T006138,DRIVER_LATE,31,1786384860000
T006143,VEHICLE_BREAKDOWN,31,1785834060000
T006146,TRAFFIC,41,1784679060000
T006154,WEATHER,24,1781020440000
T006158,VEHICLE_BREAKDOWN,36,1783785960000
T006162,TRAFFIC,38,1782151680000
T006163,DRIVER_LATE,30,1788080400000
T006166,TRAFFIC,27,1782205020000
T006168,TRAFFIC,45,1787508900000
T006170,DRIVER_LATE,7,1787366220000
T006175,WEATHER,28,1786751880000
T006176,WEATHER,43,1781525580000
T006183,DRIVER_LATE,30,1786636800000
T006195,VEHICLE_BREAKDOWN,7,1785206220000
T006200,TRAFFIC,8,1783597080000
T006209,GATE_HOLD,15,1787499900000
T006212,WEATHER,8,1785605880000
T006213,GATE_HOLD,8,1787539080000
T006219,WEATHER,27,1786492620000
T006227,DRIVER_LATE,30,1782604800000
T006233,TRAFFIC,7,1781134620000
T006235,VEHICLE_BREAKDOWN,27,1784894220000
T006236,DRIVER_LATE,8,1787452680000
T006246,VEHICLE_BREAKDOWN,37,1783526820000
T006249,TRAFFIC,37,1782292020000
T006258,TRAFFIC,25,1784829300000
T006261,GATE_HOLD,45,1786266900000
T006263,TRAFFIC,25,1785812100000
T006266,GATE_HOLD,30,1786406400000
T006276,VEHICLE_BREAKDOWN,8,1783856280000
T006279,DRIVER_LATE,22,1788220320000
T006304,GATE_HOLD,30,1786536000000
T006321,GATE_HOLD,10,1785001200000
T006328,WEATHER,16,1781081160000
T006331,WEATHER,14,1783525440000
T006332,GATE_HOLD,33,1787875380000
T006334,GATE_HOLD,44,1784290440000
T006345,WEATHER,31,1784030460000
T006349,DRIVER_LATE,30,1786060800000
T006376,WEATHER,17,1787626020000
T006390,GATE_HOLD,18,1788263280000
T006396,VEHICLE_BREAKDOWN,27,1786838220000
T006409,TRAFFIC,40,1782663000000
T006420,TRAFFIC,31,1785434460000
T006424,TRAFFIC,43,1786795980000
T006433,VEHICLE_BREAKDOWN,36,1782410760000
T006436,TRAFFIC,28,1787540280000
T006443,WEATHER,30,1784462400000
T006448,GATE_HOLD,32,1788231720000
T006451,DRIVER_LATE,44,1783700040000
T006468,DRIVER_LATE,11,1787154060000
T006485,WEATHER,29,1787745540000
T006501,DRIVER_LATE,20,1785973800000
T006504,TRAFFIC,21,1783641060000
T006510,DRIVER_LATE,20,1787788200000
T006517,VEHICLE_BREAKDOWN,18,1787561280000
T006529,WEATHER,20,1783381800000
T006560,GATE_HOLD,36,1785315960000
T006573,VEHICLE_BREAKDOWN,19,1782096540000
T006586,DRIVER_LATE,29,1782928740000
T006595,TRAFFIC,18,1781146080000
T006601,WEATHER,17,1788058020000
T006606,DRIVER_LATE,21,1783554660000
T006624,VEHICLE_BREAKDOWN,13,1786491780000
T006629,GATE_HOLD,42,1785402720000
T006637,VEHICLE_BREAKDOWN,9,1784396340000
T006639,TRAFFIC,30,1785340800000
T006644,GATE_HOLD,33,1786244580000
T006649,VEHICLE_BREAKDOWN,22,1786722720000
T006654,TRAFFIC,16,1786491960000
T006658,GATE_HOLD,42,1784506320000
T006660,WEATHER,36,1784365560000
T006669,VEHICLE_BREAKDOWN,9,1787420340000
T006671,VEHICLE_BREAKDOWN,44,1787588040000
T006679,WEATHER,45,1783786500000
T006687,VEHICLE_BREAKDOWN,31,1782270060000
T006693,DRIVER_LATE,18,1786981680000
T006696,VEHICLE_BREAKDOWN,31,1783846860000
T006698,DRIVER_LATE,26,1785887760000
T006700,DRIVER_LATE,39,1787789340000
T006715,GATE_HOLD,15,1787420700000
T006719,DRIVER_LATE,33,1781884980000
T006725,VEHICLE_BREAKDOWN,19,1782377340000
T006730,WEATHER,31,1782561660000
T006738,TRAFFIC,34,1786017840000
T006739,VEHICLE_BREAKDOWN,6,1785119760000
T006740,GATE_HOLD,16,1782549960000
T006742,WEATHER,45,1783080900000
T006758,DRIVER_LATE,34,1784052240000
T006762,TRAFFIC,37,1784020020000
T006771,TRAFFIC,29,1787846340000
T006780,WEATHER,34,1787616240000
T006786,WEATHER,32,1786903320000
T006792,WEATHER,22,1784289120000
T006800,DRIVER_LATE,8,1781231880000
T006809,TRAFFIC,34,1784743440000
T006821,VEHICLE_BREAKDOWN,39,1783786140000
T006827,DRIVER_LATE,23,1783209180000
T006834,VEHICLE_BREAKDOWN,13,1781192580000
T006839,GATE_HOLD,43,1783761180000
T006848,GATE_HOLD,22,1784289120000
T006860,TRAFFIC,40,1786061400000
T006863,WEATHER,10,1782636000000
T006864,TRAFFIC,25,1787270100000
T006867,WEATHER,42,1782951120000
T006870,VEHICLE_BREAKDOWN,17,1782560820000
T006893,DRIVER_LATE,44,1781342040000
T006896,VEHICLE_BREAKDOWN,7,1782689820000
T006897,GATE_HOLD,38,1781309280000
T006906,WEATHER,22,1785973920000
T006918,VEHICLE_BREAKDOWN,6,1786178160000
T006920,GATE_HOLD,33,1787241780000
T006930,GATE_HOLD,43,1785381180000
T006931,DRIVER_LATE,8,1784547480000
T006942,DRIVER_LATE,39,1787195340000
T006958,TRAFFIC,38,1786550880000
T006960,GATE_HOLD,31,1785412860000
T006979,WEATHER,29,1783094340000
T006986,VEHICLE_BREAKDOWN,35,1784138700000
T007000,DRIVER_LATE,27,1783997820000
T007005,GATE_HOLD,6,1786437360000
T007010,DRIVER_LATE,39,1785380940000
T007017,DRIVER_LATE,40,1787962200000
T007028,WEATHER,37,1783220820000
T007046,GATE_HOLD,36,1784883960000
T007053,GATE_HOLD,15,1785714300000
T007054,WEATHER,32,1786982520000
T007058,VEHICLE_BREAKDOWN,40,1785089400000
T007060,DRIVER_LATE,20,1787615400000
T007065,GATE_HOLD,27,1783911420000
T007069,GATE_HOLD,12,1781192520000
T007081,VEHICLE_BREAKDOWN,8,1784223480000
T007099,GATE_HOLD,41,1783123860000
T007114,WEATHER,38,1785427680000
T007120,DRIVER_LATE,25,1787097300000
T007128,GATE_HOLD,9,1787585940000
T007129,GATE_HOLD,31,1781481660000
T007141,GATE_HOLD,16,1787355960000
T007148,TRAFFIC,38,1785859680000
T007157,DRIVER_LATE,20,1786157400000
T007183,GATE_HOLD,18,1787042880000
T007191,DRIVER_LATE,14,1786124640000
T007192,WEATHER,31,1780920060000
T007203,TRAFFIC,43,1782119580000
T007209,GATE_HOLD,40,1781626200000
T007210,WEATHER,29,1786244340000
T007215,WEATHER,43,1785834780000
T007224,TRAFFIC,30,1783339200000
T007236,WEATHER,37,1788372420000
T007240,WEATHER,37,1782065220000
T007244,DRIVER_LATE,17,1786808820000
T007245,GATE_HOLD,39,1783008540000
T007246,WEATHER,26,1786535760000
T007268,WEATHER,15,1785368700000
T007271,TRAFFIC,17,1783252020000
T007275,WEATHER,10,1785811200000
T007277,VEHICLE_BREAKDOWN,26,1781978160000
T007292,GATE_HOLD,33,1786989780000
T007294,GATE_HOLD,27,1780876620000
T007318,VEHICLE_BREAKDOWN,25,1781798100000
T007325,GATE_HOLD,11,1784104860000
T007347,TRAFFIC,14,1784796240000
T007356,TRAFFIC,38,1786504080000
T007361,VEHICLE_BREAKDOWN,20,1781049000000
T007369,WEATHER,11,1788176460000
T007383,VEHICLE_BREAKDOWN,13,1787452980000
T007387,TRAFFIC,30,1788318000000
T007388,WEATHER,37,1784563620000
T007391,TRAFFIC,39,1783501740000
T007394,VEHICLE_BREAKDOWN,33,1785110580000
T007395,VEHICLE_BREAKDOWN,18,1788112080000
T007396,DRIVER_LATE,19,1782604140000
T007409,GATE_HOLD,18,1782229680000
T007414,DRIVER_LATE,45,1787271300000
T007417,DRIVER_LATE,40,1783253400000
T007422,GATE_HOLD,36,1788105960000
T007434,TRAFFIC,37,1787594820000
T007437,WEATHER,41,1786723860000
T007439,VEHICLE_BREAKDOWN,27,1787759820000
T007459,GATE_HOLD,32,1781193720000
T007464,DRIVER_LATE,37,1781060820000
T007472,VEHICLE_BREAKDOWN,22,1782834720000
T007482,WEATHER,11,1787182860000
T007487,DRIVER_LATE,15,1781664300000
T007507,GATE_HOLD,14,1786189440000
T007509,WEATHER,7,1782473820000
T007511,GATE_HOLD,9,1781653140000
T007512,GATE_HOLD,39,1781698140000
T007523,GATE_HOLD,42,1786191120000
T007528,GATE_HOLD,20,1785639000000
T007535,WEATHER,26,1781232960000
T007538,VEHICLE_BREAKDOWN,35,1780848300000
T007562,TRAFFIC,13,1783611780000
T007563,DRIVER_LATE,43,1785694380000
T007581,DRIVER_LATE,14,1786376640000
T007602,TRAFFIC,27,1780855020000
T007605,DRIVER_LATE,9,1784907540000
T007613,VEHICLE_BREAKDOWN,19,1788544140000
T007614,GATE_HOLD,35,1784894700000
T007617,GATE_HOLD,14,1784763840000
T007630,DRIVER_LATE,25,1781970900000
T007638,WEATHER,30,1785553200000
T007645,GATE_HOLD,30,1787184000000
T007647,WEATHER,23,1787302380000
T007658,DRIVER_LATE,36,1785859560000
T007662,GATE_HOLD,9,1786016340000
T007669,WEATHER,45,1784452500000
T007694,DRIVER_LATE,17,1788511620000
T007700,TRAFFIC,16,1781577960000
T007718,VEHICLE_BREAKDOWN,45,1785845700000
T007730,TRAFFIC,41,1781255460000
T007732,TRAFFIC,6,1784417760000
T007740,GATE_HOLD,7,1780789020000
T007750,TRAFFIC,42,1787541120000
T007751,WEATHER,6,1785141360000
T007761,DRIVER_LATE,41,1787746260000
T007764,DRIVER_LATE,9,1787240340000
T007766,DRIVER_LATE,9,1787884740000
T007767,VEHICLE_BREAKDOWN,28,1788080280000
T007769,WEATHER,25,1787388900000
T007775,DRIVER_LATE,38,1788221280000
T007786,DRIVER_LATE,16,1783565160000
T007789,GATE_HOLD,26,1785758160000
T007791,GATE_HOLD,11,1783240860000
T007810,TRAFFIC,39,1780974540000
T007815,DRIVER_LATE,33,1783785780000
T007824,TRAFFIC,34,1786665840000
T007835,WEATHER,18,1788058080000
T007841,GATE_HOLD,43,1786709580000
T007852,DRIVER_LATE,45,1786724100000
T007857,VEHICLE_BREAKDOWN,37,1788134820000
T007873,VEHICLE_BREAKDOWN,35,1783382700000
T007875,TRAFFIC,16,1785887160000
T007877,TRAFFIC,6,1787798160000
T007880,TRAFFIC,38,1785283680000
T007881,VEHICLE_BREAKDOWN,45,1788372900000
T007891,VEHICLE_BREAKDOWN,13,1787917380000
T007899,WEATHER,27,1785088620000
T007902,WEATHER,24,1782928440000
T007909,VEHICLE_BREAKDOWN,31,1784995260000
T007911,WEATHER,23,1782291180000
T007915,TRAFFIC,38,1788404880000
T007917,TRAFFIC,44,1788106440000
T007918,GATE_HOLD,25,1782143700000
T007920,WEATHER,8,1781653080000
T007935,GATE_HOLD,32,1785726120000
T007936,GATE_HOLD,26,1784570160000
T007946,WEATHER,39,1783296540000
T007948,VEHICLE_BREAKDOWN,44,1785860040000
T007951,WEATHER,18,1780822080000
T007962,GATE_HOLD,30,1786557600000
T007964,DRIVER_LATE,35,1781838300000
T007972,DRIVER_LATE,8,1783327080000
T007973,GATE_HOLD,22,1784994720000
T007975,TRAFFIC,34,1783447440000
T007977,VEHICLE_BREAKDOWN,40,1788459000000
T007986,DRIVER_LATE,9,1782290340000
T007992,DRIVER_LATE,35,1784419500000
T007999,GATE_HOLD,24,1785282840000
