trip_id,employee_id,rating,comment,language
T001469,E01360,5,"Driver samayaniki vachadu, baagundi",te
T001470,E02772,3,"Driver was punctual and polite",en
T001471,E01499,4,"Driver samayaniki vachadu, baagundi",te
T001472,E00510,5,"Cab samay par aaya, driver acha tha",hi
T001477,E03388,2,"Cab tumba late aytu, maahiti sigalilla",kn
T001489,E03710,4,"Driver samayaniki vachadu, baagundi",te
T001495,E00931,5,"Driver was punctual and polite",en
T001498,E03698,4,"Cab samayakke bantu, chennagitru",kn
T001508,E01747,4,"Driver was punctual and polite",en
T001511,E02360,1,"Cab tumba late aytu, maahiti sigalilla",kn
T001520,E01989,4,"Driver was punctual and polite",en
T001522,E00439,5,"Driver was punctual and polite",en
T001525,E01051,1,"Cab bahut late tha, koi soochna nahi mili",hi
T001528,E02759,3,"Driver was punctual and polite",en
T001532,E01437,3,"Driver was punctual and polite",en
T001534,E00071,5,"Driver was punctual and polite",en
T001535,E00455,4,"Driver was punctual and polite",en
T001540,E01889,5,"Driver was punctual and polite",en
T001549,E02525,5,"Driver was punctual and polite",en
T001551,E02323,4,"Vandi sariyana neratthil vanthathu",ta
T001552,E03403,5,"Driver was punctual and polite",en
T001555,E02659,1,"Cab bahut late tha, koi soochna nahi mili",hi
T001557,E02144,3,"Vandi sariyana neratthil vanthathu",ta
T001559,E03040,4,"Cab samay par aaya, driver acha tha",hi
T001561,E01001,5,"Driver was punctual and polite",en
T001565,E03885,3,"Cab samayakke bantu, chennagitru",kn
T001566,E03197,3,"Cab samayakke bantu, chennagitru",kn
T001568,E00358,5,"Driver was punctual and polite",en
T001569,E00895,5,"Driver was punctual and polite",en
T001570,E02049,5,"Cab samayakke bantu, chennagitru",kn
T001571,E01298,4,"Driver was punctual and polite",en
T001573,E00330,3,"Driver samayaniki vachadu, baagundi",te
T001574,E03556,5,"Driver was punctual and polite",en
T001575,E03268,5,"Vandi sariyana neratthil vanthathu",ta
T001576,E01755,5,"Cab samay par aaya, driver acha tha",hi
T001579,E03152,5,"Driver was punctual and polite",en
T001581,E00538,3,"Cab samay par aaya, driver acha tha",hi
T001585,E03072,3,"Driver was punctual and polite",en
T001586,E01975,4,"Cab samay par aaya, driver acha tha",hi
T001588,E01534,5,"Cab samayakke bantu, chennagitru",kn
T001591,E02520,3,"Cab samayakke bantu, chennagitru",kn
T001592,E01521,4,"Driver was punctual and polite",en
T001595,E02963,4,"Driver was punctual and polite",en
T001596,E01408,3,"Driver was punctual and polite",en
T001598,E01714,5,"Driver was punctual and polite",en
T001599,E00260,5,"Driver was punctual and polite",en
T001603,E02010,5,"Vandi sariyana neratthil vanthathu",ta
T001604,E01063,5,"Cab samay par aaya, driver acha tha",hi
T001606,E00126,5,"Driver samayaniki vachadu, baagundi",te
T001614,E00159,2,"Waited forty minutes with no update",en
T001616,E02126,3,"Driver was punctual and polite",en
T001617,E00738,4,"Cab samayakke bantu, chennagitru",kn
T001620,E01898,4,"Driver samayaniki vachadu, baagundi",te
T001625,E00699,3,"Driver was punctual and polite",en
T001628,E02091,3,"Driver was punctual and polite",en
T001629,E03011,4,"Cab samayakke bantu, chennagitru",kn
T001635,E00334,4,"Driver was punctual and polite",en
T001636,E00774,3,"Driver was punctual and polite",en
T001642,E01927,5,"Vandi sariyana neratthil vanthathu",ta
T001645,E01788,4,"Driver was punctual and polite",en
T001646,E03570,3,"Driver was punctual and polite",en
T001648,E02667,3,"Driver samayaniki vachadu, baagundi",te
T001650,E01224,1,"Cab tumba late aytu, maahiti sigalilla",kn
T001651,E00546,2,"Vandi romba late, thagaval illai",ta
T001652,E00357,5,"Driver was punctual and polite",en
T001653,E02755,5,"Vandi sariyana neratthil vanthathu",ta
T994874,E03225,4,"Cab samay par aaya, driver acha tha",hi
T001661,E03395,3,"Driver was punctual and polite",en
T001662,E00555,5,"Driver was punctual and polite",en
T001667,E03152,5,"Driver was punctual and polite",en
T001669,E02734,3,"Cab samay par aaya, driver acha tha",hi
T001670,E00968,5,"Driver was punctual and polite",en
T001680,E00538,4,"Driver was punctual and polite",en
T001681,E00247,3,"Cab samay par aaya, driver acha tha",hi
T001682,E03830,3,"Cab samay par aaya, driver acha tha",hi
T001683,E00566,3,"Driver was punctual and polite",en
T001687,E01512,3,"Driver was punctual and polite",en
T001689,E02170,4,"Cab samay par aaya, driver acha tha",hi
T001690,E01769,4,"Driver was punctual and polite",en
T001691,E00067,5,"Driver samayaniki vachadu, baagundi",te
T001692,E00325,3,"Cab samay par aaya, driver acha tha",hi
T001696,E03631,5,"Vandi sariyana neratthil vanthathu",ta
T001698,E03248,1,"Vandi romba late, thagaval illai",ta
T001700,E00478,4,"Driver was punctual and polite",en
T001702,E02818,4,"Driver was punctual and polite",en
T001705,E01434,4,"Driver was punctual and polite",en
T001707,E01141,3,"Driver was punctual and polite",en
T001712,E00552,5,"Cab samayakke bantu, chennagitru",kn
T001713,E00358,3,"Driver was punctual and polite",en
T001716,E03158,3,"Driver was punctual and polite",en
T001722,E02410,4,"Driver was punctual and polite",en
T001727,E01036,5,"Vandi sariyana neratthil vanthathu",ta
T001730,E02150,5,"Cab samayakke bantu, chennagitru",kn
T001736,E02034,3,"Vandi sariyana neratthil vanthathu",ta
T998674,E01893,1,"Cab chala late ayindi, sammachaaram ledu",te
T001739,E00037,4,"Driver was punctual and polite",en
T001741,E03045,3,"Driver was punctual and polite",en
T001743,E03302,5,"Cab samayakke bantu, chennagitru",kn
T001749,E02044,4,"Driver was punctual and polite",en
T001750,E02682,3,"Driver was punctual and polite",en
T001751,E02771,3,"Driver was punctual and polite",en
T001761,E01627,5,"Vandi sariyana neratthil vanthathu",ta
T001762,E03925,4,"Driver was punctual and polite",en
T001770,E00602,2,"Cab bahut late tha, koi soochna nahi mili",hi
T001772,E00674,5,"Driver was punctual and polite",en
T001773,E00769,4,"Driver was punctual and polite",en
T990943,E01789,3,"Driver samayaniki vachadu, baagundi",te
T001782,E02706,4,"Driver was punctual and polite",en
T001784,E03489,4,"Vandi sariyana neratthil vanthathu",ta
T001786,E00869,4,"Driver samayaniki vachadu, baagundi",te
T001792,E02279,3,"Driver samayaniki vachadu, baagundi",te
T001793,E01618,3,"Driver was punctual and polite",en
T001795,E03596,3,"Driver was punctual and polite",en
T001796,E00297,4,"Driver was punctual and polite",en
T001798,E00325,1,"Cab bahut late tha, koi soochna nahi mili",hi
T001801,E00435,4,"Driver was punctual and polite",en
T001805,E01334,5,"Driver was punctual and polite",en
T001807,E00357,4,"Driver was punctual and polite",en
T001810,E03893,5,"Driver was punctual and polite",en
T001811,E01592,4,"Driver was punctual and polite",en
T001814,E01004,2,"Waited forty minutes with no update",en
T001815,E02675,3,"Driver was punctual and polite",en
T001816,E00593,5,"Driver was punctual and polite",en
T001817,E00622,3,"Cab samayakke bantu, chennagitru",kn
T001818,E03065,5,"Driver was punctual and polite",en
T001819,E02812,5,"Driver was punctual and polite",en
T001821,E01161,4,"Cab samayakke bantu, chennagitru",kn
T001825,E01774,3,"Driver was punctual and polite",en
T001826,E00836,4,"Driver samayaniki vachadu, baagundi",te
T001829,E01797,4,"Driver was punctual and polite",en
T001837,E01426,5,"Driver was punctual and polite",en
T001842,E00071,1,"Cab tumba late aytu, maahiti sigalilla",kn
T001844,E00624,4,"Cab samay par aaya, driver acha tha",hi
T001846,E03253,4,"Driver samayaniki vachadu, baagundi",te
T996943,E00972,5,"Driver was punctual and polite",en
T001848,E02736,2,"Waited forty minutes with no update",en
T001862,E03472,5,"Driver was punctual and polite",en
T001867,E03322,4,"Driver was punctual and polite",en
T001871,E01765,5,"Cab samayakke bantu, chennagitru",kn
T001872,E03014,4,"Driver was punctual and polite",en
T001878,E03901,4,"Driver was punctual and polite",en
T001881,E02091,5,"Cab samay par aaya, driver acha tha",hi
T001882,E02396,4,"Driver was punctual and polite",en
T001885,E02559,3,"Cab samayakke bantu, chennagitru",kn
T001898,E02838,3,"Driver was punctual and polite",en
T001900,E03014,3,"Driver was punctual and polite",en
T001902,E01530,3,"Driver was punctual and polite",en
T001906,E01993,4,"Driver was punctual and polite",en
T001913,E00582,5,"Driver samayaniki vachadu, baagundi",te
T001916,E03340,3,"Driver was punctual and polite",en
T001920,E00397,5,"Driver was punctual and polite",en
T001921,E01018,5,"Driver was punctual and polite",en
T001924,E00794,5,"Driver was punctual and polite",en
T001928,E00466,5,"Driver was punctual and polite",en
T001929,E00792,3,"Driver was punctual and polite",en
T001931,E02956,3,"Driver was punctual and polite",en
T001934,E00481,4,"Driver was punctual and polite",en
T001940,E00630,4,"Driver was punctual and polite",en
T001941,E00740,4,"Driver was punctual and polite",en
T001950,E01941,5,"Driver was punctual and polite",en
T001952,E01533,4,"Cab samay par aaya, driver acha tha",hi
T001954,E03980,5,"Driver was punctual and polite",en
T001955,E01551,5,"Driver was punctual and polite",en
T001957,E00479,4,"Driver was punctual and polite",en
T001958,E03712,4,"Driver samayaniki vachadu, baagundi",te
T001959,E02809,3,"Driver was punctual and polite",en
T001962,E03792,4,"Driver was punctual and polite",en
T001964,E02308,5,"Driver was punctual and polite",en
T001967,E01737,3,"Driver samayaniki vachadu, baagundi",te
T001969,E01274,4,"Driver was punctual and polite",en
T001976,E00653,3,"Driver was punctual and polite",en
T001979,E02145,4,"Cab samayakke bantu, chennagitru",kn
T001983,E02293,3,"Driver was punctual and polite",en
T001985,E02017,5,"Driver was punctual and polite",en
T001987,E03555,4,"Driver samayaniki vachadu, baagundi",te
T001989,E03763,4,"Driver was punctual and polite",en
T001992,E01990,3,"Driver was punctual and polite",en
T001997,E00818,5,"Cab samayakke bantu, chennagitru",kn
T002001,E00152,5,"Driver was punctual and polite",en
T002002,E01329,4,"Cab samay par aaya, driver acha tha",hi
T002003,E03648,4,"Driver was punctual and polite",en
T002009,E01287,5,"Driver was punctual and polite",en
T002010,E02659,4,"Driver samayaniki vachadu, baagundi",te
T994046,E03521,5,"Driver was punctual and polite",en
T002015,E01880,3,"Driver was punctual and polite",en
T002019,E02424,2,"Vandi romba late, thagaval illai",ta
T002024,E01392,5,"Driver was punctual and polite",en
T002025,E03620,4,"Driver was punctual and polite",en
T002026,E00773,3,"Driver was punctual and polite",en
T002030,E02297,4,"Driver was punctual and polite",en
T002031,E02931,3,"Driver was punctual and polite",en
T002033,E02004,5,"Cab samay par aaya, driver acha tha",hi
T002035,E03712,4,"Driver was punctual and polite",en
T002036,E03846,4,"Vandi sariyana neratthil vanthathu",ta
T002037,E00917,5,"Driver was punctual and polite",en
T002039,E02785,3,"Driver samayaniki vachadu, baagundi",te
T002043,E03481,4,"Driver was punctual and polite",en
T002044,E02337,3,"Driver samayaniki vachadu, baagundi",te
T002046,E01066,3,"Cab samay par aaya, driver acha tha",hi
T002050,E01310,2,"Waited forty minutes with no update",en
T002051,E00741,5,"Driver was punctual and polite",en
T002052,E00323,5,"Driver was punctual and polite",en
T002055,E02011,3,"Cab samayakke bantu, chennagitru",kn
T002056,E00520,1,"Waited forty minutes with no update",en
T002057,E01895,3,"Driver was punctual and polite",en
T002058,E02626,4,"Driver was punctual and polite",en
T002062,E00240,3,"Cab samayakke bantu, chennagitru",kn
T002064,E00838,3,"Cab samay par aaya, driver acha tha",hi
T002067,E02759,4,"Driver samayaniki vachadu, baagundi",te
T998947,E01473,3,"Driver was punctual and polite",en
T002069,E00082,5,"Driver samayaniki vachadu, baagundi",te
T002073,E01196,3,"Driver was punctual and polite",en
T002077,E00099,4,"Driver was punctual and polite",en
T002088,E00746,1,"Waited forty minutes with no update",en
T002092,E02293,5,"Driver samayaniki vachadu, baagundi",te
T002093,E02433,5,"Driver was punctual and polite",en
T002094,E02215,3,"Driver samayaniki vachadu, baagundi",te
T002095,E00334,5,"Vandi sariyana neratthil vanthathu",ta
T002099,E03888,5,"Driver was punctual and polite",en
T002101,E01448,1,"Waited forty minutes with no update",en
T002104,E01207,4,"Driver was punctual and polite",en
T002105,E02269,4,"Driver was punctual and polite",en
T002106,E00708,4,"Driver was punctual and polite",en
T002107,E02829,3,"Cab samayakke bantu, chennagitru",kn
T002109,E02011,4,"Cab samayakke bantu, chennagitru",kn
T002111,E00718,5,"Driver was punctual and polite",en
T002112,E00795,3,"Cab samay par aaya, driver acha tha",hi
T002114,E02164,5,"Driver was punctual and polite",en
T002115,E03000,2,"Waited forty minutes with no update",en
T002119,E01883,4,"Vandi sariyana neratthil vanthathu",ta
T002120,E01013,4,"Cab samayakke bantu, chennagitru",kn
T002124,E01752,1,"Waited forty minutes with no update",en
T002127,E02477,4,"Driver was punctual and polite",en
T002130,E00846,5,"Cab samayakke bantu, chennagitru",kn
T002132,E03822,3,"Driver was punctual and polite",en
T002133,E01583,5,"Driver was punctual and polite",en
T002136,E02228,5,"Driver samayaniki vachadu, baagundi",te
T002141,E01900,3,"Driver was punctual and polite",en
T002143,E01521,5,"Driver was punctual and polite",en
T002144,E03017,3,"Driver was punctual and polite",en
T002145,E00220,5,"Driver was punctual and polite",en
T002152,E01522,4,"Driver was punctual and polite",en
T002156,E01089,4,"Driver was punctual and polite",en
T002157,E00929,3,"Driver was punctual and polite",en
T002159,E01763,4,"Cab samay par aaya, driver acha tha",hi
T002160,E03348,1,"Waited forty minutes with no update",en
T002161,E02701,4,"Driver was punctual and polite",en
T002163,E03429,3,"Cab samayakke bantu, chennagitru",kn
T002168,E00195,4,"Driver was punctual and polite",en
T002170,E03449,5,"Driver was punctual and polite",en
T002171,E01529,5,"Driver was punctual and polite",en
T002172,E03154,4,"Driver was punctual and polite",en
T002173,E01222,4,"Driver was punctual and polite",en
T002176,E00185,1,"Waited forty minutes with no update",en
T002178,E02365,3,"Driver was punctual and polite",en
T002180,E00520,2,"Waited forty minutes with no update",en
T002182,E02280,3,"Cab samayakke bantu, chennagitru",kn
T002183,E00111,4,"Driver was punctual and polite",en
T002187,E00180,3,"Driver was punctual and polite",en
T002189,E00146,4,"Cab samayakke bantu, chennagitru",kn
T002191,E03122,3,"Driver was punctual and polite",en
T995912,E03818,4,"Driver was punctual and polite",en
T002203,E02561,5,"Cab samayakke bantu, chennagitru",kn
T002204,E00440,3,"Vandi sariyana neratthil vanthathu",ta
T002207,E02118,5,"Driver was punctual and polite",en
T002208,E01655,5,"Driver was punctual and polite",en
T002209,E00851,4,"Driver was punctual and polite",en
T002210,E00259,3,"Driver samayaniki vachadu, baagundi",te
T995371,E01086,3,"Driver samayaniki vachadu, baagundi",te
T002217,E00326,5,"Driver was punctual and polite",en
T002218,E01842,3,"Driver was punctual and polite",en
T002219,E03577,3,"Driver was punctual and polite",en
T002222,E01448,5,"Driver was punctual and polite",en
T002226,E02969,5,"Driver was punctual and polite",en
T002228,E00377,1,"Cab bahut late tha, koi soochna nahi mili",hi
T002229,E01755,5,"Driver was punctual and polite",en
T002230,E01180,3,"Cab samayakke bantu, chennagitru",kn
T002236,E00464,4,"Driver was punctual and polite",en
T002242,E00417,4,"Driver was punctual and polite",en
T002250,E03781,5,"Driver was punctual and polite",en
T002252,E00124,3,"Cab samay par aaya, driver acha tha",hi
T002264,E00663,4,"Driver samayaniki vachadu, baagundi",te
T002272,E01804,4,"Driver samayaniki vachadu, baagundi",te
T002274,E03984,4,"Vandi sariyana neratthil vanthathu",ta
T002276,E01414,5,"Driver was punctual and polite",en
T002278,E03299,3,"Driver was punctual and polite",en
T002280,E01082,5,"Driver was punctual and polite",en
T002287,E01661,3,"Driver was punctual and polite",en
T002288,E00331,3,"Driver was punctual and polite",en
T002289,E01012,4,"Driver was punctual and polite",en
T997334,E01360,4,"Driver was punctual and polite",en
T002292,E01741,4,"Driver was punctual and polite",en
T002297,E00285,3,"Driver was punctual and polite",en
T002302,E03765,4,"Driver was punctual and polite",en
T002303,E00393,3,"Vandi sariyana neratthil vanthathu",ta
T002305,E02815,4,"Vandi sariyana neratthil vanthathu",ta
T002306,E03606,3,"Driver was punctual and polite",en
T002307,E00172,4,"Driver was punctual and polite",en
T002310,E03436,5,"Vandi sariyana neratthil vanthathu",ta
T002312,E00086,5,"Driver was punctual and polite",en
T002318,E01155,5,"Vandi sariyana neratthil vanthathu",ta
T002321,E02781,4,"Driver was punctual and polite",en
T002326,E01866,3,"Vandi sariyana neratthil vanthathu",ta
T002329,E03682,5,"Driver was punctual and polite",en
T002330,E00664,5,"Driver was punctual and polite",en
T002332,E02340,4,"Cab samayakke bantu, chennagitru",kn
T002334,E01788,3,"Driver was punctual and polite",en
T002337,E03721,4,"Driver was punctual and polite",en
T002338,E03742,3,"Driver was punctual and polite",en
T002340,E01661,1,"Cab tumba late aytu, maahiti sigalilla",kn
T002344,E00704,3,"Driver was punctual and polite",en
T002347,E01486,3,"Cab samay par aaya, driver acha tha",hi
T002351,E03038,2,"Waited forty minutes with no update",en
T002352,E01477,2,"Waited forty minutes with no update",en
T002363,E01077,3,"Cab samay par aaya, driver acha tha",hi
T002368,E02381,3,"Driver was punctual and polite",en
T002370,E00837,5,"Driver was punctual and polite",en
T002372,E03848,4,"Driver was punctual and polite",en
T002373,E01584,5,"Vandi sariyana neratthil vanthathu",ta
T002374,E00506,5,"Driver samayaniki vachadu, baagundi",te
T002376,E02800,3,"Cab samay par aaya, driver acha tha",hi
T002377,E01049,4,"Driver was punctual and polite",en
T995567,E00610,3,"Driver was punctual and polite",en
T002380,E02517,4,"Driver was punctual and polite",en
T002382,E03756,2,"Waited forty minutes with no update",en
T002385,E02226,3,"Driver was punctual and polite",en
T002389,E02572,4,"Driver was punctual and polite",en
T002390,E02269,5,"Driver was punctual and polite",en
T002391,E01269,3,"Vandi sariyana neratthil vanthathu",ta
T002394,E03543,4,"Driver samayaniki vachadu, baagundi",te
T002398,E02103,3,"Driver samayaniki vachadu, baagundi",te
T002401,E01247,5,"Cab samay par aaya, driver acha tha",hi
T002402,E03665,3,"Driver was punctual and polite",en
T002405,E03261,3,"Driver was punctual and polite",en
T002406,E03729,4,"Driver was punctual and polite",en
T002407,E01964,3,"Driver samayaniki vachadu, baagundi",te
T002408,E02148,5,"Cab samayakke bantu, chennagitru",kn
T002410,E03795,3,"Driver was punctual and polite",en
T002413,E00709,5,"Driver was punctual and polite",en
T002417,E02027,4,"Driver was punctual and polite",en
T002427,E00158,3,"Driver was punctual and polite",en
T002432,E03578,3,"Cab samay par aaya, driver acha tha",hi
T002434,E03972,3,"Driver samayaniki vachadu, baagundi",te
T002439,E02097,3,"Driver samayaniki vachadu, baagundi",te
T002440,E00515,1,"Waited forty minutes with no update",en
T002441,E01203,5,"Driver samayaniki vachadu, baagundi",te
T002442,E02561,4,"Driver was punctual and polite",en
T002446,E00908,5,"Driver was punctual and polite",en
T002447,E03522,4,"Driver was punctual and polite",en
T002461,E01337,5,"Driver was punctual and polite",en
T002462,E01645,4,"Vandi sariyana neratthil vanthathu",ta
T002463,E00740,5,"Driver was punctual and polite",en
T002466,E03855,5,"Vandi sariyana neratthil vanthathu",ta
T002467,E03995,4,"Vandi sariyana neratthil vanthathu",ta
T996064,E01987,5,"Driver was punctual and polite",en
T002471,E03920,3,"Driver was punctual and polite",en
T002473,E00595,1,"Cab chala late ayindi, sammachaaram ledu",te
T002475,E01597,4,"Driver was punctual and polite",en
T002477,E00492,3,"Vandi sariyana neratthil vanthathu",ta
T002481,E01224,4,"Cab samayakke bantu, chennagitru",kn
T002482,E01012,4,"Cab samayakke bantu, chennagitru",kn
T002487,E01446,4,"Driver was punctual and polite",en
T002489,E02243,4,"Driver was punctual and polite",en
T002499,E01403,3,"Driver was punctual and polite",en
T002503,E03974,3,"Driver was punctual and polite",en
T002508,E00016,3,"Driver was punctual and polite",en
T990204,E01145,3,"Cab samayakke bantu, chennagitru",kn
T002516,E03709,5,"Cab samay par aaya, driver acha tha",hi
T002517,E01156,3,"Cab samayakke bantu, chennagitru",kn
T002518,E02633,4,"Driver was punctual and polite",en
T002519,E02216,5,"Cab samay par aaya, driver acha tha",hi
T002523,E00954,3,"Vandi sariyana neratthil vanthathu",ta
T002529,E02017,5,"Driver was punctual and polite",en
T002530,E03717,3,"Vandi sariyana neratthil vanthathu",ta
T002532,E01783,4,"Driver was punctual and polite",en
T002533,E02868,5,"Driver was punctual and polite",en
T002536,E02606,4,"Cab samayakke bantu, chennagitru",kn
T002539,E03903,4,"Cab samay par aaya, driver acha tha",hi
T002542,E03186,3,"Driver was punctual and polite",en
T002543,E03563,3,"Driver was punctual and polite",en
T002545,E00835,4,"Driver was punctual and polite",en
T002552,E00523,4,"Driver was punctual and polite",en
T002560,E03220,5,"Driver was punctual and polite",en
T002561,E01408,4,"Driver was punctual and polite",en
T002564,E01258,5,"Driver was punctual and polite",en
T002568,E02298,5,"Driver was punctual and polite",en
T002573,E03788,2,"Vandi romba late, thagaval illai",ta
T002577,E03342,5,"Cab samayakke bantu, chennagitru",kn
T002580,E02188,3,"Driver was punctual and polite",en
T002582,E03526,3,"Driver was punctual and polite",en
T002583,E03771,5,"Driver was punctual and polite",en
T002587,E02362,5,"Driver was punctual and polite",en
T002589,E03848,4,"Driver was punctual and polite",en
T002591,E03972,3,"Driver samayaniki vachadu, baagundi",te
T002592,E01933,3,"Driver was punctual and polite",en
T002603,E00785,5,"Driver was punctual and polite",en
T002605,E03086,5,"Driver samayaniki vachadu, baagundi",te
T002606,E01793,4,"Driver was punctual and polite",en
T002608,E00644,5,"Cab samayakke bantu, chennagitru",kn
T002609,E00296,5,"Driver was punctual and polite",en
T002612,E00510,4,"Vandi sariyana neratthil vanthathu",ta
T002614,E02215,5,"Driver was punctual and polite",en
T002625,E02873,4,"Driver samayaniki vachadu, baagundi",te
T002630,E01782,5,"Driver was punctual and polite",en
T002632,E03525,5,"Driver samayaniki vachadu, baagundi",te
T002635,E01735,3,"Driver was punctual and polite",en
T002636,E03086,5,"Cab samay par aaya, driver acha tha",hi
T002637,E01936,3,"Driver was punctual and polite",en
T002641,E03680,3,"Driver samayaniki vachadu, baagundi",te
T002645,E03978,5,"Cab samayakke bantu, chennagitru",kn
T002647,E00938,4,"Vandi sariyana neratthil vanthathu",ta
T002652,E01701,5,"Cab samay par aaya, driver acha tha",hi
T002658,E01792,3,"Driver was punctual and polite",en
T002659,E03999,4,"Cab samay par aaya, driver acha tha",hi
T002660,E03823,5,"Cab samayakke bantu, chennagitru",kn
T002661,E02914,5,"Driver was punctual and polite",en
T002668,E01419,5,"Cab samay par aaya, driver acha tha",hi
T002670,E01662,4,"Driver was punctual and polite",en
T002676,E01878,3,"Driver was punctual and polite",en
T002678,E02836,3,"Driver was punctual and polite",en
T002679,E00024,5,"Driver samayaniki vachadu, baagundi",te
T002680,E01207,4,"Driver was punctual and polite",en
T002688,E00046,4,"Driver was punctual and polite",en
T002693,E01084,4,"Cab samayakke bantu, chennagitru",kn
T002701,E02554,5,"Driver was punctual and polite",en
T002708,E00804,4,"Driver was punctual and polite",en
T002709,E00558,4,"Cab samay par aaya, driver acha tha",hi
T002710,E01099,3,"Driver was punctual and polite",en
T002717,E02975,3,"Driver was punctual and polite",en
T002721,E02324,4,"Driver was punctual and polite",en
T002725,E02873,3,"Driver samayaniki vachadu, baagundi",te
T002726,E00595,4,"Vandi sariyana neratthil vanthathu",ta
T002727,E02460,3,"Driver was punctual and polite",en
T002729,E03777,4,"Driver samayaniki vachadu, baagundi",te
T002730,E00194,4,"Cab samay par aaya, driver acha tha",hi
T002732,E00759,5,"Driver was punctual and polite",en
T002736,E00592,1,"Cab tumba late aytu, maahiti sigalilla",kn
T002738,E01157,5,"Vandi sariyana neratthil vanthathu",ta
T002739,E00859,5,"Vandi sariyana neratthil vanthathu",ta
T002745,E01323,2,"Waited forty minutes with no update",en
T002747,E01742,4,"Driver was punctual and polite",en
T002748,E03364,5,"Vandi sariyana neratthil vanthathu",ta
T002750,E03026,4,"Driver samayaniki vachadu, baagundi",te
T002755,E01535,3,"Driver was punctual and polite",en
T002756,E03236,5,"Driver was punctual and polite",en
T002758,E03685,4,"Driver was punctual and polite",en
T002759,E03244,3,"Driver was punctual and polite",en
T002761,E03452,5,"Driver was punctual and polite",en
T002762,E00383,5,"Driver was punctual and polite",en
T002765,E00218,4,"Cab samay par aaya, driver acha tha",hi
T002779,E02675,3,"Vandi sariyana neratthil vanthathu",ta
T002780,E00797,5,"Driver was punctual and polite",en
T991819,E01702,4,"Cab samayakke bantu, chennagitru",kn
T002784,E00566,4,"Driver was punctual and polite",en
T002785,E00853,4,"Cab samay par aaya, driver acha tha",hi
T002789,E00165,3,"Driver was punctual and polite",en
T002790,E03594,5,"Driver samayaniki vachadu, baagundi",te
T002792,E01074,3,"Driver was punctual and polite",en
T002793,E01606,5,"Driver samayaniki vachadu, baagundi",te
T002796,E02759,4,"Driver was punctual and polite",en
T002798,E02078,5,"Vandi sariyana neratthil vanthathu",ta
T002799,E01768,4,"Driver samayaniki vachadu, baagundi",te
T002802,E03429,3,"Driver samayaniki vachadu, baagundi",te
T002805,E01252,3,"Driver was punctual and polite",en
T002809,E03521,1,"Waited forty minutes with no update",en
T995933,E01838,5,"Driver samayaniki vachadu, baagundi",te
T002811,E00208,1,"Waited forty minutes with no update",en
T002813,E02939,5,"Driver was punctual and polite",en
T002817,E00980,3,"Driver was punctual and polite",en
T002823,E02529,5,"Driver was punctual and polite",en
T002824,E02542,3,"Driver was punctual and polite",en
T002827,E03390,3,"Driver samayaniki vachadu, baagundi",te
T002828,E02482,3,"Cab samayakke bantu, chennagitru",kn
T002830,E00240,4,"Driver was punctual and polite",en
T002832,E01220,3,"Driver was punctual and polite",en
T002834,E03033,4,"Cab samay par aaya, driver acha tha",hi
T002836,E01336,4,"Driver samayaniki vachadu, baagundi",te
T002837,E02502,3,"Driver was punctual and polite",en
T002844,E02371,4,"Driver was punctual and polite",en
T002850,E01813,1,"Waited forty minutes with no update",en
T002852,E02735,4,"Driver was punctual and polite",en
T002853,E00168,5,"Driver was punctual and polite",en
T002855,E00473,3,"Driver was punctual and polite",en
T002857,E02882,5,"Cab samayakke bantu, chennagitru",kn
T991820,E01783,5,"Driver was punctual and polite",en
T002859,E02018,4,"Vandi sariyana neratthil vanthathu",ta
T002862,E00760,4,"Driver was punctual and polite",en
T002863,E02810,4,"Driver was punctual and polite",en
T002864,E01609,5,"Driver was punctual and polite",en
T002866,E02258,3,"Driver was punctual and polite",en
T002873,E02546,3,"Driver was punctual and polite",en
T002875,E01572,4,"Driver was punctual and polite",en
T002879,E01635,5,"Vandi sariyana neratthil vanthathu",ta
T002885,E00323,4,"Driver was punctual and polite",en
T002888,E01914,4,"Driver samayaniki vachadu, baagundi",te
T002889,E02339,3,"Driver was punctual and polite",en
T002892,E03528,4,"Vandi sariyana neratthil vanthathu",ta
T002893,E00325,4,"Cab samayakke bantu, chennagitru",kn
T002894,E02416,3,"Driver was punctual and polite",en
T002901,E00672,1,"Waited forty minutes with no update",en
T002902,E03700,4,"Driver was punctual and polite",en
T002903,E03880,3,"Driver was punctual and polite",en
T002904,E00992,4,"Vandi sariyana neratthil vanthathu",ta
T002907,E02508,5,"Driver was punctual and polite",en
T002908,E01707,4,"Driver was punctual and polite",en
T002910,E02252,4,"Driver was punctual and polite",en
T002914,E02607,5,"Cab samay par aaya, driver acha tha",hi
T002915,E02830,5,"Vandi sariyana neratthil vanthathu",ta
T002917,E02703,5,"Driver was punctual and polite",en
T002924,E01789,4,"Driver was punctual and polite",en
T991463,E03439,3,"Vandi sariyana neratthil vanthathu",ta
T002930,E00152,3,"Cab samay par aaya, driver acha tha",hi
T002943,E01000,4,"Driver was punctual and polite",en
T002945,E02835,5,"Driver was punctual and polite",en
T002946,E01548,3,"Driver was punctual and polite",en
T002950,E00259,5,"Driver was punctual and polite",en
T002954,E00217,3,"Driver samayaniki vachadu, baagundi",te
T002957,E03723,4,"Driver was punctual and polite",en
T002960,E03057,3,"Driver was punctual and polite",en
T002961,E00573,3,"Driver was punctual and polite",en
