employee_id,site_id,shift,date,expected
E03811,SITE1,S1,1782259200000,1
E03239,SITE2,S1,1782259200000,1
E03566,SITE3,S1,1782259200000,1
E03017,SITE2,S3,1782259200000,1
E01315,SITE1,S3,1782259200000,1
E02473,SITE4,S2,1782259200000,1
E03342,SITE4,S3,1782259200000,1
E03395,SITE1,S2,1782259200000,1
E03682,SITE4,S3,1782259200000,1
E01918,SITE2,S2,1782259200000,1
E00088,SITE1,S2,1782259200000,1
E00232,SITE4,S2,1782259200000,1
E00031,SITE2,S1,1782259200000,1
E01420,SITE2,S3,1782259200000,1
E90546,SITE3,S2,1782259200000,1
E01739,SITE4,S3,1782259200000,1
E01067,SITE1,S3,1782259200000,1
E00296,SITE4,S1,1782259200000,1
E01244,SITE4,S3,1782259200000,1
E00005,SITE3,S1,1782259200000,1
E00956,SITE2,S2,1782259200000,1
E00641,SITE1,S2,1782259200000,1
E03775,SITE4,S1,1782345600000,1
E01127,SITE2,S2,1782345600000,1
E02270,SITE3,S3,1782345600000,1
E03915,SITE1,S3,1782345600000,1
E03424,SITE2,S1,1782345600000,1
E03353,SITE2,S3,1782345600000,1
E02567,SITE4,S1,1782345600000,1
E03046,SITE2,S2,1782345600000,1
E02871,SITE1,S2,1782345600000,1
E00560,SITE2,S3,1782345600000,1
E00197,SITE1,S1,1782345600000,1
E00652,SITE1,S1,1782345600000,1
E02880,SITE2,S1,1782345600000,1
E00045,SITE1,S3,1782345600000,1
E01973,SITE4,S1,1782345600000,1
E02906,SITE2,S1,1782345600000,1
E03541,SITE4,S2,1782345600000,1
E00177,SITE1,S2,1782345600000,1
E02866,SITE4,S2,1782345600000,1
E01239,SITE1,S2,1782345600000,1
E01653,SITE4,S2,1782345600000,1
E03837,SITE2,S3,1782345600000,1
E00744,SITE4,S3,1782345600000,1
E01888,SITE4,S3,1782345600000,1
E00453,SITE2,S2,1782345600000,1
E90918,SITE3,S1,1782345600000,1
E00452,SITE2,S3,1782345600000,1
E03061,SITE4,S2,1782345600000,1
E00177,SITE1,S3,1782345600000,1
E00246,SITE2,S3,1782345600000,1
E02634,SITE3,S2,1782345600000,1
E02141,SITE1,S2,1782345600000,1
E03759,SITE4,S1,1782345600000,1
E00703,SITE4,S3,1782345600000,1
E00258,SITE3,S2,1782345600000,1
E03157,SITE3,S2,1782345600000,1
E03168,SITE4,S1,1782345600000,1
E03257,SITE3,S2,1782345600000,1
E02799,SITE3,S3,1782345600000,1
E02295,SITE4,S2,1782345600000,1
E02931,SITE3,S2,1782432000000,1
E00348,SITE2,S1,1782432000000,1
E00414,SITE1,S3,1782432000000,1
E02789,SITE4,S2,1782432000000,1
E02440,SITE3,S3,1782432000000,1
E90503,SITE4,S1,1782432000000,1
E01879,SITE4,S3,1782432000000,1
E01013,SITE1,S2,1782432000000,1
E01998,SITE1,S1,1782432000000,1
E03663,SITE4,S3,1782432000000,1
E01971,SITE4,S1,1782432000000,1
E03448,SITE1,S3,1782432000000,1
E01257,SITE1,S2,1782432000000,1
E02229,SITE3,S3,1782432000000,1
E00362,SITE3,S1,1782432000000,1
E02180,SITE2,S3,1782432000000,1
E02515,SITE3,S1,1782432000000,1
E02335,SITE2,S3,1782432000000,1
E01446,SITE3,S2,1782432000000,1
E02944,SITE2,S2,1782432000000,1
E01534,SITE4,S2,1782432000000,1
E03047,SITE1,S1,1782432000000,1
E02777,SITE3,S3,1782432000000,1
E03597,SITE3,S3,1782432000000,1
E01299,SITE1,S2,1782432000000,1
E03713,SITE3,S1,1782432000000,1
E02024,SITE2,S2,1782432000000,1
E03474,SITE4,S1,1782432000000,1
E01817,SITE3,S3,1782432000000,1
E01046,SITE1,S2,1782432000000,1
E02467,SITE2,S1,1782432000000,1
E90753,SITE3,S2,1782432000000,1
E03925,SITE4,S3,1782432000000,1
E02782,SITE3,S2,1782432000000,1
E03602,SITE3,S3,1782432000000,1
E00614,SITE3,S3,1782432000000,1
E00395,SITE3,S3,1782432000000,1
E01532,SITE1,S2,1782432000000,1
E02541,SITE3,S2,1782432000000,1
E03951,SITE3,S1,1782432000000,1
E00318,SITE3,S1,1782518400000,1
E00594,SITE1,S3,1782518400000,1
E00008,SITE3,S2,1782518400000,1
E01942,SITE2,S1,1782518400000,1
E03993,SITE3,S2,1782518400000,1
E00484,SITE4,S1,1782518400000,1
E00424,SITE1,S1,1782518400000,1
E01226,SITE2,S3,1782518400000,1
E03082,SITE4,S2,1782518400000,1
E90009,SITE1,S2,1782518400000,1
E01046,SITE4,S1,1782518400000,1
E01564,SITE4,S2,1782518400000,1
E00071,SITE4,S2,1782518400000,1
E02924,SITE2,S3,1782518400000,1
E03631,SITE3,S2,1782518400000,1
E00806,SITE1,S1,1782518400000,1
E01744,SITE4,S1,1782518400000,1
E02337,SITE4,S2,1782518400000,1
E90253,SITE2,S1,1782518400000,1
E01270,SITE2,S2,1782518400000,1
E00593,SITE4,S2,1782518400000,1
E01796,SITE4,S2,1782518400000,1
E00262,SITE1,S1,1782518400000,1
E02745,SITE3,S2,1782518400000,1
E00354,SITE4,S2,1782518400000,1
E01325,SITE1,S3,1782518400000,1
E01030,SITE3,S1,1782518400000,1
E03171,SITE3,S1,1782518400000,1
E02252,SITE4,S3,1782518400000,1
E02190,SITE3,S1,1782518400000,1
E01691,SITE3,S3,1782518400000,1
E02107,SITE3,S2,1782518400000,1
E03882,SITE1,S2,1782518400000,1
E00269,SITE2,S3,1782518400000,1
E03861,SITE2,S3,1782518400000,1
E01829,SITE1,S1,1782518400000,1
E03113,SITE1,S2,1782518400000,1
E90334,SITE3,S2,1782518400000,1
E02856,SITE2,S2,1782518400000,1
E01704,SITE2,S1,1782518400000,1
E01229,SITE3,S2,1782604800000,1
E02904,SITE3,S2,1782604800000,1
E01207,SITE2,S2,1782604800000,1
E02494,SITE2,S2,1782604800000,1
E02577,SITE3,S1,1782604800000,1
E00857,SITE3,S2,1782604800000,1
E01006,SITE2,S3,1782604800000,1
E02650,SITE1,S3,1782604800000,1
E01099,SITE1,S1,1782604800000,1
E00020,SITE3,S1,1782604800000,1
E00556,SITE4,S1,1782604800000,1
E01204,SITE2,S3,1782604800000,1
E01354,SITE1,S3,1782604800000,1
E02487,SITE4,S3,1782604800000,1
E01819,SITE3,S3,1782604800000,1
E01938,SITE3,S3,1782604800000,1
E02684,SITE2,S3,1782604800000,1
E02970,SITE1,S3,1782604800000,1
E03358,SITE3,S2,1782604800000,1
E00271,SITE4,S1,1782604800000,1
E90040,SITE2,S2,1782604800000,1
E01890,SITE1,S2,1782604800000,1
E03653,SITE2,S2,1782604800000,1
E00110,SITE3,S2,1782604800000,1
E02196,SITE2,S1,1782604800000,1
E01877,SITE2,S2,1782604800000,1
E01183,SITE1,S3,1782604800000,1
E02168,SITE3,S3,1782604800000,1
E03676,SITE2,S2,1782604800000,1
E00535,SITE4,S3,1782604800000,1
E00012,SITE4,S3,1782604800000,1
E03153,SITE3,S2,1782604800000,1
E03584,SITE2,S1,1782604800000,1
E00385,SITE3,S1,1782604800000,1
E02158,SITE2,S1,1782604800000,1
E00954,SITE2,S2,1782604800000,1
E02816,SITE2,S1,1782604800000,1
E03170,SITE3,S2,1782604800000,1
E00027,SITE4,S3,1782604800000,1
E01471,SITE2,S2,1782604800000,1
E01991,SITE2,S3,1782691200000,1
E01806,SITE4,S2,1782691200000,1
E03858,SITE2,S2,1782691200000,1
E02082,SITE1,S1,1782691200000,1
E03592,SITE3,S2,1782691200000,1
E00227,SITE4,S2,1782691200000,1
E03527,SITE2,S2,1782691200000,1
E00000,SITE1,S2,1782691200000,1
E01225,SITE2,S1,1782691200000,1
E03772,SITE2,S1,1782691200000,1
E00636,SITE3,S3,1782691200000,1
E03072,SITE1,S1,1782691200000,1
E03675,SITE1,S1,1782691200000,1
E01485,SITE2,S1,1782691200000,1
E01454,SITE3,S1,1782691200000,1
E02426,SITE3,S3,1782691200000,1
E00290,SITE4,S3,1782691200000,1
E03358,SITE1,S2,1782691200000,1
E00905,SITE3,S1,1782691200000,1
E03140,SITE2,S1,1782691200000,1
E02103,SITE3,S2,1782691200000,1
E00579,SITE4,S3,1782691200000,1
E03001,SITE3,S3,1782691200000,1
E00729,SITE4,S1,1782691200000,1
E03815,SITE3,S3,1782691200000,1
E02488,SITE3,S1,1782691200000,1
E90542,SITE2,S1,1782691200000,1
E02307,SITE2,S2,1782691200000,1
E03000,SITE4,S2,1782691200000,1
E02811,SITE1,S3,1782691200000,1
E02139,SITE3,S1,1782691200000,1
E01993,SITE4,S1,1782691200000,1
E03720,SITE4,S1,1782691200000,1
E01250,SITE1,S3,1782691200000,1
E03530,SITE2,S1,1782691200000,1
E01874,SITE1,S1,1782691200000,1
E01873,SITE3,S2,1782691200000,1
E02972,SITE1,S1,1782691200000,1
E00815,SITE2,S1,1782691200000,1
E03543,SITE4,S3,1782691200000,1
E01644,SITE1,S3,1782777600000,1
E01605,SITE1,S1,1782777600000,1
E02983,SITE2,S3,1782777600000,1
E01416,SITE3,S3,1782777600000,1
E02640,SITE3,S3,1782777600000,1
E03777,SITE4,S3,1782777600000,1
E00412,SITE3,S2,1782777600000,1
E03605,SITE2,S3,1782777600000,1
E02519,SITE3,S1,1782777600000,1
E01274,SITE3,S2,1782777600000,1
E01400,SITE1,S3,1782777600000,1
E02205,SITE1,S1,1782777600000,1
E03902,SITE1,S2,1782777600000,1
E01942,SITE3,S2,1782777600000,1
E03508,SITE2,S1,1782777600000,1
E00341,SITE4,S2,1782777600000,1
E03399,SITE4,S1,1782777600000,1
E02352,SITE3,S2,1782777600000,1
E02667,SITE4,S1,1782777600000,1
E00943,SITE4,S3,1782777600000,1
E03260,SITE3,S2,1782777600000,1
E02264,SITE4,S3,1782777600000,1
E03536,SITE4,S2,1782777600000,1
E02506,SITE4,S2,1782777600000,1
E03026,SITE4,S1,1782777600000,1
E03941,SITE1,S2,1782777600000,1
E02104,SITE3,S2,1782777600000,1
E03353,SITE4,S1,1782777600000,1
E01191,SITE2,S3,1782777600000,1
E03510,SITE2,S2,1782777600000,1
E01557,SITE4,S3,1782777600000,1
E90620,SITE1,S2,1782777600000,1
E02665,SITE4,S1,1782777600000,1
E01673,SITE1,S3,1782777600000,1
E03520,SITE3,S2,1782777600000,1
E01531,SITE1,S2,1782777600000,1
E00820,SITE2,S1,1782777600000,1
E02932,SITE1,S1,1782777600000,1
E02642,SITE3,S1,1782777600000,1
E01330,SITE2,S2,1782777600000,1
E03991,SITE4,S2,1782864000000,1
E00224,SITE1,S1,1782864000000,1
E00719,SITE4,S1,1782864000000,1
E00951,SITE1,S1,1782864000000,1
E00116,SITE2,S3,1782864000000,1
E03140,SITE3,S2,1782864000000,1
E03071,SITE3,S3,1782864000000,1
E90712,SITE4,S3,1782864000000,1
E01122,SITE4,S1,1782864000000,1
E03710,SITE2,S3,1782864000000,1
E00474,SITE2,S2,1782864000000,1
E01712,SITE3,S2,1782864000000,1
E90225,SITE2,S1,1782864000000,1
E03789,SITE4,S3,1782864000000,1
E00863,SITE3,S2,1782864000000,1
E01784,SITE2,S1,1782864000000,1
E00233,SITE3,S2,1782864000000,1
E02890,SITE2,S3,1782864000000,1
E03201,SITE4,S1,1782864000000,1
E03787,SITE2,S1,1782864000000,1
E90023,SITE2,S2,1782864000000,1
E03589,SITE1,S1,1782864000000,1
E90206,SITE4,S3,1782864000000,1
E01394,SITE3,S3,1782864000000,1
E01540,SITE1,S1,1782864000000,1
E01725,SITE2,S2,1782864000000,1
E01165,SITE2,S2,1782864000000,1
E02607,SITE4,S3,1782864000000,1
E00459,SITE1,S2,1782864000000,1
E01304,SITE1,S1,1782864000000,1
E03507,SITE3,S1,1782864000000,1
E02470,SITE4,S2,1782864000000,1
E01703,SITE3,S2,1782864000000,1
E02178,SITE3,S2,1782864000000,1
E01202,SITE2,S1,1782864000000,1
E02694,SITE4,S3,1782864000000,1
E00670,SITE4,S1,1782864000000,1
E02913,SITE1,S3,1782864000000,1
E03039,SITE1,S3,1782864000000,1
E03126,SITE4,S1,1782864000000,1
E02558,SITE4,S3,1782950400000,1
E03829,SITE2,S3,1782950400000,1
E02606,SITE2,S3,1782950400000,1
E02811,SITE3,S2,1782950400000,1
E03482,SITE3,S3,1782950400000,1
E03182,SITE2,S1,1782950400000,1
E01516,SITE2,S3,1782950400000,1
E00486,SITE4,S1,1782950400000,1
E03761,SITE4,S1,1782950400000,1
E01478,SITE1,S1,1782950400000,1
E01736,SITE3,S1,1782950400000,1
E01723,SITE2,S3,1782950400000,1
E01772,SITE3,S1,1782950400000,1
E01662,SITE4,S3,1782950400000,1
E02094,SITE4,S2,1782950400000,1
E02237,SITE1,S3,1782950400000,1
E02753,SITE1,S2,1782950400000,1
E01653,SITE3,S3,1782950400000,1
E02514,SITE3,S3,1782950400000,1
E00438,SITE3,S3,1782950400000,1
E02104,SITE1,S3,1782950400000,1
E03523,SITE2,S2,1782950400000,1
E03236,SITE2,S1,1782950400000,1
E01124,SITE1,S1,1782950400000,1
E03177,SITE4,S1,1782950400000,1
E00084,SITE1,S3,1782950400000,1
E01094,SITE3,S3,1782950400000,1
E02653,SITE3,S2,1782950400000,1
E01600,SITE3,S2,1782950400000,1
E03105,SITE4,S2,1782950400000,1
E00568,SITE1,S2,1782950400000,1
E02915,SITE2,S2,1782950400000,1
E01342,SITE4,S1,1782950400000,1
E01514,SITE4,S2,1782950400000,1
E01612,SITE3,S2,1782950400000,1
E03108,SITE1,S3,1782950400000,1
E03741,SITE4,S1,1782950400000,1
E01455,SITE2,S3,1782950400000,1
E03322,SITE4,S3,1782950400000,1
E02185,SITE2,S2,1782950400000,1
E02479,SITE1,S1,1783036800000,1
E01676,SITE4,S3,1783036800000,1
E01586,SITE2,S1,1783036800000,1
E03487,SITE2,S3,1783036800000,1
E00483,SITE3,S1,1783036800000,1
E02419,SITE2,S1,1783036800000,1
E01513,SITE3,S3,1783036800000,1
E00834,SITE3,S3,1783036800000,1
E01669,SITE2,S1,1783036800000,1
E01284,SITE1,S2,1783036800000,1
E00273,SITE1,S2,1783036800000,1
E02534,SITE3,S2,1783036800000,1
E90920,SITE2,S3,1783036800000,1
E02344,SITE4,S3,1783036800000,1
E03882,SITE3,S1,1783036800000,1
E03424,SITE2,S3,1783036800000,1
E01635,SITE2,S1,1783036800000,1
E90459,SITE3,S1,1783036800000,1
E01711,SITE4,S3,1783036800000,1
E01586,SITE4,S1,1783036800000,1
E01181,SITE1,S2,1783036800000,1
E03545,SITE3,S1,1783036800000,1
E03886,SITE3,S1,1783036800000,1
E01460,SITE2,S2,1783036800000,1
E03590,SITE4,S3,1783036800000,1
E02672,SITE3,S3,1783036800000,1
E02135,SITE3,S3,1783036800000,1
E03966,SITE2,S3,1783036800000,1
E01692,SITE3,S2,1783036800000,1
E01444,SITE3,S2,1783036800000,1
E00239,SITE4,S1,1783036800000,1
E02867,SITE3,S2,1783036800000,1
E02310,SITE2,S1,1783036800000,1
E02769,SITE3,S1,1783036800000,1
E02530,SITE1,S1,1783036800000,1
E02281,SITE2,S3,1783036800000,1
E00599,SITE3,S1,1783036800000,1
E02297,SITE3,S1,1783036800000,1
E03507,SITE1,S2,1783036800000,1
E00116,SITE3,S2,1783036800000,1
E01778,SITE3,S2,1783123200000,1
E03134,SITE4,S3,1783123200000,1
E90969,SITE3,S2,1783123200000,1
E01936,SITE3,S1,1783123200000,1
E02375,SITE1,S1,1783123200000,1
E01754,SITE3,S1,1783123200000,1
E03335,SITE3,S1,1783123200000,1
E01390,SITE4,S2,1783123200000,1
E00792,SITE3,S1,1783123200000,1
E02811,SITE4,S2,1783123200000,1
E02671,SITE4,S2,1783123200000,1
E03287,SITE2,S3,1783123200000,1
E03834,SITE3,S3,1783123200000,1
E03451,SITE4,S1,1783123200000,1
E90828,SITE4,S1,1783123200000,1
E03580,SITE4,S2,1783123200000,1
E01658,SITE2,S3,1783123200000,1
E00828,SITE2,S3,1783123200000,1
E03699,SITE3,S1,1783123200000,1
E00223,SITE2,S2,1783123200000,1
E03163,SITE4,S2,1783123200000,1
E03393,SITE3,S1,1783123200000,1
E00014,SITE2,S1,1783123200000,1
E02426,SITE4,S3,1783123200000,1
E03033,SITE4,S3,1783123200000,1
E02408,SITE2,S3,1783123200000,1
E03004,SITE2,S3,1783123200000,1
E00430,SITE4,S1,1783123200000,1
E03118,SITE4,S1,1783123200000,1
E01828,SITE4,S1,1783123200000,1
E01551,SITE3,S3,1783123200000,1
E01799,SITE2,S3,1783123200000,1
E03822,SITE3,S2,1783123200000,1
E01592,SITE3,S1,1783123200000,1
E03315,SITE2,S3,1783123200000,1
E02283,SITE2,S3,1783123200000,1
E01904,SITE4,S1,1783123200000,1
E03503,SITE3,S3,1783123200000,1
E01856,SITE2,S3,1783123200000,1
E01666,SITE3,S3,1783123200000,1
E03467,SITE2,S3,1783209600000,1
E00663,SITE2,S3,1783209600000,1
E03980,SITE2,S2,1783209600000,1
E01312,SITE3,S2,1783209600000,1
E90091,SITE1,S3,1783209600000,1
E00604,SITE2,S3,1783209600000,1
E00416,SITE4,S2,1783209600000,1
E00367,SITE1,S3,1783209600000,1
E00095,SITE4,S1,1783209600000,1
E00257,SITE4,S1,1783209600000,1
E02373,SITE4,S3,1783209600000,1
E01305,SITE4,S1,1783209600000,1
E02271,SITE1,S2,1783209600000,1
E03706,SITE1,S1,1783209600000,1
E01402,SITE3,S2,1783209600000,1
E02033,SITE3,S2,1783209600000,1
E02990,SITE1,S2,1783209600000,1
E02758,SITE4,S2,1783209600000,1
E01893,SITE1,S3,1783209600000,1
E02337,SITE3,S2,1783209600000,1
E90418,SITE2,S1,1783209600000,1
E03849,SITE1,S1,1783209600000,1
E01187,SITE2,S3,1783209600000,1
E02511,SITE2,S1,1783209600000,1
E02396,SITE2,S2,1783209600000,1
E03302,SITE3,S3,1783209600000,1
E00925,SITE3,S3,1783209600000,1
E02858,SITE4,S1,1783209600000,1
E90064,SITE3,S2,1783209600000,1
E01114,SITE1,S2,1783209600000,1
E00249,SITE1,S3,1783209600000,1
E03537,SITE1,S1,1783209600000,1
E01955,SITE3,S2,1783209600000,1
E01044,SITE3,S3,1783209600000,1
E00522,SITE1,S2,1783209600000,1
E00163,SITE1,S1,1783209600000,1
E90467,SITE4,S2,1783209600000,1
E03633,SITE4,S3,1783209600000,1
E01701,SITE1,S2,1783209600000,1
E00130,SITE3,S1,1783209600000,1
E00343,SITE1,S3,1783296000000,1
E01364,SITE4,S1,1783296000000,1
E00432,SITE2,S1,1783296000000,1
E00449,SITE4,S2,1783296000000,1
E00620,SITE1,S1,1783296000000,1
E03971,SITE2,S3,1783296000000,1
E03929,SITE3,S3,1783296000000,1
E02317,SITE4,S3,1783296000000,1
E01385,SITE2,S1,1783296000000,1
E00030,SITE1,S1,1783296000000,1
E02368,SITE4,S3,1783296000000,1
E01048,SITE3,S1,1783296000000,1
E90207,SITE3,S1,1783296000000,1
E02906,SITE1,S3,1783296000000,1
E03057,SITE2,S3,1783296000000,1
E00577,SITE2,S1,1783296000000,1
E01376,SITE4,S2,1783296000000,1
E01147,SITE2,S1,1783296000000,1
E02035,SITE3,S1,1783296000000,1
E00064,SITE2,S3,1783296000000,1
E00475,SITE4,S2,1783296000000,1
E01902,SITE4,S2,1783296000000,1
E90030,SITE4,S1,1783296000000,1
E03118,SITE3,S1,1783296000000,1
E00193,SITE1,S1,1783296000000,1
E00165,SITE1,S1,1783296000000,1
E00460,SITE3,S2,1783296000000,1
E00274,SITE1,S1,1783296000000,1
E01975,SITE2,S1,1783296000000,1
E00172,SITE2,S1,1783296000000,1
E02582,SITE1,S1,1783296000000,1
E01832,SITE4,S2,1783296000000,1
E02472,SITE1,S2,1783296000000,1
E00681,SITE2,S1,1783296000000,1
E01497,SITE2,S3,1783296000000,1
E02058,SITE2,S3,1783296000000,1
E01445,SITE4,S3,1783296000000,1
E01969,SITE3,S1,1783296000000,1
E02029,SITE1,S3,1783296000000,1
E02497,SITE2,S1,1783296000000,1
E02380,SITE4,S1,1783382400000,1
E03109,SITE4,S3,1783382400000,1
E01714,SITE1,S1,1783382400000,1
E03653,SITE2,S2,1783382400000,1
E01314,SITE4,S3,1783382400000,1
E02988,SITE2,S1,1783382400000,1
E02623,SITE3,S3,1783382400000,1
E00464,SITE4,S3,1783382400000,1
E00702,SITE3,S3,1783382400000,1
E01324,SITE4,S2,1783382400000,1
E02263,SITE4,S3,1783382400000,1
E01602,SITE4,S2,1783382400000,1
E01732,SITE3,S1,1783382400000,1
E00961,SITE1,S1,1783382400000,1
E00634,SITE3,S1,1783382400000,1
E03310,SITE2,S3,1783382400000,1
E03466,SITE4,S2,1783382400000,1
E02750,SITE1,S1,1783382400000,1
E90942,SITE1,S1,1783382400000,1
E02050,SITE1,S1,1783382400000,1
E00666,SITE1,S3,1783382400000,1
E00386,SITE3,S3,1783382400000,1
E02616,SITE4,S2,1783382400000,1
E01813,SITE4,S3,1783382400000,1
E01877,SITE1,S2,1783382400000,1
E02514,SITE3,S2,1783382400000,1
E00835,SITE2,S1,1783382400000,1
E03978,SITE4,S1,1783382400000,1
E90104,SITE1,S3,1783382400000,1
E00246,SITE1,S2,1783382400000,1
E03739,SITE3,S2,1783382400000,1
E01249,SITE2,S1,1783382400000,1
E03260,SITE2,S3,1783382400000,1
E00271,SITE3,S2,1783382400000,1
E00958,SITE1,S2,1783382400000,1
E03357,SITE1,S1,1783382400000,1
E03591,SITE3,S3,1783382400000,1
E02932,SITE3,S1,1783382400000,1
E02095,SITE3,S3,1783382400000,1
E03408,SITE3,S2,1783382400000,1
E90403,SITE1,S2,1783468800000,1
E00012,SITE4,S1,1783468800000,1
E02992,SITE3,S2,1783468800000,1
E00356,SITE4,S3,1783468800000,1
E03520,SITE3,S1,1783468800000,1
E01030,SITE4,S3,1783468800000,1
E01931,SITE4,S2,1783468800000,1
E90796,SITE2,S3,1783468800000,1
E90907,SITE4,S1,1783468800000,1
E03189,SITE1,S3,1783468800000,1
E00173,SITE4,S3,1783468800000,1
E00775,SITE2,S3,1783468800000,1
E01170,SITE2,S2,1783468800000,1
E00360,SITE3,S1,1783468800000,1
E90848,SITE3,S1,1783468800000,1
E02781,SITE4,S1,1783468800000,1
E02082,SITE4,S3,1783468800000,1
E03814,SITE3,S2,1783468800000,1
E03506,SITE1,S3,1783468800000,1
E01683,SITE4,S1,1783468800000,1
E00558,SITE4,S1,1783468800000,1
E00807,SITE2,S2,1783468800000,1
E00583,SITE1,S1,1783468800000,1
E03361,SITE1,S2,1783468800000,1
E03326,SITE3,S2,1783468800000,1
E03119,SITE3,S1,1783468800000,1
E01192,SITE1,S2,1783468800000,1
E03796,SITE4,S1,1783468800000,1
E02146,SITE4,S2,1783468800000,1
E00612,SITE1,S2,1783468800000,1
E02566,SITE2,S2,1783468800000,1
E03222,SITE1,S3,1783468800000,1
E03737,SITE4,S1,1783468800000,1
E02544,SITE2,S2,1783468800000,1
E02879,SITE4,S3,1783468800000,1
E02041,SITE4,S3,1783468800000,1
E00339,SITE4,S3,1783468800000,1
E03729,SITE1,S2,1783468800000,1
E03532,SITE1,S1,1783468800000,1
E03748,SITE3,S2,1783468800000,1
E00462,SITE1,S2,1783555200000,1
E01051,SITE2,S1,1783555200000,1
E01620,SITE4,S2,1783555200000,1
E03029,SITE3,S1,1783555200000,1
E00481,SITE3,S3,1783555200000,1
E01200,SITE1,S2,1783555200000,1
E03392,SITE1,S2,1783555200000,1
E02549,SITE1,S2,1783555200000,1
E01683,SITE2,S3,1783555200000,1
E02679,SITE4,S2,1783555200000,1
E03307,SITE3,S1,1783555200000,1
E02554,SITE1,S2,1783555200000,1
E02918,SITE2,S1,1783555200000,1
E03001,SITE2,S1,1783555200000,1
E03189,SITE1,S2,1783555200000,1
E01174,SITE1,S2,1783555200000,1
E02741,SITE2,S3,1783555200000,1
E00601,SITE2,S2,1783555200000,1
E01237,SITE4,S3,1783555200000,1
E00253,SITE2,S1,1783555200000,1
E02966,SITE4,S3,1783555200000,1
E01522,SITE2,S2,1783555200000,1
E00265,SITE2,S1,1783555200000,1
E03477,SITE2,S3,1783555200000,1
E00990,SITE3,S1,1783555200000,1
E02411,SITE3,S1,1783555200000,1
E01834,SITE1,S2,1783555200000,1
E00215,SITE1,S3,1783555200000,1
E00192,SITE1,S1,1783555200000,1
E03286,SITE3,S1,1783555200000,1
E01632,SITE1,S2,1783555200000,1
E03522,SITE3,S3,1783555200000,1
E01265,SITE2,S3,1783555200000,1
E00551,SITE2,S3,1783555200000,1
E03407,SITE1,S1,1783555200000,1
E02336,SITE4,S2,1783555200000,1
E90059,SITE2,S2,1783555200000,1
E01072,SITE2,S3,1783555200000,1
E03693,SITE3,S2,1783555200000,1
E00688,SITE1,S3,1783555200000,1
E02092,SITE1,S3,1783641600000,1
E03385,SITE1,S2,1783641600000,1
E03441,SITE1,S3,1783641600000,1
E01715,SITE2,S1,1783641600000,1
E00858,SITE2,S1,1783641600000,1
E00350,SITE3,S2,1783641600000,1
E01513,SITE4,S3,1783641600000,1
E00755,SITE3,S3,1783641600000,1
E01285,SITE1,S3,1783641600000,1
E01666,SITE3,S2,1783641600000,1
E03400,SITE3,S3,1783641600000,1
E02542,SITE3,S1,1783641600000,1
E02056,SITE3,S1,1783641600000,1
E01200,SITE3,S3,1783641600000,1
E01690,SITE2,S2,1783641600000,1
E90265,SITE3,S3,1783641600000,1
E00269,SITE1,S1,1783641600000,1
E00178,SITE3,S3,1783641600000,1
E00533,SITE3,S1,1783641600000,1
E03632,SITE1,S1,1783641600000,1
E90724,SITE1,S2,1783641600000,1
E02440,SITE2,S3,1783641600000,1
E00909,SITE3,S1,1783641600000,1
E00818,SITE2,S2,1783641600000,1
E00335,SITE1,S3,1783641600000,1
E00714,SITE2,S1,1783641600000,1
E03843,SITE1,S3,1783641600000,1
E90555,SITE3,S1,1783641600000,1
E02165,SITE4,S1,1783641600000,1
E01882,SITE2,S1,1783641600000,1
E90827,SITE2,S2,1783641600000,1
E00930,SITE4,S2,1783641600000,1
E02609,SITE3,S3,1783641600000,1
E00930,SITE3,S3,1783641600000,1
E03529,SITE2,S3,1783641600000,1
E01841,SITE3,S3,1783641600000,1
E03855,SITE4,S1,1783641600000,1
E00587,SITE1,S1,1783641600000,1
E00679,SITE1,S2,1783641600000,1
E02028,SITE4,S1,1783641600000,1
E02354,SITE2,S2,1783728000000,1
E01054,SITE3,S1,1783728000000,1
E01990,SITE1,S2,1783728000000,1
E03129,SITE1,S2,1783728000000,1
E02908,SITE1,S1,1783728000000,1
E02388,SITE2,S2,1783728000000,1
E01470,SITE1,S3,1783728000000,1
E01870,SITE2,S2,1783728000000,1
E01066,SITE1,S3,1783728000000,1
E02232,SITE2,S2,1783728000000,1
E03555,SITE2,S3,1783728000000,1
E02137,SITE4,S2,1783728000000,1
E02426,SITE2,S3,1783728000000,1
E00957,SITE3,S3,1783728000000,1
E01685,SITE1,S1,1783728000000,1
E00425,SITE1,S3,1783728000000,1
E02221,SITE3,S1,1783728000000,1
E00795,SITE4,S2,1783728000000,1
E00020,SITE2,S3,1783728000000,1
E01563,SITE4,S1,1783728000000,1
E03331,SITE2,S1,1783728000000,1
E00196,SITE3,S3,1783728000000,1
E01070,SITE3,S3,1783728000000,1
E02784,SITE4,S1,1783728000000,1
E02055,SITE2,S1,1783728000000,1
E01155,SITE3,S3,1783728000000,1
E90270,SITE2,S2,1783728000000,1
E01002,SITE2,S2,1783728000000,1
E02952,SITE1,S1,1783728000000,1
E90685,SITE3,S3,1783728000000,1
E00595,SITE3,S1,1783728000000,1
E00117,SITE3,S3,1783728000000,1
E00160,SITE2,S1,1783728000000,1
E03840,SITE2,S1,1783728000000,1
E00402,SITE2,S1,1783728000000,1
E03411,SITE1,S1,1783728000000,1
E90893,SITE2,S3,1783728000000,1
