business_unit,office,vendor,cycle_start,cycle_end,trip_id,contract,slab_name,total_trip_km,trip_cost
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3108979,4Seater,Slab1,1.6,"1,372.5"
pinnacle-Slc,Willow Bend Campus,Arjun Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3063112,DV_Package,null,6.7,"1,526.31"
pinnacle-Slc,Clearwater Campus,Arjun Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3112714,DV_Package,null,18.86,"1,526.31"
pinnacle-Slc,Willow Bend Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3097317,4Seater,Slab1,4.82,915
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3151185,4Seater,Slab2,16.72,"1,020"
pinnacle-Slc,Clearwater Campus,Amit Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3126354,DV_Package,null,8.88,"1,526.31"
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3141599,DV_Package,null,6.2,"1,526.31"
pinnacle-Slc,Clearwater Campus,Rahul Morozov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3126798,4Seater,Slab1,7.44,915
pinnacle-Slc,Clearwater Campus,Rahul Orlov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3057297,DV_Package,null,19.03,"1,526.31"
pinnacle-Slc,Willow Bend Campus,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3131418,4Seater,Slab1,7.14,915
pinnacle-Slc,Oakmont Office,Pooja Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3067931,DV_Package,null,23.47,"1,144.74"
pinnacle-Slc,Clearwater Campus,Rahul Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3102603,4Seater,Slab1,1.51,915
pinnacle-Slc,Oakmont Office,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3057030,4Seater,Slab2,18,"1,020"
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3255907,DV_Package,null,9.61,988.63
pinnacle-Slc,Oakmont Office,Rahul Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3324400,4Seater,Slab1,0.6,915
pinnacle-Slc,Oakmont Office,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3290775,4Seater,Slab1,6.1,915
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3238020,DV_Package,null,27.8,"1,318.18"
pinnacle-Slc,Clearwater Campus,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3318836,DV_Package,null,9.72,"1,318.18"
pinnacle-Slc,Willow Bend Campus,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3221567,4Seater,Slab1,0.9,915
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3245404,DV_Package,null,10.15,"1,318.18"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1297766,4SEATER_BTT_2025,21-30,23.2,"1,110"
catalyst-Sac,Crestwood Campus,Divya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1547516,3S_Jan2024_CNG_AC,Zone_C,26.88,"1,485"
catalyst-Sac,Fairview Commons,Arjun Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1552687,3S_Jan2024_CNG_AC,Zone_A,3.9,960
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1206572,4S-EV-Z,Long,0,"1,200"
orbit-Slc,Lakeside Commons,Anjali Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1298341,8SEATER_BTT_2025,21-30,29.3,"2,115"
vanta-Aus,Cedar Ridge Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1235817,6S-HYD,Medium,0,"1,683.87"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1300528,4SEATER_BTT_2025,0-20,14.5,960
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1211666,4S-HYD,Short,0,968.58
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1223544,4S-EV-Z,Long,0,"1,200"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1249528,4S-HYD,Medium,0,"1,181.14"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1538264,3S_Jan2024_CNG_AC,Zone_B,23.3,"1,867.5"
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1528742,3S_Jan2024_CNG_AC,Zone_B,14.18,"1,245"
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1555374,3S_Jan2024_CNG_AC,Zone_B,13.5,"1,867.5"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1256339,4S-HYD,Long,0,"1,416.22"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 15, 2026, 12:00 AM",1309282,NPT4_SEATER_EV,Slab 1,25.5,"1,170"
pinnacle-Slc,Willow Bend Campus,Rahul Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3423085,4Seater,Slab1,3.9,915
pinnacle-Slc,Oakmont Office,Pooja Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3383322,4Seater,Slab1,9.1,915
pinnacle-Slc,Clearwater Campus,Rahul Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3402826,4Seater,Slab1,1.2,915
pinnacle-Slc,Oakmont Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3471808,4Seater,Slab4,30.66,"1,290"
pinnacle-Slc,Clearwater Campus,Pooja Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3387091,DV_Package,null,9.5,"1,260.87"
pinnacle-Slc,Clearwater Campus,Rahul Orlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3387324,DV_Package,null,25.01,945.66
pinnacle-Slc,Willow Bend Campus,Divya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3392292,4Seater,Slab1,7.7,915
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3372790,4Seater,Slab1,8.7,915
pinnacle-Slc,Oakmont Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3356874,DV_Package,null,5.03,945.66
pinnacle-Slc,Willow Bend Campus,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3336707,4Seater,Slab4,33.4,"1,290"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1121048,4S-HYD,XLong,0,"1,543.5"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1147188,4S-EV-Z,Short,0,"1,200"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1113695,4S-HYD,Medium,0,"1,140"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1142854,4S-EV-Z,Long,0,"1,200"
catalyst-Sac,Fairview Commons,Arjun Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1470051,3S_Jan2024_CNG_AC,Zone_C,35.71,"1,445.63"
catalyst-Sac,Fairview Commons,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1461847,3S_Jan2024_CNG_AC,Zone_C,31.1,"1,445.63"
catalyst-Sac,Redwood City Center,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1463799,3S_Jan2024_AC,Zone_B,13.9,"1,853.85"
catalyst-Sac,Redwood City Center,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1448146,3S_Jan2024_CNG_AC,Zone_B,18.3,"1,218.75"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1451725,3S_Jan2024_CNG_AC,Zone_A,11.4,946.88
catalyst-Sac,Redwood City Center,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1464982,3S_Jan2024_CNG_AC,Zone_B,23.9,"1,828.13"
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1464550,3S_Jan2024_CNG_AC,Zone_A,6.3,"1,420.32"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1441314,3S_Jan2024_CNG_AC,Zone_B,21.66,"1,218.75"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 15, 2026, 12:00 AM",1213552,NPT_4_SEATER,Slab1,17.24,"1,170"
orbit-Slc,Lakeside Commons,Rahul Mikhailov Travel,"May 1, 2026, 12:00 AM","May 15, 2026, 12:00 AM",1214703,LVT_4_SEATER_EV,Slab-31-above,39.39,"1,297.5"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 15, 2026, 12:00 AM",1230871,NPT4_SEATER_EV,Slab 1,22.56,"1,170"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"May 16, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1236770,NPT_4_SEATER,Slab1,20.69,"1,170"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"May 16, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1249528,NPT4_SEATER_EV,Slab 1,20.09,"1,170"
pinnacle-Slc,Clearwater Campus,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3197717,4Seater,Slab1,3.96,915
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3215616,4Seater,Slab1,4.76,915
pinnacle-Slc,Clearwater Campus,Amit Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3211426,4Seater,Slab2,10.7,"1,020"
pinnacle-Slc,Clearwater Campus,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3293143,4Seater,Slab1,8.8,915
pinnacle-Slc,Clearwater Campus,Rahul Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3248731,4Seater,Slab1,10.3,915
pinnacle-Slc,Willow Bend Campus,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3275453,4Seater,Slab1,5.86,915
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3307712,DV_Package,null,4.29,"1,318.18"
pinnacle-Slc,Willow Bend Campus,Amit Volkov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3214780,6Seater,Slab1,3.11,"1,140"
pinnacle-Slc,Willow Bend Campus,Rahul Orlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3226816,DV_Package,null,22.62,"1,415.68"
pinnacle-Slc,Clearwater Campus,Rahul Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3286676,4Seater,Slab1,5.5,915
pinnacle-Slc,Ashford Commons,Karan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3239050,4Seater,Slab1,6.9,"1,372.5"
pinnacle-Slc,Oakmont Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3199945,DV_Package,null,7.74,"1,318.18"
pinnacle-Slc,Willow Bend Campus,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3252471,4Seater,Slab1,10.03,915
pinnacle-Slc,Willow Bend Campus,Divya Kozlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3207053,4Seater,Slab3,27.44,"1,162.5"
pinnacle-Slc,Oakmont Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3244370,DV_Package,null,8.7,"1,318.18"
pinnacle-Slc,Oakmont Office,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3173690,4Seater,Slab2,14.68,"1,020"
pinnacle-Slc,Oakmont Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3207513,DV_Package,null,11.54,"1,318.18"
catalyst-Sac,Fairview Commons,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1494606,3S_Jan2024_CNG_AC,Zone_C,29.7,"1,473.75"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1188221,4S-EV-Z,Long,0,"1,200"
vanta-Aus,Cedar Ridge Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1181916,6S-HYD,Long,0,"1,800"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1183935,4S-EV-Z,Short,0,"1,200"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1173977,4S-HYD,Short,0,948
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1199602,4S-EV-Z,Medium,0,"1,200"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1200614,4S-HYD,Long,0,"1,354.5"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 15, 2026, 12:00 AM",1273295,4SEATER_BTT_2025,21-30,26.2,"1,110"
catalyst-Sac,Fairview Commons,Vikram Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1476774,3S_Jan2024_CNG_AC,Zone_C,33.8,"1,473.75"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1511506,3S_Jan2024_CNG_AC,Zone_A,9.69,956.25
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1165083,4S-EV-Z,Long,0,"1,200"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1492963,3S_Jan2024_AC,Zone_B,15.32,"1,265.89"
catalyst-Sac,Fairview Commons,Arjun Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1503973,3S_Jan2024_CNG_AC,Zone_B,26.91,"1,237.5"
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1503578,5S_Jan2024_CNG_AC,Zone_B,20.42,"1,530"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1280802,NPT_4_SEATER,Slab1,17.6,"1,170"
pinnacle-Slc,Oakmont Office,Rahul Morozov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3208808,DV_Package,null,12.88,"1,318.18"
pinnacle-Slc,Willow Bend Campus,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3187032,DV_Package,null,6.2,"1,318.18"
pinnacle-Slc,Oakmont Office,Amit Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3273551,4Seater,Slab1,9.79,915
pinnacle-Slc,Willow Bend Campus,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3228888,4Seater,Slab1,6.79,915
pinnacle-Slc,Willow Bend Campus,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3425196,DV_Package,null,14.9,"1,260.87"
pinnacle-Slc,Clearwater Campus,Arjun Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3464418,4Seater,Slab1,9.62,915
pinnacle-Slc,Oakmont Office,Amit Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3369828,DV_Package,null,17.7,"1,260.87"
pinnacle-Slc,Pinecrest Office,Pooja Sokolov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3428312,ECO_stand_DB_Airport1,AirportPD,5.95,"2,775"
pinnacle-Slc,Pinecrest Office,Pooja Sokolov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3467795,ECO_stand_DB_Airport1,AirportPD,42.55,"2,775"
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3394366,DV_Package,null,32.2,"1,260.87"
pinnacle-Slc,Willow Bend Campus,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3482035,4Seater,Slab1,6.2,915
pinnacle-Slc,Oakmont Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3339820,4Seater,Slab1,7.19,915
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1214912,6S-HYD,Long,0,"1,882.3"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 15, 2026, 12:00 AM",1331090,NPT_8_SEATER,NA,19.3,"1,506"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1224367,4S-EV-Z,Medium,0,"1,200"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1214479,4S-EV-Z,Short,0,"1,200"
orbit-Slc,Lakeside Commons,Rahul Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1339665,4Seater-LVT-July,21-30,24.2,"1,072.5"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1341323,4SEATER_BTT_2025,0-20,17.02,"1,440"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1336734,NPT_4_SEATER,Slab1,18.9,"1,873.5"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4975216,6S-EV-HTK,Medium,14.9,"1,875"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",5001004,BUS-ORRNEW-TT,null,0,"2,589.69"
vanta-Sea,Denver Office,Aarav Petrov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4983947,6S-150ORRNEW,Short,0,"1,390.34"
vanta-Sea,Denver Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4919577,BUS-ORRNEW-TT,null,0,"2,017.32"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4903500,4S-EV-Z,Long,0,"1,275"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4843730,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4824110,4S-WOW150ORRNEW,null,0,"1,915.88"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4905335,6S-150ORRNEW,Short,0,"1,390.34"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4830144,BUS-ORRNEW-TT,null,0,"3,119.2"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4868982,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4883408,BUS-ORRNEW-SML,null,0,"2,553.49"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4905571,BUS-ORRNEW-TT,null,0,"1,109.89"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4888002,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4970447,BUS-ORRNEW-TT,null,0,818.93
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4820103,6S-150ORRNEW,Short,0,"1,390.34"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4923061,BUS-ORRNEW-TT,null,0,"1,109.89"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4996313,BUS-ORRNEW-TT,null,0,"2,559.75"
vanta-Sea,Denver Office,Aarav Petrov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4938076,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4945094,BUS-ORRNEW-TT,null,0,909.91
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4894785,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4855460,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4979511,BUS-ORRNEW-TT,null,0,"2,559.75"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4979717,BUS-ORRNEW-TT,null,0,893.25
vanta-Sea,Denver Office,Aarav Petrov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4865187,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4934531,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Karan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4971982,4S-WOW150ORRNEW,null,0,"1,915.88"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4985323,BUS-ORRNEW-SML,null,0,"2,876.65"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4948709,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4845724,4S-EV-Z,Short,0,"1,275"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4952620,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4875941,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4952929,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4885313,BUS-ORRNEW-TT,null,0,856.15
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4865705,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4841772,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4933980,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4846713,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4813329,4S-150ORRNEW,Short,0,"1,057.75"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4987145,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4953745,4S-150ORRNEW,Medium,0,"1,365.5"
