business_unit,trip_id,stwid,event_id,event_type,start_time,acknowledge_time,state_text,severity,source
vanta-Aus,"1,180,290",0,86eb2056-1836-4167-ae2c-b192136cb55c,VEHICLE_STOPPAGE,"June 18, 2026, 10:10 AM","June 18, 2026, 10:11 AM",CLOSED,Sev-3,NA
catalyst-Sac,"1,470,875",0,36b24f4c-181a-4482-a98a-3a477cd5a9f3,VEHICLE_STOPPAGE,"May 27, 2026, 1:58 AM","May 27, 2026, 1:59 AM",CLOSED,False,NA
vanta-Aus,"1,216,847",0,b2fe7c25-a878-40a2-ac87-c75ee414bc87,VEHICLE_STOPPAGE,"July 8, 2026, 9:55 AM","July 8, 2026, 9:56 AM",CLOSED,Sev-3,NA
orbit-Slc,"1,336,342",370,9e736edae8ca50b4c168820e07782eba,EMPLOYEE_GEOFENCE_VIOLATION,"July 15, 2026, 11:32 PM","July 15, 2026, 11:33 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,863,823",0,a44fdc0e377bde2c046dab61d174e9b1,PANIC_FIXED_DEVICE,"May 19, 2026, 3:29 PM","May 19, 2026, 4:24 PM",CLOSED,False,EXTERNAL_DEVICE
vanta-Sea,"4,895,681",0,e95fdffe-a1a4-4673-9058-81e5c4789647,VEHICLE_STOPPAGE,"May 29, 2026, 10:59 AM","May 29, 2026, 11:02 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,972,418","98,930",2cf235c5afebfc979308ce634a208b9f,WOMAN_TRAVELLING_ALONE,"June 22, 2026, 6:22 PM","June 22, 2026, 8:28 PM",CLOSED,Sev-3,NA
vanta-Sea,"5,071,752",0,f48394dc-020c-4eb7-b5b2-e697db754bb4,DEVICE_NOT_REACHABLE,"July 22, 2026, 8:47 PM","July 22, 2026, 8:49 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"5,071,752",0,8c8b99fa-e1e0-4e77-9d88-378f3ed94899,DEVICE_NOT_REACHABLE,"July 22, 2026, 8:50 PM","July 22, 2026, 8:50 PM",CLOSED,Sev-3,MOBILE
vanta-Sea,"5,071,752",0,6b3ba7cf-0b6c-40a2-b8c6-e4d3ab5ab8ed,DEVICE_NOT_REACHABLE,"July 22, 2026, 8:53 PM","July 22, 2026, 8:56 PM",CLOSED,Sev-3,MOBILE
pinnacle-Slc,"3,080,514","441,860",267234ad2287ed174ba0cbc39729d97f,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 4:56 AM","May 9, 2026, 5:00 AM",CLOSED,NA,NA
pinnacle-Slc,"3,105,356","400,570",ee0e5880175b73881f7124bbdc3115ac,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 14, 2026, 3:14 PM","May 15, 2026, 3:18 PM",CLOSED,NA,NA
pinnacle-Slc,"3,106,566",0,02a588af-9d46-4153-b878-1bd01cea7932,OVER_SPEEDING,"May 14, 2026, 3:40 PM","May 14, 2026, 3:43 PM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,159,690","235,240",49fc69400ae8f50f80296bc52c43538d,EMPLOYEE_GEOFENCE_VIOLATION,"May 27, 2026, 8:48 AM","May 27, 2026, 8:48 AM",CLOSED,False,NA
pinnacle-Slc,"3,159,690",680,f7de809b8615dbac078e0f627b6bcabe,EMPLOYEE_GEOFENCE_VIOLATION,"May 27, 2026, 8:48 AM","May 27, 2026, 8:48 AM",CLOSED,False,NA
vanta-Aus,"1,201,784",0,f89b71fe-4d22-45c6-8f16-43f637b88eee,VEHICLE_STOPPAGE,"June 30, 2026, 8:45 AM","June 30, 2026, 8:46 AM",CLOSED,Sev-3,NA
catalyst-Sac,"1,509,053",0,5241ecf87959239645b545e584c8c3da,PANIC_FIXED_DEVICE,"June 24, 2026, 10:42 PM","June 24, 2026, 10:43 PM",CLOSED,Sev-2,EXTERNAL_DEVICE
catalyst-Sac,"1,509,053","515,655",b56ea3059b6adb80819288a5e19727d7,EMPLOYEE_GEOFENCE_VIOLATION,"June 24, 2026, 10:45 PM","June 25, 2026, 10:45 PM",CLOSED,NA,NA
catalyst-Sac,"1,542,978","418,140",486902d845b4e42b571f869b959ef903,EMPLOYEE_GEOFENCE_VIOLATION,"July 20, 2026, 9:06 PM","July 21, 2026, 9:09 PM",CLOSED,NA,NA
catalyst-Sac,"1,553,419",0,8e112011-eade-4a34-8759-a8688133938a,VEHICLE_STOPPAGE,"July 28, 2026, 4:17 AM","July 28, 2026, 4:18 AM",CLOSED,False,NA
vanta-Sea,"4,902,684","423,645",b37dfb5fa600f7a5a277835c2a444208,WOMAN_TRAVELLING_ALONE,"June 1, 2026, 6:23 PM","June 1, 2026, 6:25 PM",CLOSED,False,NA
vanta-Sea,"4,902,684","472,375",a307880ffdee5049cf84c7683e0450a6,WOMAN_TRAVELLING_ALONE,"June 1, 2026, 6:23 PM","June 1, 2026, 6:24 PM",CLOSED,False,NA
vanta-Sea,"4,902,684","63,710",3fbd146ba4c105505e4f58bfc4ddebfc,WOMAN_TRAVELLING_ALONE,"June 1, 2026, 6:23 PM","June 1, 2026, 6:24 PM",CLOSED,False,NA
vanta-Sea,"4,902,684","63,710",db4cc302641b108494ef4566acc0aa07,WOMAN_TRAVELLING_ALONE,"June 1, 2026, 7:12 PM","June 1, 2026, 7:59 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,902,684","472,375",9c2289d5ff68f400fc8a190ea6848dd8,WOMAN_TRAVELLING_ALONE,"June 1, 2026, 7:12 PM","June 1, 2026, 7:59 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,983,158","252,130",30973aa59edee07fcfcf8184d11e6ed6,WOMAN_TRAVELLING_ALONE,"June 25, 2026, 7:12 AM","June 25, 2026, 7:16 AM",CLOSED,False,NA
pinnacle-Slc,"3,175,655","152,955",aea72df397f61d6a82cc69481b7bd9a8,EMPLOYEE_GEOFENCE_VIOLATION,"June 1, 2026, 9:27 AM","June 1, 2026, 9:28 AM",CLOSED,False,NA
pinnacle-Slc,"3,175,655","516,070",b1fbd1eb50c21d5da483df204c82bdfe,EMPLOYEE_GEOFENCE_VIOLATION,"June 1, 2026, 9:27 AM","June 1, 2026, 9:29 AM",CLOSED,False,NA
pinnacle-Slc,"3,175,655","40,930",2f70b894901453438b73b5d64a580549,EMPLOYEE_GEOFENCE_VIOLATION,"June 1, 2026, 9:27 AM","June 1, 2026, 9:28 AM",CLOSED,False,NA
vanta-Aus,"1,238,950",0,ed21453a-a6c5-4f77-8be4-26f628877bf1,DEVICE_NOT_REACHABLE,"July 20, 2026, 7:36 PM","July 20, 2026, 7:37 PM",CLOSED,Sev-3,MOBILE
catalyst-Sac,"1,516,172","227,885",497600caae805e9ef7dd29c146459fc8,EMPLOYEE_GEOFENCE_VIOLATION,"June 30, 2026, 9:07 PM","July 1, 2026, 9:09 PM",CLOSED,NA,NA
vanta-Sea,"4,904,620",0,1b7efe55-69a2-44b0-8ef2-4440d7afccb0,VEHICLE_STOPPAGE,"June 2, 2026, 9:50 AM","June 2, 2026, 9:51 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,913,854",0,3f38272d-ab74-439a-bddf-81864aeead11,VEHICLE_STOPPAGE,"June 4, 2026, 11:18 AM","June 4, 2026, 12:03 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,946,676",0,5c60d65f-6703-4ee7-9c87-886fd783ba00,VEHICLE_STOPPAGE,"June 15, 2026, 2:11 PM","June 15, 2026, 2:22 PM",CLOSED,Sev-3,NA
vanta-Sea,"5,050,936","311,800",ebd7f3c91b58ff1e1b79966d6615fab1,WOMAN_TRAVELLING_ALONE,"July 16, 2026, 6:54 AM","July 16, 2026, 6:56 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,050,936","19,880",527b74b36a5b877c6a01846d2428523d,WOMAN_TRAVELLING_ALONE,"July 16, 2026, 7:01 AM","July 16, 2026, 7:02 AM",CLOSED,False,NA
pinnacle-Slc,"3,355,718",0,d8d9983a-7623-4257-b65f-7069e65444af,VEHICLE_STOPPAGE,"July 7, 2026, 9:07 AM","July 7, 2026, 9:09 AM",CLOSED,False,NA
pinnacle-Slc,"3,398,505",0,b882c194-4f70-405d-9fcc-348fde48ea2d,DEVICE_NOT_REACHABLE,"July 15, 2026, 3:54 PM","July 16, 2026, 4:00 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,455,106",0,dafa04f3-50ee-4476-bb69-a9e221f4994d,DEVICE_NOT_REACHABLE,"July 27, 2026, 4:13 PM","July 28, 2026, 4:18 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,457,504",0,f8aa033f-59f8-42aa-9b0e-f9458219f6e2,OVER_SPEEDING,"July 28, 2026, 6:31 AM","July 28, 2026, 6:35 AM",CLOSED,Sev-3,NA
catalyst-Sac,"1,460,354","574,255",b9360881737091304c46ce39bfd96088,EMPLOYEE_GEOFENCE_VIOLATION,"May 18, 2026, 10:26 PM","May 19, 2026, 10:27 PM",CLOSED,NA,NA
vanta-Aus,"1,240,778",0,4eaeded7-e4f6-4f7a-9ce6-3fbe2ac5db89,DEVICE_NOT_REACHABLE,"July 21, 2026, 5:37 PM","July 21, 2026, 5:38 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,240,778",0,4dc5ab84-1655-45ba-a2cb-07beb50fb354,DEVICE_NOT_REACHABLE,"July 21, 2026, 5:41 PM","July 21, 2026, 5:41 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,240,778",0,965fdafe-d06f-441b-89a0-b134c2fe7b3f,DEVICE_NOT_REACHABLE,"July 21, 2026, 5:44 PM","July 21, 2026, 5:44 PM",CLOSED,Sev-3,MOBILE
vanta-Aus,"1,240,778",0,1315e67d-caf3-4c77-b275-194c0a01c522,DEVICE_NOT_REACHABLE,"July 21, 2026, 5:48 PM","July 21, 2026, 5:48 PM",CLOSED,Sev-3,MOBILE
catalyst-Sac,"1,525,248",0,5b5f2339c7711d7c1e4f987a037912dc,PANIC_FIXED_DEVICE,"July 7, 2026, 8:46 PM","July 7, 2026, 8:46 PM",CLOSED,Sev-2,EXTERNAL_DEVICE
catalyst-Sac,"1,525,248","746,990",ebe81a1c627ecb85dc08b6c94b821f2c,EMPLOYEE_GEOFENCE_VIOLATION,"July 7, 2026, 8:46 PM","July 8, 2026, 8:54 PM",CLOSED,NA,NA
vanta-Sea,"4,909,385",0,394186b9-20dc-4c09-abda-bc6c62f5c149,VEHICLE_STOPPAGE,"June 3, 2026, 10:40 AM","June 3, 2026, 10:49 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,019,287","311,790",5fe78139b67a58193cac39103b6cef22,PANIC_MOBILE,"July 6, 2026, 8:55 PM","July 6, 2026, 8:56 PM",CLOSED,False,MOBILE
vanta-Sea,"5,091,721","182,070",6386a3243c9c1c7e690438c32e2e8773,WOMAN_TRAVELLING_ALONE,"July 28, 2026, 7:27 PM","July 28, 2026, 7:28 PM",CLOSED,Sev-3,NA
vanta-Sea,"5,091,721","431,695",f83a68e26a6d7fd05dd284468c2baf4d,WOMAN_TRAVELLING_ALONE,"July 28, 2026, 7:27 PM","July 28, 2026, 7:28 PM",CLOSED,Sev-3,NA
vanta-Sea,"5,091,721","182,070",b5b4582692323146ea71abce6ddf895e,WOMAN_TRAVELLING_ALONE,"July 28, 2026, 7:31 PM","July 28, 2026, 7:32 PM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,064,122","621,180",c098de31c9e9cb7eb8a21ef2217a4c34,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 5, 2026, 4:56 AM","May 6, 2026, 5:00 AM",CLOSED,NA,NA
pinnacle-Slc,"3,076,211","17,885",ba7e2e36d6253973f39e8baa54f8bce0,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 5:07 PM","May 8, 2026, 5:09 PM",CLOSED,NA,NA
pinnacle-Slc,"3,076,211","96,930",d7dec429dd0c91a4b455501cd2dbaedc,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 7, 2026, 5:21 PM","May 8, 2026, 5:27 PM",CLOSED,NA,NA
pinnacle-Slc,"3,108,510",0,33de202e-92ef-4127-8c75-355080e9bbdb,DEVICE_NOT_REACHABLE,"May 15, 2026, 8:43 AM","May 16, 2026, 8:45 AM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,118,140",0,45c46e6c-b1dc-4bb7-bfdb-e3fe917b2e83,VEHICLE_STOPPAGE,"May 18, 2026, 3:20 PM","May 18, 2026, 3:28 PM",CLOSED,False,NA
pinnacle-Slc,"3,361,442","436,870",a6a708529cf64a4fe017931806c4a437,EMPLOYEE_GEOFENCE_VIOLATION,"July 7, 2026, 5:47 PM","July 7, 2026, 5:49 PM",CLOSED,False,NA
pinnacle-Slc,"3,479,680",0,8bb00b5f-9f0b-40a7-8d7c-3541407318f2,VEHICLE_STOPPAGE,"July 31, 2026, 8:11 AM","July 31, 2026, 8:24 AM",CLOSED,False,NA
vanta-Aus,"1,195,237","372,800",b9e334b610f6ff8f4022b45697eae17d,WOMAN_TRAVELLING_ALONE,"June 26, 2026, 7:02 AM","June 26, 2026, 7:03 AM",CLOSED,False,NA
vanta-Aus,"1,195,237","116,435",8771a1c481013382c2874542dc34b85e,WOMAN_TRAVELLING_ALONE,"June 26, 2026, 7:27 AM","June 26, 2026, 7:28 AM",CLOSED,False,NA
vanta-Sea,"4,817,788",0,e10c369f-3feb-47a3-a1c3-6fa14bedd400,VEHICLE_STOPPAGE,"May 4, 2026, 12:18 PM","May 4, 2026, 12:24 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,817,788",0,47ebc88b-4c59-45df-b977-66e8255b2b27,DEVICE_NOT_REACHABLE,"May 4, 2026, 1:10 PM","May 4, 2026, 1:20 PM",CLOSED,False,MOBILE
pinnacle-Slc,"3,079,975","413,455",5f887bcb78270a42089825ec67dd6fb3,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 8, 2026, 2:56 AM","May 9, 2026, 3:00 AM",CLOSED,NA,NA
pinnacle-Slc,"3,111,600",0,70619553-322a-4828-acea-d47bb9a76ef7,OVER_SPEEDING,"May 15, 2026, 3:16 PM","May 15, 2026, 3:18 PM",CLOSED,False,NA
pinnacle-Slc,"3,164,155",0,1382c8cd-76c0-40fc-8d93-bdcc647e2f17,DEVICE_NOT_REACHABLE,"May 27, 2026, 9:49 PM","May 28, 2026, 9:54 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,295,563",0,cd55f5b5-5a22-43e5-bbea-ffd8671c9091,OVER_SPEEDING,"June 24, 2026, 7:04 AM","June 24, 2026, 7:04 AM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,358,107",0,0647371a-65ce-42c4-9db1-7a8621487ef3,DEVICE_NOT_REACHABLE,"July 7, 2026, 6:10 PM","July 8, 2026, 6:18 PM",CLOSED,NA,MOBILE
pinnacle-Slc,"3,401,143","102,730",fce4087f518429f7322219fc3bc888c8,EMPLOYEE_GEOFENCE_VIOLATION,"July 15, 2026, 3:11 PM","July 15, 2026, 3:11 PM",CLOSED,False,NA
pinnacle-Slc,"3,401,143","116,980",c8bcae6398265fa9fdc77cbc469f6783,EMPLOYEE_GEOFENCE_VIOLATION,"July 15, 2026, 3:13 PM","July 15, 2026, 3:14 PM",CLOSED,False,NA
pinnacle-Slc,"3,460,198",0,04d05bb8-d88d-4646-830b-59cb660260ba,DEVICE_NOT_REACHABLE,"July 28, 2026, 4:22 PM","July 29, 2026, 4:27 PM",CLOSED,NA,MOBILE
catalyst-Sac,"1,442,077",0,6fe193de-ac1c-4364-9660-8ae9850b631c,PANIC_DEVICE,"May 2, 2026, 6:24 AM","May 2, 2026, 6:25 AM",CLOSED,Sev-2,DEVICE
catalyst-Sac,"1,442,077",0,66d107004a1ddae73785def50bd6d803,PANIC_FIXED_DEVICE,"May 2, 2026, 6:25 AM","May 2, 2026, 6:25 AM",CLOSED,Sev-2,EXTERNAL_DEVICE
catalyst-Sac,"1,442,077","263,240",2842572322d1cf403eb6696aa0f98480,EMPLOYEE_GEOFENCE_VIOLATION,"May 2, 2026, 6:56 AM","May 3, 2026, 7:00 AM",CLOSED,NA,NA
vanta-Aus,"1,108,803",0,064a7f5c-c22d-467b-8282-13f8894e998d,VEHICLE_STOPPAGE,"May 8, 2026, 5:05 AM","May 8, 2026, 5:06 AM",CLOSED,Sev-3,NA
catalyst-Sac,"1,473,769","593,765",689b8ffc56dc3ebb2e10a93a44e24396,EMPLOYEE_GEOFENCE_VIOLATION,"May 28, 2026, 9:42 PM","May 29, 2026, 9:45 PM",CLOSED,NA,NA
vanta-Aus,"1,196,646","396,290",61382478e61f81ffc2e2e6e0461787ae,WOMAN_TRAVELLING_ALONE,"June 26, 2026, 6:30 PM","June 26, 2026, 6:31 PM",CLOSED,False,NA
vanta-Sea,"4,870,464",0,66cf326a-27aa-4af9-b2fe-2899aacc95ad,VEHICLE_STOPPAGE,"May 21, 2026, 8:25 AM","May 21, 2026, 8:27 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,908,415",0,321f4135-f31f-4178-b7ea-8990e822bb33,VEHICLE_STOPPAGE,"June 3, 2026, 8:21 AM","June 3, 2026, 8:38 AM",CLOSED,Sev-3,NA
vanta-Sea,"4,918,962",0,38bbd0f7-a529-4f3d-9b58-28f87bfef23a,VEHICLE_STOPPAGE,"June 5, 2026, 6:24 PM","June 5, 2026, 6:29 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,939,177",0,0cd7d09a-4e00-44fc-8ba0-b1870827b548,VEHICLE_STOPPAGE,"June 12, 2026, 11:29 AM","June 12, 2026, 11:33 AM",CLOSED,Sev-3,NA
vanta-Sea,"5,098,911",0,edca70f7-9a5c-4a33-a364-f5272ed1921a,VEHICLE_STOPPAGE,"July 30, 2026, 12:16 PM","July 30, 2026, 12:24 PM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,091,709","86,050",5c2588ae52ba2325e11837325c298476,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 12, 2026, 9:14 AM","May 13, 2026, 9:18 AM",CLOSED,NA,NA
pinnacle-Slc,"3,090,865","103,905",a9d703811ea8ae3b99e08004e7d55551,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 12, 2026, 9:42 AM","May 13, 2026, 9:45 AM",CLOSED,NA,NA
pinnacle-Slc,"3,420,196","599,235",82b84c69c5b5103f3c988bffb80eeb81,EMPLOYEE_GEOFENCE_VIOLATION,"July 20, 2026, 4:02 PM","July 20, 2026, 4:05 PM",CLOSED,False,NA
catalyst-Sac,"1,468,950","249,705",d9fc1a8ab9f2753f63ff7d93ab97874e,EMPLOYEE_GEOFENCE_VIOLATION,"May 25, 2026, 11:05 PM","May 26, 2026, 11:09 PM",CLOSED,NA,NA
catalyst-Sac,"1,478,299",0,71fe47ae-cbdf-4b41-b6e9-e5c44bbd7ee1,PANIC_DEVICE,"June 2, 2026, 9:12 PM","June 2, 2026, 9:12 PM",CLOSED,Sev-2,DEVICE
catalyst-Sac,"1,478,299","699,310",efc096812858e4039213019d536dd9c5,EMPLOYEE_GEOFENCE_VIOLATION,"June 2, 2026, 9:17 PM","June 3, 2026, 9:18 PM",CLOSED,NA,NA
catalyst-Sac,"1,508,689","304,960",d34ebf1266fd5bfab3f8d536f61b3e43,EMPLOYEE_GEOFENCE_VIOLATION,"June 24, 2026, 8:58 PM","June 25, 2026, 9:00 PM",CLOSED,NA,NA
catalyst-Sac,"1,547,819","240,015",5ba081cfecd9bb48354d12effdea855f,EMPLOYEE_GEOFENCE_VIOLATION,"July 23, 2026, 3:15 AM","July 24, 2026, 3:18 AM",CLOSED,NA,NA
vanta-Sea,"4,880,528",0,8a8cbe0d-0191-401d-855c-9d13d390fcb9,VEHICLE_STOPPAGE,"May 25, 2026, 1:07 PM","May 25, 2026, 1:10 PM",CLOSED,Sev-3,NA
vanta-Sea,"4,961,748","315,490",6762f29e24e126cb0ae260b3090ad115,WOMAN_TRAVELLING_ALONE,"June 18, 2026, 6:26 PM","June 18, 2026, 6:33 PM",CLOSED,False,NA
vanta-Sea,"5,030,317","77,330",6fdcf0668ddcd2aaf65b462f6f603732,WOMAN_TRAVELLING_ALONE,"July 9, 2026, 7:07 PM","July 9, 2026, 8:44 PM",CLOSED,Sev-3,NA
pinnacle-Slc,"3,089,483","417,405",c75bad3a97b9b50d6546f4ad7097ad2b,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 11, 2026, 4:00 PM","May 12, 2026, 4:09 PM",CLOSED,NA,NA
pinnacle-Slc,"3,089,483","471,520",24f0fa95f072756ba6a3c64baa3a978a,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 11, 2026, 4:00 PM","May 12, 2026, 4:09 PM",CLOSED,NA,NA
pinnacle-Slc,"3,089,483","417,730",6affe92a51b524388e707d1f01341978,EMPLOYEE_SIGN_OFF_TIME_VIOLATION,"May 11, 2026, 4:07 PM","May 12, 2026, 4:09 PM",CLOSED,NA,NA
pinnacle-Slc,"3,162,794","553,690",e21e36d4cbc2ed1c409a7f0f0362c4da,EMPLOYEE_GEOFENCE_VIOLATION,"May 27, 2026, 4:22 PM","May 27, 2026, 4:23 PM",CLOSED,False,NA
pinnacle-Slc,"3,162,794","98,350",eb579987400a51c1071d7fd0ff0dedee,EMPLOYEE_GEOFENCE_VIOLATION,"May 27, 2026, 4:22 PM","May 27, 2026, 4:23 PM",CLOSED,False,NA
pinnacle-Slc,"3,474,429","163,835",331097e3ec9173fb411e968693485c8d,EMPLOYEE_GEOFENCE_VIOLATION,"July 30, 2026, 4:13 PM","July 30, 2026, 4:13 PM",CLOSED,False,NA
pinnacle-Slc,"3,474,429","242,835",148145d05c712c960a6538dfe99b00af,EMPLOYEE_GEOFENCE_VIOLATION,"July 30, 2026, 4:18 PM","July 30, 2026, 4:18 PM",CLOSED,False,NA
vanta-Aus,"1,097,076",0,43a48dc7-b668-4c65-8b5c-06d37d1f8876,DEVICE_NOT_REACHABLE,"May 1, 2026, 12:12 AM","May 1, 2026, 12:15 AM",CLOSED,False,MOBILE
vanta-Aus,"1,097,076",0,0b74da65-a825-4725-a0be-a705d26e2d57,DEVICE_NOT_REACHABLE,"May 1, 2026, 12:34 AM","May 1, 2026, 12:35 AM",CLOSED,False,MOBILE
vanta-Aus,"1,097,076",0,0755e6e3-f1b1-4d03-b87f-3669c359f4b4,DEVICE_NOT_REACHABLE,"May 1, 2026, 12:37 AM","May 1, 2026, 12:38 AM",CLOSED,False,MOBILE
vanta-Aus,"1,097,076",0,220dd7dd-6668-40ca-a0aa-c1a173f5ffbc,DEVICE_NOT_REACHABLE,"May 1, 2026, 12:40 AM","May 1, 2026, 12:41 AM",CLOSED,False,MOBILE
vanta-Aus,"1,097,076",0,6e450e9a-bc49-458b-9e54-d110e1acd162,DEVICE_NOT_REACHABLE,"May 1, 2026, 12:44 AM","May 1, 2026, 12:44 AM",CLOSED,False,MOBILE
vanta-Aus,"1,098,354","373,425",df8b6c3aa517058e15e451f17efb6f88,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:15 PM","May 1, 2026, 6:18 PM",CLOSED,False,NA
vanta-Aus,"1,098,356","273,945",fcef67abbd749fe464ba85bb79bd2389,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:19 PM","May 1, 2026, 6:21 PM",CLOSED,False,NA
vanta-Aus,"1,098,345","58,080",51b48c79e1832e934b329d3863b95d8a,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:19 PM","May 1, 2026, 6:20 PM",CLOSED,False,NA
vanta-Aus,"1,098,345","322,505",ed53c6103761a632b58e1c26c546efd5,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:19 PM","May 1, 2026, 6:21 PM",CLOSED,False,NA
vanta-Aus,"1,098,357","373,200",afd245d82a29ba158a9636f53188afc1,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:21 PM","May 1, 2026, 6:22 PM",CLOSED,False,NA
vanta-Aus,"1,098,355","335,865",0038fd93b4b3e90f9a4a0848156d8b39,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:22 PM","May 1, 2026, 6:23 PM",CLOSED,False,NA
vanta-Aus,"1,098,353","64,895",10414affae43e361896ab38352391106,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:23 PM","May 1, 2026, 6:24 PM",CLOSED,False,NA
vanta-Aus,"1,098,345","58,080",b1e0da1c6e344f9a64fc41004e29e1b4,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:32 PM","May 1, 2026, 6:34 PM",CLOSED,False,NA
vanta-Aus,"1,098,346","285,390",111ab35daa59affc0f98a7a768881165,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 6:32 PM","May 1, 2026, 6:34 PM",CLOSED,False,NA
vanta-Aus,"1,098,470",0,dfeadac3-72bd-4df9-92ef-a4aa03087721,DEVICE_NOT_REACHABLE,"May 1, 2026, 10:05 PM","May 1, 2026, 10:20 PM",CLOSED,False,MOBILE
vanta-Aus,"1,098,470",0,8aeaf9f0-04f3-405a-8f27-44d7dbbc3e59,DEVICE_NOT_REACHABLE,"May 1, 2026, 10:21 PM","May 1, 2026, 10:22 PM",CLOSED,False,MOBILE
vanta-Aus,"1,098,470",0,3056464e-a4f6-4a9d-a7f4-0c9f7695376d,DEVICE_NOT_REACHABLE,"May 1, 2026, 10:25 PM","May 1, 2026, 10:26 PM",CLOSED,False,MOBILE
vanta-Aus,"1,098,630","207,815",c2400ab042c0600fff70a9ea3d743abd,WOMAN_TRAVELLING_ALONE,"May 1, 2026, 11:09 PM","May 1, 2026, 11:20 PM",CLOSED,False,NA
vanta-Aus,"1,099,246","168,855",cf72345e5b2b020276baa9b3d18c9ac5,WOMAN_TRAVELLING_ALONE,"May 2, 2026, 6:14 PM","May 2, 2026, 6:27 PM",CLOSED,False,NA
vanta-Aus,"1,099,242","134,165",472a8d9f1eafabd3e82d103781a9d729,WOMAN_TRAVELLING_ALONE,"May 2, 2026, 6:20 PM","May 2, 2026, 6:27 PM",CLOSED,False,NA
vanta-Aus,"1,099,250","195,110",e50437eccc0231fc6ade5788285e4397,WOMAN_TRAVELLING_ALONE,"May 2, 2026, 6:21 PM","May 2, 2026, 6:28 PM",CLOSED,False,NA
vanta-Aus,"1,099,247","88,445",3a5c113a12ce548b79d1d078349de744,WOMAN_TRAVELLING_ALONE,"May 2, 2026, 6:23 PM","May 2, 2026, 6:28 PM",CLOSED,False,NA
vanta-Aus,"1,099,973","88,445",501b4edb916142dd3b4b43bb610c44b6,WOMAN_TRAVELLING_ALONE,"May 3, 2026, 6:21 PM","May 3, 2026, 6:23 PM",CLOSED,False,NA
vanta-Aus,"1,099,975","350,345",7e0044d3d6dc153654740bff5aa75a46,WOMAN_TRAVELLING_ALONE,"May 3, 2026, 6:22 PM","May 3, 2026, 6:23 PM",CLOSED,False,NA
vanta-Aus,"1,099,969","134,165",a3e5d69b41d93fc096da2ecf00523011,WOMAN_TRAVELLING_ALONE,"May 3, 2026, 6:23 PM","May 3, 2026, 6:24 PM",CLOSED,False,NA
