business_unit,office,product_type,trip_date,shift_type,trip_id,trip_direction,actual_escort,vendor_id,planned_cab_registration,actual_cab_registration,actual_cab_capacity,planned_km,traveled_km,planned_start_epoch,planned_end_epoch,actual_start_epoch,actual_end_epoch,delay_reason,delay_minutes,route_source,actual_cab_fuel_type,is_driver_nc,is_cab_nc,trip_nodal,plannedemployee_cnt,actualemployee_cnt,noshow_cnt
pinnacle-Slc,Clearwater Campus,CAB,"July 6, 2026",14:30,"3,354,502",LOGOUT,false,Divya Kozlov Travel,JWT 666 GP,JWT 666 GP,3,7.7,7.4,"1,783,348,200","1,783,350,120","1,783,348,277","1,783,349,339",NODELAY,0,AUTO,Diesel,false,false,HOME,2,1,0
pinnacle-Slc,Oakmont Office,CAB,"July 8, 2026",16:30,"3,364,870",LOGOUT,false,Divya Kozlov Travel,YQL 290 GP,YQL 290 GP,3,20.7,25.47,"1,783,528,200","1,783,533,240","1,783,527,215","1,783,532,491",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"July 13, 2026",09:00,"3,384,014",LOGIN,false,Rahul Orlov Travel,WSJ 726 GP,WSJ 726 GP,3,16.22,17.22,"1,783,928,760","1,783,932,900","1,783,929,043","1,783,933,342",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"July 14, 2026",08:30,"3,390,188",LOGIN,false,Divya Mikhailov Travel,AKW 429 GP,AKW 429 GP,3,11.81,12.13,"1,784,014,500","1,784,017,500","1,784,015,316","1,784,018,808",DRIVER,1,AUTO,Diesel,false,false,NA,3,2,0
vanta-Sea,Denver Office,CAB,"June 25, 2026",22:16,"4,986,533",LOGOUT,false,Sanjay Mikhailov Travel,ALT 033 GP,ALT 033 GP,3,11.96,11.7,"1,782,426,660","1,782,427,980","1,782,425,404","1,782,428,118",NODELAY,0,AUTO,Electric,false,false,NA,2,2,0
vanta-Sea,Denver Office,BUS,"June 29, 2026",11:00,"4,993,883",LOGIN,false,Aarav Petrov Travel,EML 326 GP,EML 326 GP,12,8.34,11,"1,782,726,840","1,782,729,900","1,782,726,376","1,782,730,604",NODELAY,0,MANUAL,Petrol,false,false,NODAL,12,12,0
pinnacle-Slc,Oakmont Office,CAB,"June 16, 2026",06:30,"3,250,754",LOGIN,true,Karan Mikhailov Travel,TJZ 991 GP,TJZ 991 GP,3,32.15,30.9,"1,781,587,860","1,781,591,100","1,781,587,260","1,781,591,417",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 24, 2026",15:30,"3,296,625",LOGOUT,false,Rahul Mikhailov Travel,MED 823 GP,MED 823 GP,3,3.86,4.05,"1,782,315,000","1,782,315,900","1,782,315,353","1,782,316,912",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 18, 2026",13:30,"3,269,356",LOGOUT,false,Rohan Mikhailov Travel,PCO 174 GP,PCO 174 GP,3,33.71,31.73,"1,781,789,400","1,781,793,840","1,781,789,413","1,781,793,949",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Oakmont Office,CAB,"June 19, 2026",11:30,"3,273,815",LOGIN,false,Rohan Mikhailov Travel,RJD 274 GP,RJD 274 GP,3,8.83,7.5,"1,781,866,320","1,781,868,300","1,781,866,267","1,781,867,893",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
vanta-Sea,Denver Office,CAB,"June 29, 2026",19:16,"4,996,042",LOGOUT,false,Priya Mikhailov Travel,HEP 220 GP,HEP 220 GP,3,20.12,19,"1,782,761,460","1,782,762,900","1,782,760,310","1,782,765,527",NODELAY,0,AUTO,Petrol,false,false,NA,3,3,0
pinnacle-Slc,Clearwater Campus,CAB,"June 29, 2026",15:30,"3,319,790",LOGOUT,false,Rohan Mikhailov Travel,WSK 557 GP,WSK 557 GP,3,8.96,8.7,"1,782,747,000","1,782,749,100","1,782,747,293","1,782,750,232",NODELAY,0,AUTO,Diesel,false,false,NODAL,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 25, 2026",14:30,"3,305,186",LOGOUT,false,Rahul Morozov Travel,WWG 573 GP,WWG 573 GP,3,15.17,11.23,"1,782,397,800","1,782,400,500","1,782,397,692","1,782,402,148",NODELAY,0,AUTO,Diesel,false,false,NODAL,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 23, 2026",08:30,"3,286,463",LOGIN,false,Amit Mikhailov Travel,UCR 309 GP,UCR 309 GP,3,14.13,15.6,"1,782,199,020","1,782,203,100","1,782,199,306","1,782,202,294",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 18, 2026",16:30,"3,269,832",LOGOUT,false,Karan Mikhailov Travel,GGL 140 GP,GGL 140 GP,3,7.43,9.62,"1,781,800,200","1,781,802,240","1,781,800,065","1,781,802,666",NODELAY,0,AUTO,Diesel,false,false,NA,2,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 24, 2026",15:30,"3,297,681",LOGOUT,false,Arjun Mikhailov Travel,TVX 204 GP,TVX 204 GP,3,18.56,19.09,"1,782,315,000","1,782,317,880","1,782,315,275","1,782,319,428",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 25, 2026",08:30,"3,299,870",LOGIN,false,Divya Mikhailov Travel,JVB 486 GP,JVB 486 GP,3,4.03,4.99,"1,782,374,100","1,782,375,900","1,782,374,429","1,782,376,031",NODELAY,0,AUTO,Diesel,false,false,NODAL,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 27, 2026",09:30,"3,160,121",LOGIN,false,Divya Kozlov Travel,ZYA 297 GP,ZYA 297 GP,3,16.58,15.92,"1,779,871,140","1,779,873,900","1,779,871,074","1,779,875,289",TRAFFIC,3,AUTO,Diesel,false,false,NODAL,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"May 22, 2026",16:30,"3,144,223",LOGIN,false,Rohan Mikhailov Travel,FQG 499 GP,FQG 499 GP,3,18.66,18.5,"1,779,463,860","1,779,467,100","1,779,463,112","1,779,466,312",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 22, 2026",09:00,"3,141,821",LOGIN,false,Amit Volkov Travel,LOC 918 GP,LOC 918 GP,3,2.08,2.55,"1,779,438,720","1,779,440,100","1,779,438,788","1,779,440,258",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 26, 2026",08:30,"3,155,243",LOGIN,false,Rahul Orlov Travel,UFN 313 GP,UFN 313 GP,3,17.09,18.1,"1,779,780,420","1,779,783,900","1,779,780,552","1,779,783,563",NODELAY,0,AUTO,Diesel,false,false,NODAL,2,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 25, 2026",15:30,"3,152,586",LOGOUT,false,Karan Mikhailov Travel,BDV 515 GP,BDV 515 GP,3,18.17,18.2,"1,779,723,000","1,779,725,640","1,779,722,909","1,779,727,719",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"July 23, 2026",07:30,"3,437,328",LOGIN,false,Aarav Mikhailov Travel,ADS 018 GP,ADS 018 GP,3,15.29,16.58,"1,784,788,980","1,784,791,500","1,784,789,194","1,784,791,390",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"July 24, 2026",04:00,"3,444,529",LOGOUT,true,Rahul Mikhailov Travel,PYC 871 GP,PYC 871 GP,3,6.49,6.3,"1,784,865,600","1,784,866,560","1,784,866,378","1,784,867,530",EMPLOYEE,2,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"July 27, 2026",09:00,"3,449,722",LOGIN,false,Divya Mikhailov Travel,RLX 332 GP,RLX 332 GP,3,10.27,10.03,"1,785,138,900","1,785,142,500","1,785,139,250","1,785,142,980",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"July 29, 2026",20:30,"3,465,531",LOGOUT,true,Rahul Mikhailov Travel,HOO 670 GP,HOO 670 GP,3,11.88,12.9,"1,785,357,000","1,785,359,580","1,785,356,954","1,785,359,989",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"July 30, 2026",08:30,"3,471,345",LOGIN,false,Rahul Mikhailov Travel,YLW 206 GP,YLW 206 GP,3,3.9,5,"1,785,397,740","1,785,399,900","1,785,397,771","1,785,398,854",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"July 29, 2026",10:30,"3,464,655",LOGIN,false,Rohan Mikhailov Travel,QFO 000 GP,QFO 000 GP,3,17.77,18.63,"1,785,315,360","1,785,320,700","1,785,315,843","1,785,321,665",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"July 31, 2026",09:00,"3,480,624",LOGIN,false,Rahul Orlov Travel,PPO 002 GP,PPO 002 GP,3,19.25,19.56,"1,785,484,800","1,785,488,100","1,785,485,139","1,785,488,662",NODELAY,0,AUTO,Diesel,false,false,NODAL,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"July 31, 2026",10:30,"3,481,115",LOGIN,false,Karan Mikhailov Travel,RSL 057 GP,RSL 057 GP,3,23.46,24.03,"1,785,488,580","1,785,493,500","1,785,488,869","1,785,492,832",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
vanta-Aus,Cedar Ridge Office,CAB,"June 10, 2026",11:00,"1,165,356",LOGIN,false,Sneha Mikhailov Travel,PFK 499 GP,PFK 499 GP,3,12.53,11.7,"1,781,084,220","1,781,088,300","1,781,084,179","1,781,088,441",NODELAY,0,AUTO,Electric,false,false,NA,3,3,0
vanta-Aus,Cedar Ridge Office,CAB,"June 10, 2026",14:00,"1,165,636",LOGIN,false,Sneha Mikhailov Travel,WEY 396 GP,WEY 396 GP,3,38.36,37.4,"1,781,093,100","1,781,099,100","1,781,092,917","1,781,099,313",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
catalyst-Sac,Santa Clara Office,CAB,"June 15, 2026",19:00,"1,494,000",LOGIN,false,Vikram Mikhailov Travel,BLD 178 GP,BLD 178 GP,4,24.99,23.75,"1,781,542,200","1,781,548,200","1,781,541,842","1,781,547,791",NODELAY,0,AUTO,Petrol,false,false,NA,4,3,1
vanta-Aus,Cedar Ridge Office,CAB,"June 25, 2026",21:15,"1,194,838",LOGOUT,true,Meera Pavlov Travel,CVH 177 GP,CVH 177 GP,3,14.38,17.2,"1,782,423,000","1,782,426,480","1,782,421,985","1,782,424,753",NODELAY,0,AUTO,Diesel,false,false,NA,2,3,0
catalyst-Sac,Santa Clara Office,CAB,"June 18, 2026",04:30,"1,500,105",LOGOUT,true,Vikram Mikhailov Travel,SHT 613 GP,SHT 613 GP,4,19.85,20.79,"1,781,757,900","1,781,759,340","1,781,758,077","1,781,762,981",NODELAY,0,AUTO,Petrol,false,false,HOME,2,3,0
vanta-Sea,Denver Office,CAB,"June 4, 2026",19:16,"4,915,440",LOGOUT,true,Anjali Mikhailov Travel,NEU 862 GP,NEU 862 GP,3,5.78,5.2,"1,780,601,460","1,780,601,820","1,780,600,611","1,780,603,457",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,1
vanta-Sea,Denver Office,BUS,"June 4, 2026",09:00,"4,912,573",LOGIN,false,Priya Mikhailov Travel,VOH 695 GP,VOH 695 GP,5,21.09,18.8,"1,780,558,680","1,780,562,700","1,780,557,086","1,780,562,812",NODELAY,0,MANUAL,Petrol,false,false,NODAL,4,3,1
orbit-Slc,Eastgate Office,CAB,"June 13, 2026",03:30,"1,276,915",LOGOUT,false,Rohan Mikhailov Travel,XPS 253 GP,XPS 253 GP,3,19.92,20.67,"1,781,322,300","1,781,325,900","1,781,322,457","1,781,324,516",NODELAY,0,AUTO,Electric,false,false,HOME,1,1,0
vanta-Sea,Denver Office,CAB,"June 5, 2026",23:16,"4,920,342",LOGOUT,false,Aarav Mikhailov Travel,AOF 731 GP,AOF 731 GP,3,19.28,20.6,"1,780,702,260","1,780,704,480","1,780,701,504","1,780,704,956",NODELAY,0,AUTO,Electric,false,false,NA,1,1,0
catalyst-Sac,Redwood City Center,CAB,"June 24, 2026",21:30,"1,508,198",LOGIN,false,Sanjay Mikhailov Travel,LSQ 366 GP,LSQ 366 GP,4,22.16,21.86,"1,782,330,300","1,782,334,800","1,782,330,179","1,782,334,610",NODELAY,0,AUTO,Petrol,false,false,HOME,1,1,0
vanta-Sea,Denver Office,CAB,"May 27, 2026",09:00,"4,887,345",LOGIN,false,Sanjay Mikhailov Travel,RVB 605 GP,RVB 605 GP,3,4.69,3.6,"1,779,870,960","1,779,871,500","1,779,871,122","1,779,873,329",TRAFFIC,15,AUTO,Petrol,false,false,NA,1,1,0
vanta-Sea,Denver Office,CAB,"May 22, 2026",21:16,"4,876,731",LOGOUT,true,Isha Mikhailov Travel,BPI 174 GP,BPI 174 GP,5,12.59,11.9,"1,779,485,460","1,779,486,900","1,779,484,291","1,779,487,569",NODELAY,0,AUTO,Petrol,false,false,NA,4,4,1
vanta-Sea,Denver Office,CAB,"May 25, 2026",09:00,"4,879,649",LOGIN,false,Aarav Petrov Travel,DRN 512 GP,DRN 512 GP,3,14.63,12.7,"1,779,696,120","1,779,698,700","1,779,696,588","1,779,700,426",EMPLOYEE,13,AUTO,Petrol,false,false,HOME,1,1,0
vanta-Sea,Denver Office,CAB,"May 25, 2026",21:16,"4,882,472",LOGOUT,true,Isha Mikhailov Travel,OQE 574 GP,OQE 574 GP,3,20.37,20.1,"1,779,744,660","1,779,747,060","1,779,743,738","1,779,747,223",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,1
vanta-Sea,Denver Office,CAB,"May 25, 2026",22:16,"4,882,710",LOGOUT,true,Priya Mikhailov Travel,PGT 720 GP,PGT 720 GP,5,22.82,21.6,"1,779,748,260","1,779,751,440","1,779,747,419","1,779,750,444",NODELAY,0,AUTO,Petrol,false,false,NA,3,3,1
pinnacle-Slc,Willow Bend Campus,CAB,"May 5, 2026",15:30,"3,063,356",LOGOUT,false,Divya Mikhailov Travel,RGG 061 GP,RGG 061 GP,3,26.78,29.12,"1,777,995,000","1,777,999,800","1,777,995,553","1,778,002,207",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",16:30,"3,070,521",LOGOUT,false,Pooja Mikhailov Travel,FTQ 588 GP,FTQ 588 GP,3,5,5.53,"1,778,085,000","1,778,086,260","1,778,084,978","1,778,087,022",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
vanta-Sea,Denver Office,BUS,"May 29, 2026",16:16,"4,896,905",LOGOUT,false,Aarav Mikhailov Travel,ZMM 330 GP,ZMM 330 GP,12,18.68,17.2,"1,780,071,360","1,780,071,600","1,780,070,477","1,780,076,158",NODELAY,0,MANUAL,Petrol,false,false,NA,4,4,0
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",09:30,"3,054,184",LOGIN,false,Rahul Mikhailov Travel,YLW 206 GP,YLW 206 GP,3,4.85,4.6,"1,777,884,900","1,777,886,700","1,777,885,622","1,777,886,890",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",14:30,"3,075,157",LOGOUT,false,Pooja Mikhailov Travel,IZD 691 GP,IZD 691 GP,3,8.57,9,"1,778,164,200","1,778,165,400","1,778,164,436","1,778,166,405",NODELAY,0,AUTO,Diesel,false,false,NODAL,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 11, 2026",14:30,"3,087,525",LOGOUT,false,Pooja Mikhailov Travel,ZYV 971 GP,ZYV 971 GP,3,10.95,12.42,"1,778,509,800","1,778,511,960","1,778,509,613","1,778,512,025",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 7, 2026",09:30,"3,073,658",LOGIN,false,Sanjay Mikhailov Travel,FVG 534 GP,FVG 534 GP,3,3.2,2.7,"1,778,144,940","1,778,145,900","1,778,145,193","1,778,145,900",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
vanta-Sea,Denver Office,BUS,"July 6, 2026",12:00,"5,017,977",LOGIN,false,Aarav Petrov Travel,DMM 705 GP,DMM 705 GP,3,28.86,30.88,"1,783,332,960","1,783,338,300","1,783,331,829","1,783,339,027",NODELAY,0,SHUTTLE_SERVICE,Electric,false,false,HOME,3,2,1
vanta-Sea,Denver Office,CAB,"July 6, 2026",21:16,"5,019,528",LOGOUT,true,Anjali Mikhailov Travel,BGJ 459 GP,BGJ 459 GP,5,9.96,10.5,"1,783,373,460","1,783,374,420","1,783,372,560","1,783,375,476",NODELAY,0,AUTO,Petrol,false,false,HOME,4,5,0
vanta-Aus,Cedar Ridge Office,CAB,"July 29, 2026",21:15,"1,255,503",LOGOUT,false,Anjali Mikhailov Travel,KFL 890 GP,KFL 890 GP,5,5.12,9.7,"1,785,360,600","1,785,361,320","1,785,359,336","1,785,363,017",NODELAY,0,AUTO,Diesel,false,false,NA,5,6,2
vanta-Sea,Denver Office,BUS,"July 8, 2026",14:00,"5,025,183",LOGIN,false,Aarav Mikhailov Travel,DJD 537 GP,DJD 537 GP,12,12.95,7.59,"1,783,516,440","1,783,518,300","1,783,514,699","1,783,518,440",NODELAY,0,SHUTTLE_SERVICE,Petrol,false,false,HOME,1,1,0
vanta-Sea,Denver Office,CAB,"July 9, 2026",23:16,"5,031,540",LOGOUT,false,Sanjay Mikhailov Travel,WZC 925 GP,WZC 925 GP,5,6.22,9.2,"1,783,639,860","1,783,640,520","1,783,638,981","1,783,640,740",NODELAY,0,AUTO,Petrol,false,false,HOME,3,3,0
vanta-Sea,Denver Office,BUS,"July 13, 2026",11:00,"5,038,779",LOGIN,false,Isha Mikhailov Travel,RUN 731 GP,RUN 731 GP,3,24.12,23.37,"1,783,934,520","1,783,939,500","1,783,934,014","1,783,941,274",TRAFFIC,14,SHUTTLE_SERVICE,Petrol,false,false,HOME,3,3,0
vanta-Sea,Denver Office,BUS,"July 13, 2026",14:00,"5,039,206",LOGIN,false,Aarav Mikhailov Travel,NXE 856 GP,NXE 856 GP,3,15.01,11.89,"1,783,948,260","1,783,950,300","1,783,948,192","1,783,950,099",NODELAY,0,SHUTTLE_SERVICE,Petrol,false,false,HOME,3,2,1
vanta-Sea,Denver Office,CAB,"July 15, 2026",21:16,"5,049,935",LOGOUT,false,Priya Mikhailov Travel,GWY 509 GP,GWY 509 GP,12,17.38,20.8,"1,784,151,060","1,784,154,660","1,784,150,167","1,784,155,104",NODELAY,0,AUTO,Petrol,false,false,HOME,4,4,0
vanta-Sea,Denver Office,CAB,"July 15, 2026",22:16,"5,050,203",LOGOUT,true,Priya Mikhailov Travel,BMJ 914 GP,BMJ 914 GP,3,27.38,28.7,"1,784,154,660","1,784,158,920","1,784,154,113","1,784,158,226",NODELAY,0,AUTO,Petrol,false,false,HOME,1,2,0
vanta-Sea,Denver Office,CAB,"July 7, 2026",20:16,"5,023,003",LOGOUT,true,Isha Mikhailov Travel,IUN 361 GP,IUN 361 GP,12,10.52,9.6,"1,783,456,260","1,783,457,400","1,783,455,513","1,783,458,509",NODELAY,0,AUTO,Petrol,false,false,HOME,4,3,2
vanta-Sea,Denver Office,CAB,"July 14, 2026",23:16,"5,045,441",LOGOUT,false,Sanjay Mikhailov Travel,IDR 854 GP,IDR 854 GP,5,8.56,8.5,"1,784,071,860","1,784,073,000","1,784,070,635","1,784,072,507",NODELAY,0,AUTO,Petrol,false,false,HOME,4,4,0
catalyst-Sac,Santa Clara Office,CAB,"June 29, 2026",19:00,"1,513,934",LOGOUT,true,Vikram Mikhailov Travel,PXH 397 GP,PXH 397 GP,4,23.95,24,"1,782,760,500","1,782,762,780","1,782,760,502","1,782,765,890",NODELAY,0,AUTO,Petrol,false,false,HOME,2,3,0
vanta-Sea,Denver Office,CAB,"June 9, 2026",08:00,"4,926,302",LOGIN,false,Karan Mikhailov Travel,BTF 871 GP,BTF 871 GP,3,16.9,18.5,"1,780,988,760","1,780,991,100","1,780,989,001","1,780,991,915",NODELAY,0,AUTO,Petrol,false,false,HOME,2,2,0
vanta-Sea,Denver Office,CAB,"June 9, 2026",21:16,"4,929,115",LOGOUT,false,Isha Mikhailov Travel,LSY 538 GP,LSY 538 GP,3,16.14,16.2,"1,781,040,660","1,781,042,280","1,781,039,686","1,781,042,762",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,0
orbit-Slc,Lakeside Commons,BUS,"June 30, 2026",15:30,"1,308,005",LOGOUT,false,Rahul Mikhailov Travel,ZIS 968 GP,ZIS 968 GP,3,23.89,25.1,"1,782,834,300","1,782,837,900","1,782,833,714","1,782,840,712",NODELAY,0,MANUAL,Diesel,false,false,HOME,2,2,0
vanta-Sea,Denver Office,CAB,"June 10, 2026",08:00,"4,930,235",LOGIN,false,Sanjay Mikhailov Travel,SNS 092 GP,SNS 092 GP,3,21.23,17.9,"1,781,074,620","1,781,077,500","1,781,074,875","1,781,077,467",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,0
vanta-Sea,Denver Office,BUS,"June 17, 2026",09:00,"4,954,360",LOGIN,false,Aarav Petrov Travel,JAO 114 GP,JAO 114 GP,3,33.06,29.3,"1,781,681,520","1,781,685,900","1,781,680,713","1,781,685,823",NODELAY,0,MANUAL,Petrol,false,false,HOME,1,1,0
vanta-Sea,Denver Office,BUS,"June 16, 2026",11:00,"4,950,481",LOGIN,false,Sanjay Mikhailov Travel,AHP 249 GP,AHP 249 GP,12,15.63,16.5,"1,781,602,860","1,781,606,700","1,781,602,220","1,781,608,300",DRIVER,11,MANUAL,Petrol,false,false,NA,7,6,1
pinnacle-Slc,Willow Bend Campus,CAB,"May 11, 2026",09:30,"3,086,277",LOGIN,false,Rohan Mikhailov Travel,DCP 894 GP,DCP 894 GP,3,17.16,16.8,"1,778,486,700","1,778,491,500","1,778,487,078","1,778,491,634",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Oakmont Office,CAB,"May 13, 2026",08:30,"3,098,021",LOGIN,false,Rahul Mikhailov Travel,SKH 909 GP,SKH 909 GP,3,30.22,29.7,"1,778,655,120","1,778,660,700","1,778,655,300","1,778,659,188",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 13, 2026",10:30,"3,096,954",LOGIN,false,Rahul Mikhailov Travel,YNU 372 GP,YNU 372 GP,3,6.62,6.32,"1,778,665,320","1,778,667,900","1,778,665,620","1,778,668,212",NODELAY,0,AUTO,Diesel,false,false,NODAL,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"May 15, 2026",09:30,"3,109,459",LOGIN,false,Rohan Mikhailov Travel,DJQ 450 GP,DJQ 450 GP,3,2.94,3.8,"1,778,835,480","1,778,837,100","1,778,836,265","1,778,837,012",NODELAY,0,AUTO,Diesel,false,false,NODAL,3,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 13, 2026",16:30,"3,100,785",LOGOUT,false,Aarav Mikhailov Travel,RNB 459 GP,RNB 459 GP,3,3.55,3.64,"1,778,689,800","1,778,691,540","1,778,690,898","1,778,692,084",EMPLOYEE,3,AUTO,Diesel,false,false,HOME,3,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 12, 2026",08:30,"3,090,422",LOGIN,false,Divya Sokolov Travel,KIZ 187 GP,KIZ 187 GP,3,4.49,6.5,"1,778,572,620","1,778,574,300","1,778,573,038","1,778,574,981",NODELAY,0,AUTO,Diesel,false,false,NA,3,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 11, 2026",09:30,"3,088,360",LOGIN,false,Aarav Mikhailov Travel,VTE 285 GP,VTE 285 GP,5,4.56,4.07,"1,778,489,580","1,778,491,500","1,778,489,999","1,778,492,232",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 21, 2026",09:30,"3,136,520",LOGIN,false,Rahul Morozov Travel,EOL 363 GP,EOL 363 GP,3,4.63,4.16,"1,779,354,000","1,779,355,500","1,779,355,134","1,779,356,060",NODELAY,0,AUTO,Diesel,false,false,HOME,2,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 21, 2026",15:30,"3,138,244",LOGOUT,false,Rohan Mikhailov Travel,LPL 849 GP,LPL 849 GP,3,6.43,6.65,"1,779,377,400","1,779,378,540","1,779,376,880","1,779,380,088",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Clearwater Campus,CAB,"May 21, 2026",15:30,"3,140,012",LOGOUT,false,Aarav Mikhailov Travel,VAM 965 GP,VAM 965 GP,3,11.27,3.2,"1,779,377,400","1,779,379,500","1,779,378,456","1,779,381,622",EMPLOYEE,8,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 25, 2026",14:30,"3,150,505",LOGOUT,false,Sanjay Mikhailov Travel,ZBF 982 GP,ZBF 982 GP,3,6.75,6.8,"1,779,719,400","1,779,720,480","1,779,719,608","1,779,721,512",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 18, 2026",08:30,"3,116,751",LOGIN,false,Aarav Mikhailov Travel,QBR 736 GP,QBR 736 GP,3,16.92,22.18,"1,779,089,160","1,779,092,700","1,779,089,562","1,779,092,468",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 15, 2026",15:00,"3,112,227",LOGOUT,false,Karan Mikhailov Travel,IGA 535 GP,IGA 535 GP,3,13.42,13.2,"1,778,857,200","1,778,860,260","1,778,857,554","1,778,859,858",NODELAY,0,AUTO,Diesel,false,false,HOME,3,1,0
catalyst-Sac,Santa Clara Office,CAB,"July 1, 2026",21:30,"1,518,584",LOGOUT,true,Vikram Mikhailov Travel,SAB 062 GP,SAB 062 GP,4,33.16,33.2,"1,782,942,300","1,782,945,660","1,782,942,398","1,782,949,526",NODELAY,0,AUTO,Petrol,false,false,HOME,3,4,0
vanta-Aus,Cedar Ridge Office,CAB,"July 2, 2026",06:00,"1,206,327",LOGIN,false,Sneha Mikhailov Travel,BGM 899 GP,BGM 899 GP,3,15.77,17.3,"1,782,968,880","1,782,971,100","1,782,968,735","1,782,970,391",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
vanta-Aus,Cedar Ridge Office,CAB,"July 2, 2026",11:00,"1,206,853",LOGIN,false,Anjali Mikhailov Travel,KOW 752 GP,KOW 752 GP,6,11.53,11.6,"1,782,985,620","1,782,989,100","1,782,985,789","1,782,989,376",NODELAY,0,AUTO,Diesel,false,false,HOME,5,5,0
orbit-Slc,Lakeside Commons,BUS,"July 1, 2026",15:30,"1,310,457",LOGOUT,false,Rahul Mikhailov Travel,KUT 414 GP,KUT 414 GP,3,27.37,32.9,"1,782,920,700","1,782,921,900","1,782,920,387","1,782,928,437",NODELAY,0,MANUAL,Diesel,false,false,NODAL,3,3,0
orbit-Slc,Eastgate Office,CAB,"July 2, 2026",22:00,"1,313,316",LOGOUT,false,Rohan Mikhailov Travel,ROJ 199 GP,ROJ 199 GP,3,27.89,29.7,"1,783,030,500","1,783,035,300","1,783,030,688","1,783,034,117",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
