site_id,shift_band,date,corridor_congestion_index,avg_speed_kmph,source
Clearwater Campus,EVENING,2026-06-03,3.1,52.0,SYNTHETIC
Clearwater Campus,EVENING,2026-06-04,12.0,51.3,SYNTHETIC
Clearwater Campus,EVENING,2026-06-05,14.0,46.1,SYNTHETIC
Clearwater Campus,EVENING,2026-06-08,12.0,45.2,SYNTHETIC
Clearwater Campus,EVENING,2026-06-09,14.4,49.0,SYNTHETIC
Clearwater Campus,EVENING,2026-06-10,9.8,51.9,SYNTHETIC
Clearwater Campus,EVENING,2026-06-11,2.2,56.2,SYNTHETIC
Clearwater Campus,EVENING,2026-06-12,19.7,47.7,SYNTHETIC
Clearwater Campus,EVENING,2026-06-15,3.6,48.9,SYNTHETIC
Clearwater Campus,EVENING,2026-06-16,1.3,57.7,SYNTHETIC
Clearwater Campus,EVENING,2026-06-17,12.4,47.7,SYNTHETIC
Clearwater Campus,EVENING,2026-06-18,12.6,54.4,SYNTHETIC
Clearwater Campus,EVENING,2026-06-19,10.2,50.3,SYNTHETIC
Clearwater Campus,EVENING,2026-06-22,10.2,50.3,SYNTHETIC
Clearwater Campus,EVENING,2026-06-23,13.9,50.3,SYNTHETIC
Clearwater Campus,EVENING,2026-06-24,15.1,51.8,SYNTHETIC
Clearwater Campus,EVENING,2026-06-25,11.5,56.0,SYNTHETIC
Clearwater Campus,EVENING,2026-06-26,2.7,52.5,SYNTHETIC
Clearwater Campus,EVENING,2026-06-29,18.6,46.9,SYNTHETIC
Clearwater Campus,EVENING,2026-06-30,4.6,52.3,SYNTHETIC
Clearwater Campus,EVENING,2026-07-01,17.6,52.7,SYNTHETIC
Clearwater Campus,EVENING,2026-07-02,27.1,42.7,SYNTHETIC
Clearwater Campus,EVENING,2026-07-03,6.3,48.7,SYNTHETIC
Clearwater Campus,EVENING,2026-07-04,4.8,49.2,SYNTHETIC
Clearwater Campus,EVENING,2026-07-06,11.0,48.9,SYNTHETIC
Clearwater Campus,EVENING,2026-07-07,24.6,40.2,SYNTHETIC
Clearwater Campus,EVENING,2026-07-08,9.9,52.3,SYNTHETIC
Clearwater Campus,EVENING,2026-07-09,23.8,47.0,SYNTHETIC
Clearwater Campus,EVENING,2026-07-10,18.1,48.2,SYNTHETIC
Clearwater Campus,EVENING,2026-07-13,14.7,46.1,SYNTHETIC
Clearwater Campus,EVENING,2026-07-14,10.5,54.9,SYNTHETIC
Clearwater Campus,EVENING,2026-07-15,15.0,48.5,SYNTHETIC
Clearwater Campus,EVENING,2026-07-16,11.7,52.5,SYNTHETIC
Clearwater Campus,EVENING,2026-07-17,10.6,45.8,SYNTHETIC
Clearwater Campus,EVENING,2026-07-20,18.9,47.4,SYNTHETIC
Clearwater Campus,EVENING,2026-07-21,3.7,48.5,SYNTHETIC
Clearwater Campus,EVENING,2026-07-22,20.2,43.1,SYNTHETIC
Clearwater Campus,EVENING,2026-07-23,10.1,53.3,SYNTHETIC
Clearwater Campus,EVENING,2026-07-24,11.0,53.8,SYNTHETIC
Clearwater Campus,EVENING,2026-07-27,10.8,52.0,SYNTHETIC
Clearwater Campus,EVENING,2026-07-28,10.9,49.1,SYNTHETIC
Clearwater Campus,EVENING,2026-07-29,9.7,52.2,SYNTHETIC
Clearwater Campus,EVENING,2026-07-30,26.2,46.6,SYNTHETIC
Clearwater Campus,EVENING,2026-07-31,14.7,48.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-02,12.5,53.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-04,14.2,45.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-05,12.6,45.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-06,8.7,56.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-07,19.8,48.7,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-08,16.1,50.4,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-09,12.9,52.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-11,23.6,49.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-12,18.6,46.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-13,12.1,50.7,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-14,8.9,53.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-15,9.0,52.4,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-16,7.9,55.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-18,4.8,57.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-19,8.4,50.1,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-20,18.1,47.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-21,11.8,52.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-22,13.3,45.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-23,8.0,47.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-25,16.3,45.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-26,5.1,46.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-27,11.4,48.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-29,7.3,50.4,SYNTHETIC
Clearwater Campus,NIGHT,2026-05-30,20.3,47.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-01,2.2,55.7,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-02,17.3,44.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-03,19.7,46.1,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-04,18.4,46.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-05,9.3,47.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-06,19.9,50.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-08,24.2,45.4,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-09,13.5,53.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-10,12.8,51.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-11,0.0,51.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-12,16.4,42.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-15,5.6,54.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-16,21.0,45.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-17,12.8,47.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-18,10.6,50.4,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-19,0.9,55.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-22,11.6,48.7,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-23,15.3,45.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-24,8.1,48.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-25,0.0,57.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-26,11.6,53.3,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-29,14.1,51.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-06-30,9.2,52.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-01,17.1,48.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-02,17.9,46.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-03,16.0,45.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-06,0.0,57.1,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-07,13.7,51.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-08,17.8,49.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-09,19.5,41.9,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-10,10.5,50.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-13,16.5,48.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-14,11.7,50.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-15,16.7,48.4,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-16,6.5,54.6,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-17,18.4,50.7,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-20,12.4,52.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-21,8.2,54.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-22,18.8,39.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-23,7.7,55.0,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-24,5.8,51.2,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-27,6.1,55.7,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-28,0.0,60.8,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-29,16.1,46.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-30,13.2,47.5,SYNTHETIC
Clearwater Campus,NIGHT,2026-07-31,11.0,46.6,SYNTHETIC
Crestwood Campus,DAY,2026-05-04,12.4,54.1,SYNTHETIC
Crestwood Campus,DAY,2026-05-05,16.6,45.0,SYNTHETIC
Crestwood Campus,DAY,2026-05-06,13.0,53.6,SYNTHETIC
Crestwood Campus,DAY,2026-05-07,9.7,55.1,SYNTHETIC
Crestwood Campus,DAY,2026-05-08,13.9,52.0,SYNTHETIC
Crestwood Campus,DAY,2026-05-11,5.0,58.0,SYNTHETIC
Crestwood Campus,DAY,2026-05-12,10.7,55.0,SYNTHETIC
Crestwood Campus,DAY,2026-05-13,11.1,50.2,SYNTHETIC
Crestwood Campus,DAY,2026-05-14,15.9,46.2,SYNTHETIC
Crestwood Campus,DAY,2026-05-18,13.2,51.3,SYNTHETIC
Crestwood Campus,DAY,2026-05-19,10.6,53.1,SYNTHETIC
Crestwood Campus,DAY,2026-05-20,16.2,44.9,SYNTHETIC
Crestwood Campus,DAY,2026-05-21,8.3,50.2,SYNTHETIC
Crestwood Campus,DAY,2026-05-22,10.4,49.8,SYNTHETIC
Crestwood Campus,DAY,2026-05-25,16.1,44.2,SYNTHETIC
Crestwood Campus,DAY,2026-05-26,21.9,44.1,SYNTHETIC
Crestwood Campus,DAY,2026-05-27,24.1,41.1,SYNTHETIC
Crestwood Campus,DAY,2026-05-28,14.4,45.2,SYNTHETIC
Crestwood Campus,DAY,2026-06-02,14.3,45.4,SYNTHETIC
Crestwood Campus,DAY,2026-06-03,16.9,49.8,SYNTHETIC
Crestwood Campus,DAY,2026-06-04,14.5,48.5,SYNTHETIC
Crestwood Campus,DAY,2026-06-05,6.0,50.3,SYNTHETIC
Crestwood Campus,DAY,2026-06-06,4.5,60.6,SYNTHETIC
Crestwood Campus,DAY,2026-06-08,19.2,42.9,SYNTHETIC
Crestwood Campus,DAY,2026-06-09,15.4,48.0,SYNTHETIC
Crestwood Campus,DAY,2026-06-10,17.9,46.8,SYNTHETIC
Crestwood Campus,DAY,2026-06-11,11.5,47.1,SYNTHETIC
Crestwood Campus,DAY,2026-06-12,7.2,54.5,SYNTHETIC
Crestwood Campus,DAY,2026-06-15,8.7,50.6,SYNTHETIC
Crestwood Campus,DAY,2026-06-16,21.9,47.7,SYNTHETIC
Crestwood Campus,DAY,2026-06-17,5.0,54.5,SYNTHETIC
Crestwood Campus,DAY,2026-06-18,4.7,51.1,SYNTHETIC
Crestwood Campus,DAY,2026-06-19,16.2,56.1,SYNTHETIC
Crestwood Campus,DAY,2026-06-22,18.3,46.7,SYNTHETIC
Crestwood Campus,DAY,2026-06-23,17.2,49.9,SYNTHETIC
Crestwood Campus,DAY,2026-06-24,21.2,55.1,SYNTHETIC
Crestwood Campus,DAY,2026-06-25,7.4,55.3,SYNTHETIC
Crestwood Campus,DAY,2026-06-26,5.3,56.0,SYNTHETIC
Crestwood Campus,DAY,2026-06-29,2.4,53.2,SYNTHETIC
Crestwood Campus,DAY,2026-06-30,19.2,46.5,SYNTHETIC
Crestwood Campus,DAY,2026-07-01,5.7,54.6,SYNTHETIC
Crestwood Campus,DAY,2026-07-02,8.7,51.5,SYNTHETIC
Crestwood Campus,DAY,2026-07-03,8.3,45.4,SYNTHETIC
Crestwood Campus,DAY,2026-07-06,11.9,49.4,SYNTHETIC
Crestwood Campus,DAY,2026-07-07,9.6,57.9,SYNTHETIC
Crestwood Campus,DAY,2026-07-08,22.8,49.4,SYNTHETIC
Crestwood Campus,DAY,2026-07-09,14.4,50.8,SYNTHETIC
Crestwood Campus,DAY,2026-07-10,10.0,51.8,SYNTHETIC
Crestwood Campus,DAY,2026-07-13,14.5,45.2,SYNTHETIC
Crestwood Campus,DAY,2026-07-14,8.4,50.2,SYNTHETIC
Crestwood Campus,DAY,2026-07-15,20.9,45.8,SYNTHETIC
Crestwood Campus,DAY,2026-07-16,7.6,49.9,SYNTHETIC
Crestwood Campus,DAY,2026-07-17,12.4,45.1,SYNTHETIC
Crestwood Campus,DAY,2026-07-20,18.6,41.1,SYNTHETIC
Crestwood Campus,DAY,2026-07-21,13.6,45.7,SYNTHETIC
Crestwood Campus,DAY,2026-07-22,22.5,48.0,SYNTHETIC
Crestwood Campus,DAY,2026-07-23,20.5,45.9,SYNTHETIC
Crestwood Campus,DAY,2026-07-24,18.5,47.6,SYNTHETIC
Crestwood Campus,DAY,2026-07-27,9.0,54.0,SYNTHETIC
Crestwood Campus,DAY,2026-07-28,6.0,53.2,SYNTHETIC
Crestwood Campus,DAY,2026-07-29,16.8,48.2,SYNTHETIC
Crestwood Campus,DAY,2026-07-30,8.7,55.4,SYNTHETIC
Crestwood Campus,DAY,2026-07-31,18.6,43.1,SYNTHETIC
Crestwood Campus,EARLY,2026-05-01,18.5,43.6,SYNTHETIC
Crestwood Campus,EARLY,2026-05-04,10.6,49.3,SYNTHETIC
Crestwood Campus,EARLY,2026-05-05,20.8,44.5,SYNTHETIC
Crestwood Campus,EARLY,2026-05-06,12.0,52.3,SYNTHETIC
Crestwood Campus,EARLY,2026-05-07,13.9,46.3,SYNTHETIC
Crestwood Campus,EARLY,2026-05-08,12.2,52.7,SYNTHETIC
Crestwood Campus,EARLY,2026-05-11,10.4,55.2,SYNTHETIC
Crestwood Campus,EARLY,2026-05-12,11.4,50.0,SYNTHETIC
Crestwood Campus,EARLY,2026-05-13,21.1,44.9,SYNTHETIC
Crestwood Campus,EARLY,2026-05-14,10.1,50.5,SYNTHETIC
Crestwood Campus,EARLY,2026-05-15,13.4,51.5,SYNTHETIC
Crestwood Campus,EARLY,2026-05-18,10.1,49.3,SYNTHETIC
Crestwood Campus,EARLY,2026-05-19,18.2,49.0,SYNTHETIC
Crestwood Campus,EARLY,2026-05-20,0.0,56.8,SYNTHETIC
Crestwood Campus,EARLY,2026-05-21,18.9,40.9,SYNTHETIC
Crestwood Campus,EARLY,2026-05-22,8.7,51.4,SYNTHETIC
Crestwood Campus,EARLY,2026-05-25,18.5,45.8,SYNTHETIC
Crestwood Campus,EARLY,2026-05-26,17.5,50.4,SYNTHETIC
Crestwood Campus,EARLY,2026-05-27,8.2,48.2,SYNTHETIC
Crestwood Campus,EARLY,2026-05-28,12.0,53.4,SYNTHETIC
Crestwood Campus,EARLY,2026-05-29,10.4,55.5,SYNTHETIC
Crestwood Campus,EARLY,2026-06-01,15.2,47.6,SYNTHETIC
Crestwood Campus,EARLY,2026-06-02,21.7,43.7,SYNTHETIC
Crestwood Campus,EARLY,2026-06-03,10.2,47.2,SYNTHETIC
Crestwood Campus,EARLY,2026-06-04,25.7,35.9,SYNTHETIC
Crestwood Campus,EARLY,2026-06-05,2.2,53.6,SYNTHETIC
Crestwood Campus,EARLY,2026-06-06,16.5,44.0,SYNTHETIC
Crestwood Campus,EARLY,2026-06-08,8.6,55.2,SYNTHETIC
Crestwood Campus,EARLY,2026-06-09,13.7,47.7,SYNTHETIC
Crestwood Campus,EARLY,2026-06-10,9.0,51.5,SYNTHETIC
Crestwood Campus,EARLY,2026-06-11,8.7,54.4,SYNTHETIC
Crestwood Campus,EARLY,2026-06-12,20.3,47.6,SYNTHETIC
Crestwood Campus,EARLY,2026-06-13,7.0,52.7,SYNTHETIC
Crestwood Campus,EARLY,2026-06-15,8.6,53.9,SYNTHETIC
Crestwood Campus,EARLY,2026-06-16,12.7,53.0,SYNTHETIC
Crestwood Campus,EARLY,2026-06-17,24.6,40.9,SYNTHETIC
Crestwood Campus,EARLY,2026-06-18,1.5,52.9,SYNTHETIC
Crestwood Campus,EARLY,2026-06-19,2.3,51.5,SYNTHETIC
Crestwood Campus,EARLY,2026-06-20,6.1,57.4,SYNTHETIC
Crestwood Campus,EARLY,2026-06-22,15.2,53.5,SYNTHETIC
Crestwood Campus,EARLY,2026-06-23,15.9,49.2,SYNTHETIC
Crestwood Campus,EARLY,2026-06-24,17.4,47.6,SYNTHETIC
Crestwood Campus,EARLY,2026-06-25,10.1,47.8,SYNTHETIC
Crestwood Campus,EARLY,2026-06-26,12.0,49.0,SYNTHETIC
Crestwood Campus,EARLY,2026-06-27,11.8,55.2,SYNTHETIC
Crestwood Campus,EARLY,2026-06-29,24.7,47.7,SYNTHETIC
Crestwood Campus,EARLY,2026-06-30,5.7,55.5,SYNTHETIC
Crestwood Campus,EARLY,2026-07-01,13.4,47.6,SYNTHETIC
Crestwood Campus,EARLY,2026-07-02,17.7,47.4,SYNTHETIC
Crestwood Campus,EARLY,2026-07-03,17.1,44.7,SYNTHETIC
Crestwood Campus,EARLY,2026-07-04,10.6,53.6,SYNTHETIC
Crestwood Campus,EARLY,2026-07-06,5.9,52.9,SYNTHETIC
Crestwood Campus,EARLY,2026-07-07,14.7,46.4,SYNTHETIC
Crestwood Campus,EARLY,2026-07-08,1.2,58.1,SYNTHETIC
Crestwood Campus,EARLY,2026-07-09,17.1,46.0,SYNTHETIC
Crestwood Campus,EARLY,2026-07-10,16.5,43.9,SYNTHETIC
Crestwood Campus,EARLY,2026-07-11,19.5,47.3,SYNTHETIC
Crestwood Campus,EARLY,2026-07-13,11.5,52.4,SYNTHETIC
Crestwood Campus,EARLY,2026-07-14,14.5,41.4,SYNTHETIC
Crestwood Campus,EARLY,2026-07-15,8.7,50.6,SYNTHETIC
Crestwood Campus,EARLY,2026-07-16,2.5,56.5,SYNTHETIC
Crestwood Campus,EARLY,2026-07-17,0.9,59.8,SYNTHETIC
Crestwood Campus,EARLY,2026-07-18,18.8,49.1,SYNTHETIC
Crestwood Campus,EARLY,2026-07-20,5.8,53.9,SYNTHETIC
Crestwood Campus,EARLY,2026-07-21,10.8,50.7,SYNTHETIC
Crestwood Campus,EARLY,2026-07-22,8.2,51.8,SYNTHETIC
Crestwood Campus,EARLY,2026-07-23,0.0,58.5,SYNTHETIC
Crestwood Campus,EARLY,2026-07-24,11.3,55.0,SYNTHETIC
Crestwood Campus,EARLY,2026-07-25,10.2,54.3,SYNTHETIC
Crestwood Campus,EARLY,2026-07-27,18.5,43.7,SYNTHETIC
Crestwood Campus,EARLY,2026-07-28,20.6,47.1,SYNTHETIC
Crestwood Campus,EARLY,2026-07-29,9.0,53.7,SYNTHETIC
Crestwood Campus,EARLY,2026-07-30,18.8,47.3,SYNTHETIC
Crestwood Campus,EARLY,2026-07-31,1.0,54.7,SYNTHETIC
Crestwood Campus,EVENING,2026-05-01,14.0,50.9,SYNTHETIC
Crestwood Campus,EVENING,2026-05-04,19.7,43.3,SYNTHETIC
Crestwood Campus,EVENING,2026-05-05,6.6,49.8,SYNTHETIC
Crestwood Campus,EVENING,2026-05-06,8.0,46.7,SYNTHETIC
Crestwood Campus,EVENING,2026-05-07,14.0,49.7,SYNTHETIC
Crestwood Campus,EVENING,2026-05-08,5.4,53.8,SYNTHETIC
Crestwood Campus,EVENING,2026-05-11,10.6,47.4,SYNTHETIC
Crestwood Campus,EVENING,2026-05-12,18.8,49.8,SYNTHETIC
Crestwood Campus,EVENING,2026-05-13,7.7,50.8,SYNTHETIC
Crestwood Campus,EVENING,2026-05-14,11.6,51.9,SYNTHETIC
Crestwood Campus,EVENING,2026-05-15,6.9,53.4,SYNTHETIC
Crestwood Campus,EVENING,2026-05-18,9.7,48.3,SYNTHETIC
Crestwood Campus,EVENING,2026-05-19,13.5,48.3,SYNTHETIC
Crestwood Campus,EVENING,2026-05-20,12.9,52.4,SYNTHETIC
Crestwood Campus,EVENING,2026-05-21,17.9,47.0,SYNTHETIC
Crestwood Campus,EVENING,2026-05-22,12.8,46.0,SYNTHETIC
Crestwood Campus,EVENING,2026-05-25,12.2,51.9,SYNTHETIC
Crestwood Campus,EVENING,2026-05-26,8.5,48.4,SYNTHETIC
Crestwood Campus,EVENING,2026-05-27,7.4,53.1,SYNTHETIC
Crestwood Campus,EVENING,2026-05-28,3.2,56.8,SYNTHETIC
Crestwood Campus,EVENING,2026-05-29,16.1,40.3,SYNTHETIC
Crestwood Campus,EVENING,2026-06-01,5.0,51.4,SYNTHETIC
Crestwood Campus,EVENING,2026-06-02,22.7,38.9,SYNTHETIC
Crestwood Campus,EVENING,2026-06-03,2.4,53.8,SYNTHETIC
Crestwood Campus,EVENING,2026-06-04,18.7,49.8,SYNTHETIC
Crestwood Campus,EVENING,2026-06-05,0.0,58.5,SYNTHETIC
Crestwood Campus,EVENING,2026-06-08,12.1,53.9,SYNTHETIC
Crestwood Campus,EVENING,2026-06-09,19.9,43.8,SYNTHETIC
Crestwood Campus,EVENING,2026-06-10,8.5,49.5,SYNTHETIC
Crestwood Campus,EVENING,2026-06-11,7.0,51.1,SYNTHETIC
Crestwood Campus,EVENING,2026-06-12,16.1,46.2,SYNTHETIC
Crestwood Campus,EVENING,2026-06-15,16.5,48.0,SYNTHETIC
Crestwood Campus,EVENING,2026-06-16,24.2,41.7,SYNTHETIC
Crestwood Campus,EVENING,2026-06-17,14.3,44.7,SYNTHETIC
Crestwood Campus,EVENING,2026-06-18,11.6,52.2,SYNTHETIC
Crestwood Campus,EVENING,2026-06-19,15.5,51.3,SYNTHETIC
Crestwood Campus,EVENING,2026-06-22,8.8,50.2,SYNTHETIC
Crestwood Campus,EVENING,2026-06-23,23.2,48.3,SYNTHETIC
Crestwood Campus,EVENING,2026-06-24,19.7,49.1,SYNTHETIC
Crestwood Campus,EVENING,2026-06-25,12.3,45.2,SYNTHETIC
Crestwood Campus,EVENING,2026-06-26,5.1,53.9,SYNTHETIC
Crestwood Campus,EVENING,2026-06-29,22.2,45.4,SYNTHETIC
Crestwood Campus,EVENING,2026-06-30,5.7,52.0,SYNTHETIC
Crestwood Campus,EVENING,2026-07-01,14.0,51.4,SYNTHETIC
Crestwood Campus,EVENING,2026-07-02,16.9,44.8,SYNTHETIC
Crestwood Campus,EVENING,2026-07-03,14.1,47.0,SYNTHETIC
Crestwood Campus,EVENING,2026-07-06,6.0,49.2,SYNTHETIC
Crestwood Campus,EVENING,2026-07-07,12.0,47.9,SYNTHETIC
Crestwood Campus,EVENING,2026-07-08,18.1,49.7,SYNTHETIC
Crestwood Campus,EVENING,2026-07-09,17.2,50.4,SYNTHETIC
Crestwood Campus,EVENING,2026-07-10,20.0,43.7,SYNTHETIC
Crestwood Campus,EVENING,2026-07-13,7.8,51.1,SYNTHETIC
Crestwood Campus,EVENING,2026-07-14,21.3,47.9,SYNTHETIC
Crestwood Campus,EVENING,2026-07-15,24.4,45.1,SYNTHETIC
Crestwood Campus,EVENING,2026-07-16,13.8,50.4,SYNTHETIC
Crestwood Campus,EVENING,2026-07-17,12.7,50.7,SYNTHETIC
Crestwood Campus,EVENING,2026-07-20,19.5,49.4,SYNTHETIC
Crestwood Campus,EVENING,2026-07-21,21.8,44.1,SYNTHETIC
Crestwood Campus,EVENING,2026-07-22,13.4,50.1,SYNTHETIC
Crestwood Campus,EVENING,2026-07-23,0.3,53.8,SYNTHETIC
Crestwood Campus,EVENING,2026-07-24,19.9,49.2,SYNTHETIC
Crestwood Campus,EVENING,2026-07-27,11.2,47.8,SYNTHETIC
Crestwood Campus,EVENING,2026-07-28,18.2,47.4,SYNTHETIC
Crestwood Campus,EVENING,2026-07-29,20.0,44.5,SYNTHETIC
Crestwood Campus,EVENING,2026-07-30,12.0,50.5,SYNTHETIC
Crestwood Campus,EVENING,2026-07-31,26.4,47.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-05-07,5.6,58.4,SYNTHETIC
Crestwood Campus,NIGHT,2026-05-20,10.5,52.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-05-21,6.7,52.4,SYNTHETIC
Crestwood Campus,NIGHT,2026-05-22,8.8,51.5,SYNTHETIC
Crestwood Campus,NIGHT,2026-05-29,4.4,53.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-01,12.9,49.6,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-02,13.7,54.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-04,11.9,53.8,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-05,1.6,48.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-09,9.3,50.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-10,12.2,50.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-11,13.6,41.3,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-12,3.6,54.5,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-13,16.9,48.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-15,9.3,51.8,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-16,17.3,47.8,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-17,17.5,51.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-18,2.0,54.4,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-19,8.9,51.5,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-20,13.6,46.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-22,9.2,53.4,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-23,7.7,51.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-24,18.0,45.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-25,5.2,51.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-26,10.7,49.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-27,25.5,50.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-29,9.4,54.3,SYNTHETIC
Crestwood Campus,NIGHT,2026-06-30,7.7,51.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-01,5.1,54.4,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-02,9.5,46.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-03,17.6,48.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-04,9.3,54.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-06,15.8,48.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-07,5.4,53.6,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-08,29.9,42.6,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-09,10.7,51.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-10,6.1,57.0,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-11,5.7,50.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-13,10.2,52.9,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-14,11.2,45.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-15,24.0,43.2,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-16,14.6,48.7,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-17,14.8,52.8,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-18,12.0,54.5,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-20,14.0,50.6,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-21,17.1,42.8,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-22,6.5,53.1,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-23,14.7,45.5,SYNTHETIC
Crestwood Campus,NIGHT,2026-07-24,9.1,53.2,SYNTHETIC
