trip_id,stwid,planned_pickup_epoch,otp_sent_epoch,otp_verified_epoch,verification_attempts,source
1214542,114745,1783417320.0,1783417320,1783417254,1,SYNTHETIC
1214545,240810,1778042700.0,1778042700,1778042621,1,SYNTHETIC
1214548,348100,1783416780.0,1783416780,1783417597,4,SYNTHETIC
1214551,382480,1783417500.0,1783417500,1783417557,1,SYNTHETIC
1214555,207685,1783417740.0,1783417740,1783418062,1,SYNTHETIC
1214558,64865,1778012100.0,1778012100,1778012672,2,SYNTHETIC
1214562,163720,1778012100.0,1778012100,1778013711,3,SYNTHETIC
1214564,369870,1783416000.0,1783416000,1783416754,2,SYNTHETIC
1214567,73165,1778012100.0,1778012100,1778012204,1,SYNTHETIC
1214569,380935,1783417980.0,1783417980,1783419550,4,SYNTHETIC
1214573,345,1778012100.0,1778012100,1778012169,1,SYNTHETIC
1214575,371210,1783419120.0,1783419120,1783419219,1,SYNTHETIC
1214579,207795,1783417680.0,1783417680,1783417639,1,SYNTHETIC
1214582,371885,1783416480.0,1783416480,1783416530,1,SYNTHETIC
1214585,48545,1783416420.0,1783416420,1783416490,1,SYNTHETIC
1214590,324595,1783417320.0,1783417320,1783417527,1,SYNTHETIC
1214596,74365,1783418100.0,1783418100,1783419492,4,SYNTHETIC
1214601,350010,1783417080.0,1783417080,1783416976,1,SYNTHETIC
1214607,252155,1783417860.0,1783417860,1783417787,1,SYNTHETIC
1214618,95240,1778019300.0,1778019300,1778019993,2,SYNTHETIC
1214623,6010,1778019300.0,1778019300,1778019837,2,SYNTHETIC
1214626,7305,1778019300.0,1778019300,1778019255,1,SYNTHETIC
1214630,2295,1778019300.0,1778019300,1778019523,2,SYNTHETIC
1214634,240965,1778019300.0,1778019300,1778019314,1,SYNTHETIC
1214639,156105,1778019300.0,1778019300,1778019187,1,SYNTHETIC
1214645,143075,1778019300.0,1778019300,1778019868,1,SYNTHETIC
1214649,185480,1778019300.0,1778019300,1778019287,1,SYNTHETIC
1214654,105325,1778019300.0,1778019300,1778019786,2,SYNTHETIC
1214658,59295,1778019300.0,1778019300,1778019801,2,SYNTHETIC
1214663,195830,1778019300.0,1778019300,1778019322,1,SYNTHETIC
1214681,237805,1783418700.0,1783418700,1783419126,1,SYNTHETIC
1214685,336120,1783422600.0,1783422600,1783422717,1,SYNTHETIC
1214690,53815,1783421700.0,1783421700,1783422232,1,SYNTHETIC
1214695,137035,1783422180.0,1783422180,1783422139,1,SYNTHETIC
1214698,313130,1783423380.0,1783423380,1783423707,1,SYNTHETIC
1214701,262375,1783422480.0,1783422480,1783422548,1,SYNTHETIC
1214704,105425,1778022900.0,1778022900,1778022879,1,SYNTHETIC
1214706,320495,1783421760.0,1783421760,1783422064,1,SYNTHETIC
1214709,17260,1778026500.0,1778026500,1778026529,1,SYNTHETIC
1214713,13860,1778026500.0,1778026500,1778026462,1,SYNTHETIC
1214715,342280,1783420320.0,1783420320,1783420424,1,SYNTHETIC
1214718,323380,1783421760.0,1783421760,1783421652,1,SYNTHETIC
1214722,67200,1778051700.0,1778051700,1778051794,1,SYNTHETIC
1214725,396185,1783420320.0,1783420320,1783420282,1,SYNTHETIC
1214729,320505,1783422300.0,1783422300,1783423244,3,SYNTHETIC
1214734,322615,1783423500.0,1783423500,1783423936,2,SYNTHETIC
1214740,312505,1783420800.0,1783420800,1783420756,1,SYNTHETIC
1214747,242380,1783422900.0,1783422900,1783422936,1,SYNTHETIC
1214750,391355,1783420620.0,1783420620,1783420688,1,SYNTHETIC
1214757,324350,1783422360.0,1783422360,1783422263,1,SYNTHETIC
1214761,97785,1778019300.0,1778019300,1778019195,1,SYNTHETIC
1214762,275330,1778019300.0,1778019300,1778019235,1,SYNTHETIC
1214765,70695,1778019300.0,1778019300,1778019298,1,SYNTHETIC
1214767,199830,1778019300.0,1778019300,1778019356,1,SYNTHETIC
1214769,266625,1778019300.0,1778019300,1778020761,3,SYNTHETIC
1214771,332305,1783420800.0,1783420800,1783420873,1,SYNTHETIC
1214774,160195,1783420080.0,1783420080,1783420168,1,SYNTHETIC
1214777,98030,1778019300.0,1778019300,1778019734,1,SYNTHETIC
1214780,46510,1778019300.0,1778019300,1778019220,1,SYNTHETIC
1214782,76280,1778019300.0,1778019300,1778019201,1,SYNTHETIC
1214785,63555,1778019300.0,1778019300,1778019701,2,SYNTHETIC
1214788,269785,1778046000.0,1778046000,1778045992,1,SYNTHETIC
1214790,319990,1783423860.0,1783423860,1783423891,1,SYNTHETIC
1214793,55895,1778046600.0,1778046600,1778046719,1,SYNTHETIC
1214796,292320,1783420800.0,1783420800,1783420861,1,SYNTHETIC
1214800,82855,1778074200.0,1778074200,1778074263,1,SYNTHETIC
1214803,58080,1783421640.0,1783421640,1783421577,1,SYNTHETIC
1214808,83415,1783422600.0,1783422600,1783422696,1,SYNTHETIC
1214810,319795,1783422000.0,1783422000,1783421973,1,SYNTHETIC
1214813,149680,1783420860.0,1783420860,1783420944,1,SYNTHETIC
1214816,57125,1778045400.0,1778045400,1778046415,2,SYNTHETIC
1214819,93310,1778044200.0,1778044200,1778044311,1,SYNTHETIC
1214824,102080,1778046600.0,1778046600,1778046669,1,SYNTHETIC
1214831,43245,1778045400.0,1778045400,1778046155,4,SYNTHETIC
1214837,275580,1778057400.0,1778057400,1778057858,1,SYNTHETIC
1214842,234820,1778058900.0,1778058900,1778058781,1,SYNTHETIC
1214847,139325,1778057640.0,1778057640,1778058222,2,SYNTHETIC
1214852,267260,1778058900.0,1778058900,1778058886,1,SYNTHETIC
1214855,304815,1783427340.0,1783427340,1783427354,1,SYNTHETIC
1214858,307250,1783426140.0,1783426140,1783426134,1,SYNTHETIC
1214861,168765,1778060100.0,1778060100,1778060025,1,SYNTHETIC
1214865,30720,1778061600.0,1778061600,1778061622,1,SYNTHETIC
1214866,198515,1778057400.0,1778057400,1778057872,1,SYNTHETIC
1214870,36685,1778059500.0,1778059500,1778059494,1,SYNTHETIC
1214874,166510,1778057100.0,1778057100,1778057125,1,SYNTHETIC
1214877,139570,1783425420.0,1783425420,1783426565,3,SYNTHETIC
1214879,181725,1783423800.0,1783423800,1783423709,1,SYNTHETIC
1214881,105435,1778064600.0,1778064600,1778064610,1,SYNTHETIC
1214883,388545,1783425000.0,1783425000,1783425275,1,SYNTHETIC
1214885,227890,1778068200.0,1778068200,1778068253,1,SYNTHETIC
1214888,110850,1778064300.0,1778064300,1778064261,1,SYNTHETIC
1214890,51135,1778065200.0,1778065200,1778065095,1,SYNTHETIC
1214892,117350,1783430220.0,1783430220,1783430292,1,SYNTHETIC
1214894,250185,1778069580.0,1778069580,1778069574,1,SYNTHETIC
1214897,36530,1778065800.0,1778065800,1778065859,1,SYNTHETIC
1214899,32145,1778066100.0,1778066100,1778066103,1,SYNTHETIC
1214901,150000,1778064000.0,1778064000,1778064301,2,SYNTHETIC
1214904,51800,1778064000.0,1778064000,1778064421,2,SYNTHETIC
1214905,134575,1783429620.0,1783429620,1783430093,1,SYNTHETIC
1214907,232510,1778070240.0,1778070240,1778070285,1,SYNTHETIC
1214910,31670,1778065200.0,1778065200,1778065109,1,SYNTHETIC
1214913,31560,1778068500.0,1778068500,1778068586,1,SYNTHETIC
1214916,79620,1778067600.0,1778067600,1778067519,1,SYNTHETIC
1214918,119350,1778067600.0,1778067600,1778067607,1,SYNTHETIC
1214920,105380,1778065200.0,1778065200,1778065561,2,SYNTHETIC
1214921,178545,1778066100.0,1778066100,1778066081,1,SYNTHETIC
1214924,88525,1783428660.0,1783428660,1783428758,1,SYNTHETIC
1214927,56005,1778072700.0,1778072700,1778072731,1,SYNTHETIC
1214931,85270,1783429500.0,1783429500,1783430081,2,SYNTHETIC
1214934,298110,1783426500.0,1783426500,1783426813,1,SYNTHETIC
1214938,133620,1783428240.0,1783428240,1783428179,1,SYNTHETIC
1214941,211625,1778083800.0,1778083800,1778084391,1,SYNTHETIC
1214945,48005,1778083800.0,1778083800,1778083811,1,SYNTHETIC
1214949,191085,1778084400.0,1778084400,1778084694,1,SYNTHETIC
1214952,155115,1778092800.0,1778092800,1778092847,1,SYNTHETIC
1214956,91115,1783431600.0,1783431600,1783431565,1,SYNTHETIC
1214970,362730,1783449900.0,1783449900,1783450368,2,SYNTHETIC
1214983,91375,1783458000.0,1783458000,1783458511,1,SYNTHETIC
1215028,275925,1778019300.0,1778019300,1778019217,1,SYNTHETIC
1215034,17035,1778019300.0,1778019300,1778019483,1,SYNTHETIC
1215126,357595,1783405800.0,1783405800,1783407592,3,SYNTHETIC
1215141,62895,1778026500.0,1778026500,1778026496,1,SYNTHETIC
1215150,126425,1778042700.0,1778042700,1778043191,2,SYNTHETIC
1215164,120340,1783409400.0,1783409400,1783410085,3,SYNTHETIC
1215194,7515,1778045100.0,1778045100,1778045020,1,SYNTHETIC
1215235,242970,1778019300.0,1778019300,1778019185,1,SYNTHETIC
1215374,69985,1778039100.0,1778039100,1778039036,1,SYNTHETIC
1215477,16750,1778057100.0,1778057100,1778057007,1,SYNTHETIC
1215482,23315,1778057700.0,1778057700,1778057741,1,SYNTHETIC
1215487,203645,1778058900.0,1778058900,1778059247,1,SYNTHETIC
1215492,29200,1778059500.0,1778059500,1778059481,1,SYNTHETIC
1215498,112125,1778058000.0,1778058000,1778057984,1,SYNTHETIC
1215502,56740,1778059800.0,1778059800,1778060391,1,SYNTHETIC
1215506,209755,1778060400.0,1778060400,1778061185,4,SYNTHETIC
1215542,238300,1778067600.0,1778067600,1778067683,1,SYNTHETIC
1215547,93120,1778068200.0,1778068200,1778068290,1,SYNTHETIC
1215552,67250,1778064600.0,1778064600,1778064688,1,SYNTHETIC
1215558,169475,1778068200.0,1778068200,1778068259,1,SYNTHETIC
1215562,244865,1778069880.0,1778069880,1778069994,1,SYNTHETIC
1215568,23990,1778067600.0,1778067600,1778067652,1,SYNTHETIC
1215573,118540,1783438200.0,1783438200,1783438133,1,SYNTHETIC
1215576,126425,1778097000.0,1778097000,1778097035,1,SYNTHETIC
1215585,86145,1783438200.0,1783438200,1783438140,1,SYNTHETIC
1215614,147145,1778075400.0,1778075400,1778075910,2,SYNTHETIC
1215623,3465,1778074800.0,1778074800,1778075024,1,SYNTHETIC
1215658,339150,1783441800.0,1783441800,1783443340,3,SYNTHETIC
1215664,326820,1783441800.0,1783441800,1783441838,1,SYNTHETIC
1215667,249965,1783441800.0,1783441800,1783441850,1,SYNTHETIC
1215671,199505,1783441800.0,1783441800,1783442190,2,SYNTHETIC
1215673,3750,1778060700.0,1778060700,1778061165,1,SYNTHETIC
1215677,112650,1778061300.0,1778061300,1778061758,1,SYNTHETIC
1215680,102200,1778061000.0,1778061000,1778060985,1,SYNTHETIC
1215683,207905,1783441800.0,1783441800,1783441899,1,SYNTHETIC
1215686,3325,1778060400.0,1778060400,1778060463,1,SYNTHETIC
1215693,55310,1778060700.0,1778060700,1778061159,1,SYNTHETIC
1215731,214860,1778067300.0,1778067300,1778067340,1,SYNTHETIC
1215735,276975,1778067600.0,1778067600,1778067648,1,SYNTHETIC
1215738,63240,1778067360.0,1778067360,1778067578,1,SYNTHETIC
1215742,10120,1778067900.0,1778067900,1778068246,1,SYNTHETIC
1215745,66585,1778067780.0,1778067780,1778068034,2,SYNTHETIC
1215750,860,1778067840.0,1778067840,1778067934,1,SYNTHETIC
1215753,127580,1783445400.0,1783445400,1783445429,1,SYNTHETIC
1215755,298850,1783445400.0,1783445400,1783445518,1,SYNTHETIC
1215756,332885,1783445400.0,1783445400,1783445284,1,SYNTHETIC
1215758,375075,1783445400.0,1783445400,1783445325,1,SYNTHETIC
1215761,117070,1783445400.0,1783445400,1783446721,2,SYNTHETIC
1215763,344100,1783445400.0,1783445400,1783445435,1,SYNTHETIC
1215765,264570,1783445400.0,1783445400,1783445891,2,SYNTHETIC
1215768,224585,1778067900.0,1778067900,1778068410,2,SYNTHETIC
1215771,314050,1783445400.0,1783445400,1783445359,1,SYNTHETIC
1215775,85320,1783445400.0,1783445400,1783445614,1,SYNTHETIC
1215777,385495,1783445400.0,1783445400,1783445514,1,SYNTHETIC
1215781,7840,1778067960.0,1778067960,1778067866,1,SYNTHETIC
1215784,1215,1778067900.0,1778067900,1778068099,1,SYNTHETIC
1215786,125685,1783445400.0,1783445400,1783445344,1,SYNTHETIC
1215790,98220,1778064900.0,1778064900,1778065387,2,SYNTHETIC
1215823,246955,1783449000.0,1783449000,1783448892,1,SYNTHETIC
1215827,325275,1783449000.0,1783449000,1783449528,1,SYNTHETIC
1215834,207710,1783449000.0,1783449000,1783449031,1,SYNTHETIC
1215842,385830,1783449000.0,1783449000,1783448924,1,SYNTHETIC
1215860,183990,1778061000.0,1778061000,1778060989,1,SYNTHETIC
1215865,88340,1778061120.0,1778061120,1778061527,1,SYNTHETIC
1215915,149205,1783452600.0,1783452600,1783452596,1,SYNTHETIC
1215919,91115,1783452600.0,1783452600,1783452888,1,SYNTHETIC
1215924,110745,1783452600.0,1783452600,1783452650,1,SYNTHETIC
1215929,385730,1783452600.0,1783452600,1783452482,1,SYNTHETIC
1215937,375650,1783452600.0,1783452600,1783452672,1,SYNTHETIC
1215943,136520,1783452600.0,1783452600,1783452484,1,SYNTHETIC
1215948,321700,1783452600.0,1783452600,1783452816,1,SYNTHETIC
1215954,207575,1783452600.0,1783452600,1783452539,1,SYNTHETIC
1215959,400895,1783452600.0,1783452600,1783452559,1,SYNTHETIC
1215994,395425,1783456200.0,1783456200,1783456295,1,SYNTHETIC
1215998,333375,1783456200.0,1783456200,1783456139,1,SYNTHETIC
1216001,153265,1778067300.0,1778067300,1778067241,1,SYNTHETIC
1216003,86950,1783456200.0,1783456200,1783456432,2,SYNTHETIC
1216005,315835,1783456200.0,1783456200,1783456157,1,SYNTHETIC
1216007,240945,1778068200.0,1778068200,1778068771,1,SYNTHETIC
1216009,233655,1778068200.0,1778068200,1778068521,1,SYNTHETIC
1216011,390335,1783456200.0,1783456200,1783456505,1,SYNTHETIC
1216014,331320,1783456200.0,1783456200,1783456142,1,SYNTHETIC
1216017,304130,1783456200.0,1783456200,1783456099,1,SYNTHETIC
1216022,299605,1783456200.0,1783456200,1783457437,4,SYNTHETIC
1216028,249005,1783456200.0,1783456200,1783456273,1,SYNTHETIC
1216034,207675,1783456200.0,1783456200,1783456241,1,SYNTHETIC
1216040,371635,1783456200.0,1783456200,1783456230,1,SYNTHETIC
1216045,374665,1783456200.0,1783456200,1783456542,1,SYNTHETIC
1216050,207530,1783456200.0,1783456200,1783456665,2,SYNTHETIC
1216088,138220,1783459800.0,1783459800,1783459852,1,SYNTHETIC
1216091,138210,1783459800.0,1783459800,1783459846,1,SYNTHETIC
1216094,324770,1783459800.0,1783459800,1783459700,1,SYNTHETIC
1216097,394630,1783459800.0,1783459800,1783459909,1,SYNTHETIC
1216100,195550,1783459800.0,1783459800,1783459881,1,SYNTHETIC
1216104,326910,1783459800.0,1783459800,1783459825,1,SYNTHETIC
1216109,278370,1783459800.0,1783459800,1783459920,1,SYNTHETIC
1216113,248850,1783459800.0,1783459800,1783459696,1,SYNTHETIC
1216117,205140,1783459800.0,1783459800,1783459694,1,SYNTHETIC
1216120,276800,1783459800.0,1783459800,1783459681,1,SYNTHETIC
1216125,336685,1783459800.0,1783459800,1783459800,1,SYNTHETIC
1216130,306610,1783459800.0,1783459800,1783459809,1,SYNTHETIC
1216134,333880,1783459800.0,1783459800,1783460259,1,SYNTHETIC
1216140,211295,1783459800.0,1783459800,1783459695,1,SYNTHETIC
1216144,328485,1783459800.0,1783459800,1783460299,2,SYNTHETIC
1216149,178050,1778082300.0,1778082300,1778082207,1,SYNTHETIC
1216152,119370,1783459800.0,1783459800,1783459852,1,SYNTHETIC
1216155,4195,1778082300.0,1778082300,1778082374,1,SYNTHETIC
1216157,324965,1783459800.0,1783459800,1783459714,1,SYNTHETIC
1216159,352165,1783459800.0,1783459800,1783459844,1,SYNTHETIC
1216163,47560,1778082300.0,1778082300,1778082310,1,SYNTHETIC
1216165,183495,1783459800.0,1783459800,1783459915,1,SYNTHETIC
1216168,105275,1778082300.0,1778082300,1778082414,1,SYNTHETIC
1216171,254755,1778082300.0,1778082300,1778082222,1,SYNTHETIC
1216174,2770,1778098500.0,1778098500,1778098596,1,SYNTHETIC
1216177,263535,1783459800.0,1783459800,1783459696,1,SYNTHETIC
1216180,201420,1778098500.0,1778098500,1778098480,1,SYNTHETIC
1216182,154635,1778098500.0,1778098500,1778098543,1,SYNTHETIC
1216186,208030,1783459800.0,1783459800,1783459888,1,SYNTHETIC
1216191,5570,1778098500.0,1778098500,1778099010,2,SYNTHETIC
1216193,318545,1783459800.0,1783459800,1783459874,1,SYNTHETIC
1216197,8575,1778098500.0,1778098500,1778098495,1,SYNTHETIC
1216201,2325,1778098500.0,1778098500,1778098714,2,SYNTHETIC
1216204,377485,1783459800.0,1783459800,1783459772,1,SYNTHETIC
1216209,965,1778098500.0,1778098500,1778098580,1,SYNTHETIC
1216244,8310,1778098500.0,1778098500,1778098600,1,SYNTHETIC
1216306,322860,1783459800.0,1783459800,1783459827,1,SYNTHETIC
1216316,9720,1778105700.0,1778105700,1778105609,1,SYNTHETIC
1216320,70780,1778105700.0,1778105700,1778105685,1,SYNTHETIC
1216329,1460,1778105700.0,1778105700,1778105759,1,SYNTHETIC
1216337,97815,1778105700.0,1778105700,1778105774,1,SYNTHETIC
1216348,180510,1778105700.0,1778105700,1778105638,1,SYNTHETIC
1216352,192120,1778105700.0,1778105700,1778105652,1,SYNTHETIC
1216355,63240,1778105700.0,1778105700,1778105589,1,SYNTHETIC
1216361,97940,1778105700.0,1778105700,1778105608,1,SYNTHETIC
1216366,195775,1778105700.0,1778105700,1778105588,1,SYNTHETIC
1216371,4255,1778105700.0,1778105700,1778107057,4,SYNTHETIC
1216373,25130,1783463400.0,1783463400,1783463499,1,SYNTHETIC
1216375,214185,1778105700.0,1778105700,1778105774,1,SYNTHETIC
1216377,164240,1778105700.0,1778105700,1778105599,1,SYNTHETIC
1216381,164625,1783463400.0,1783463400,1783463322,1,SYNTHETIC
1216386,162655,1783463400.0,1783463400,1783463284,1,SYNTHETIC
1216389,185650,1778082300.0,1778082300,1778082391,1,SYNTHETIC
1216392,269785,1778082300.0,1778082300,1778082191,1,SYNTHETIC
1216395,218505,1778082300.0,1778082300,1778082280,1,SYNTHETIC
1216398,159900,1783463400.0,1783463400,1783463453,1,SYNTHETIC
1216402,60080,1778082300.0,1778082300,1778083306,2,SYNTHETIC
1216408,324905,1783463400.0,1783463400,1783463354,1,SYNTHETIC
1216416,386120,1783463400.0,1783463400,1783463342,1,SYNTHETIC
1216474,35480,1778082300.0,1778082300,1778082283,1,SYNTHETIC
1216479,38560,1778082300.0,1778082300,1778082385,1,SYNTHETIC
1216485,46405,1778082300.0,1778082300,1778082614,1,SYNTHETIC
1216491,156645,1778082300.0,1778082300,1778082252,1,SYNTHETIC
1216495,269800,1778082300.0,1778082300,1778082326,1,SYNTHETIC
1216500,147525,1778082300.0,1778082300,1778082240,1,SYNTHETIC
1216506,145155,1778098500.0,1778098500,1778098442,1,SYNTHETIC
1216520,314525,1783467000.0,1783467000,1783467685,4,SYNTHETIC
1216525,116005,1783467000.0,1783467000,1783468761,3,SYNTHETIC
1216530,77070,1783467000.0,1783467000,1783466972,1,SYNTHETIC
1216536,273275,1783467000.0,1783467000,1783466959,1,SYNTHETIC
1216540,176590,1783467000.0,1783467000,1783467211,1,SYNTHETIC
1216545,283110,1783467000.0,1783467000,1783467434,1,SYNTHETIC
1216551,79780,1783467000.0,1783467000,1783467029,1,SYNTHETIC
1216558,244325,1783467000.0,1783467000,1783467008,1,SYNTHETIC
1216565,241935,1783467000.0,1783467000,1783467019,1,SYNTHETIC
1216571,326025,1783467000.0,1783467000,1783466945,1,SYNTHETIC
1216576,139015,1783467000.0,1783467000,1783467199,2,SYNTHETIC
1216609,142610,1778112900.0,1778112900,1778113226,2,SYNTHETIC
1216615,291220,1783470600.0,1783470600,1783470519,1,SYNTHETIC
1216623,118985,1778125500.0,1778125500,1778125535,1,SYNTHETIC
1216634,208775,1778132100.0,1778132100,1778132082,1,SYNTHETIC
1216681,64185,1778098500.0,1778098500,1778098428,1,SYNTHETIC
1216698,336790,1783487700.0,1783487700,1783487640,1,SYNTHETIC
1216708,85420,1783491600.0,1783491600,1783491641,1,SYNTHETIC
1216716,192920,1778105700.0,1778105700,1778105773,1,SYNTHETIC
1216728,320955,1783498080.0,1783498080,1783498138,1,SYNTHETIC
1216742,385875,1783498080.0,1783498080,1783498193,1,SYNTHETIC
1216749,389645,1783501920.0,1783501920,1783502226,2,SYNTHETIC
1216752,257085,1783500420.0,1783500420,1783500456,1,SYNTHETIC
1216756,65810,1778109300.0,1778109300,1778109383,1,SYNTHETIC
1216760,121400,1783501500.0,1783501500,1783501568,1,SYNTHETIC
1216765,391175,1783501680.0,1783501680,1783501667,1,SYNTHETIC
1216772,3385,1783501920.0,1783501920,1783501989,1,SYNTHETIC
1216779,3140,1783498500.0,1783498500,1783500059,2,SYNTHETIC
1216785,278700,1783501920.0,1783501920,1783502661,3,SYNTHETIC
1216789,162935,1783499700.0,1783499700,1783499929,2,SYNTHETIC
1216797,173130,1783501920.0,1783501920,1783501831,1,SYNTHETIC
1216802,29515,1783502220.0,1783502220,1783502106,1,SYNTHETIC
1216808,118650,1783502100.0,1783502100,1783502088,1,SYNTHETIC
1216814,116670,1783504620.0,1783504620,1783504676,1,SYNTHETIC
1216820,203800,1778112900.0,1778112900,1778112866,1,SYNTHETIC
1216823,211660,1783504800.0,1783504800,1783504714,1,SYNTHETIC
1216825,386165,1783504320.0,1783504320,1783504305,1,SYNTHETIC
1216828,373200,1783505100.0,1783505100,1783505010,1,SYNTHETIC
1216832,67200,1778138100.0,1778138100,1778138132,1,SYNTHETIC
1216836,164250,1783504140.0,1783504140,1783504258,1,SYNTHETIC
1216839,3750,1778098500.0,1778098500,1778098431,1,SYNTHETIC
1216842,304130,1783504799.0,1783504799,1783504727,1,SYNTHETIC
1216845,211775,1783504980.0,1783504980,1783504877,1,SYNTHETIC
1216848,386510,1783505100.0,1783505100,1783506372,3,SYNTHETIC
1216851,181850,1783504800.0,1783504800,1783505329,2,SYNTHETIC
1216854,395450,1783503300.0,1783503300,1783504476,4,SYNTHETIC
1216859,259675,1783504980.0,1783504980,1783504970,1,SYNTHETIC
1216863,386255,1783505700.0,1783505700,1783505588,1,SYNTHETIC
1216867,349020,1783503480.0,1783503480,1783503442,1,SYNTHETIC
1216872,79875,1783503480.0,1783503480,1783503398,1,SYNTHETIC
1216878,259345,1783503000.0,1783503000,1783502915,1,SYNTHETIC
1216885,208380,1783501500.0,1783501500,1783501536,1,SYNTHETIC
1216890,207230,1783504200.0,1783504200,1783504306,1,SYNTHETIC
1216894,202310,1778098500.0,1778098500,1778099579,3,SYNTHETIC
1216897,32785,1778098500.0,1778098500,1778098469,1,SYNTHETIC
1216900,177395,1778098500.0,1778098500,1778099083,1,SYNTHETIC
1216903,192090,1783504380.0,1783504380,1783504384,1,SYNTHETIC
1216906,31165,1778098500.0,1778098500,1778098562,1,SYNTHETIC
1216908,235315,1778098500.0,1778098500,1778099976,3,SYNTHETIC
1216912,26530,1783502700.0,1783502700,1783503243,2,SYNTHETIC
1216915,268670,1783501920.0,1783501920,1783503674,3,SYNTHETIC
1216918,265525,1783504800.0,1783504800,1783504916,1,SYNTHETIC
1216921,98895,1778098500.0,1778098500,1778098389,1,SYNTHETIC
1216925,31215,1778098500.0,1778098500,1778098835,2,SYNTHETIC
1216927,187295,1783502220.0,1783502220,1783502626,1,SYNTHETIC
1216930,122090,1778098500.0,1778098500,1778098404,1,SYNTHETIC
1216933,333950,1783504800.0,1783504800,1783504819,1,SYNTHETIC
1216971,111285,1778131500.0,1778131500,1778132040,1,SYNTHETIC
1217009,110755,1778105700.0,1778105700,1778106213,2,SYNTHETIC
1217013,42715,1778105700.0,1778105700,1778105725,1,SYNTHETIC
1217016,31670,1778105700.0,1778105700,1778105786,1,SYNTHETIC
1217020,9080,1778105700.0,1778105700,1778105659,1,SYNTHETIC
1217023,45985,1778105700.0,1778105700,1778106998,3,SYNTHETIC
1217027,51155,1778105700.0,1778105700,1778105743,1,SYNTHETIC
1217031,102285,1778105700.0,1778105700,1778105705,1,SYNTHETIC
1217034,156270,1778105700.0,1778105700,1778106609,3,SYNTHETIC
1217037,278865,1783508580.0,1783508580,1783509006,1,SYNTHETIC
1217039,105190,1778105700.0,1778105700,1778105809,1,SYNTHETIC
1217040,322885,1783508700.0,1783508700,1783509013,1,SYNTHETIC
1217042,153375,1778105700.0,1778105700,1778106089,2,SYNTHETIC
1217044,271855,1783508040.0,1783508040,1783507938,1,SYNTHETIC
1217046,396265,1783509120.0,1783509120,1783509229,1,SYNTHETIC
1217048,125585,1778105700.0,1778105700,1778105811,1,SYNTHETIC
1217050,153265,1778105700.0,1778105700,1778106904,4,SYNTHETIC
1217052,262375,1783508940.0,1783508940,1783508844,1,SYNTHETIC
1217055,28545,1778105700.0,1778105700,1778105694,1,SYNTHETIC
1217058,50155,1778105700.0,1778105700,1778105719,1,SYNTHETIC
1217060,68100,1778105700.0,1778105700,1778105701,1,SYNTHETIC
1217062,302485,1783508880.0,1783508880,1783510524,2,SYNTHETIC
1217065,333545,1783506600.0,1783506600,1783508111,2,SYNTHETIC
1217068,357925,1783507020.0,1783507020,1783506902,1,SYNTHETIC
1217073,212030,1783508100.0,1783508100,1783508097,1,SYNTHETIC
1217077,125050,1783507380.0,1783507380,1783509016,4,SYNTHETIC
1217081,2770,1783507620.0,1783507620,1783507656,1,SYNTHETIC
1217085,326945,1783508400.0,1783508400,1783508942,1,SYNTHETIC
1217089,264495,1783508460.0,1783508460,1783508440,1,SYNTHETIC
1217094,186465,1783508640.0,1783508640,1783509205,2,SYNTHETIC
1217097,207565,1783505940.0,1783505940,1783505924,1,SYNTHETIC
1217100,246750,1783508220.0,1783508220,1783508239,1,SYNTHETIC
1217104,189135,1783509120.0,1783509120,1783510348,4,SYNTHETIC
1217107,66040,1778098500.0,1778098500,1778099229,4,SYNTHETIC
1217109,332305,1783507380.0,1783507380,1783507579,2,SYNTHETIC
1217111,320645,1783505700.0,1783505700,1783505759,1,SYNTHETIC
1217114,84165,1778098500.0,1778098500,1778098392,1,SYNTHETIC
1217117,147045,1778098500.0,1778098500,1778098536,1,SYNTHETIC
1217120,151160,1778098500.0,1778098500,1778098815,2,SYNTHETIC
1217122,146045,1778098500.0,1778098500,1778098483,1,SYNTHETIC
1217125,18710,1778098500.0,1778098500,1778098566,1,SYNTHETIC
1217127,90485,1778098500.0,1778098500,1778098437,1,SYNTHETIC
1217129,395420,1783507200.0,1783507200,1783507319,1,SYNTHETIC
1217132,149235,1783508040.0,1783508040,1783507950,1,SYNTHETIC
1217135,164200,1783507200.0,1783507200,1783507253,1,SYNTHETIC
1217138,391355,1783507020.0,1783507020,1783507002,1,SYNTHETIC
1217143,315220,1783506720.0,1783506720,1783506716,1,SYNTHETIC
1217148,315590,1783505520.0,1783505520,1783505450,1,SYNTHETIC
1217153,161845,1783507980.0,1783507980,1783509266,2,SYNTHETIC
1217159,196860,1783508700.0,1783508700,1783508746,1,SYNTHETIC
1217165,64520,1783508520.0,1783508520,1783508566,1,SYNTHETIC
1217171,387040,1783508880.0,1783508880,1783509357,2,SYNTHETIC
1217176,328485,1783510200.0,1783510200,1783510264,1,SYNTHETIC
1217181,265670,1783512120.0,1783512120,1783512125,1,SYNTHETIC
1217190,358930,1783512480.0,1783512480,1783512541,1,SYNTHETIC
1217203,182345,1783510860.0,1783510860,1783510876,1,SYNTHETIC
1217210,386060,1783510740.0,1783510740,1783512349,3,SYNTHETIC
1217218,171330,1783513560.0,1783513560,1783513542,1,SYNTHETIC
